package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs
aadict;387812;http://github.com/metagriffin/aadict;8;12/11/2016;0;835;0;0;;;;;
more-properties;387606;https://github.com/madman-bob/python-more-properties;0;15/05/2020;2;85;0;0;;;;;
google-api-python-client-uritemplate;387507;https://github.com/venmo/google-api-python-client;0;03/12/2015;14;249;;;;;;;
pytest-test-groups;387299;https://github.com/mark-adams/pytest-test-groups;28;10/12/2019;0;554;7;1;1;74;6;29;
lzstring;387285;https://github.com/gkovacs/lz-string-python;5;13/05/2020;0;;;;;;;;
jenkins;386412;https://github.com/lgastako/jenkins;14;03/12/2009;0;;4;0;;;;84;4
bowler;385680;https://github.com/facebookincubator/bowler;1185;21/03/2020;6;135;34;32;32;74;26;49;3
bottlenose;385611;https://github.com/lionheart/bottlenose;549;02/02/2020;1;196;5;44;44;185;22;362;4
docker-registry-client;385126;https://github.com/yodle/docker-registry-client;42;05/07/2017;1;1006;10;5;5;327;8;18;
django-colorfield;384769;https://github.com/fabiocaccamo/django-colorfield;171;06/08/2020;0;313;4;32;32;284;19;773;16
djangorestframework-recursive;384731;https://github.com/heywbj/django-rest-framework-recursive;259;31/03/2020;0;677;4;22;20;57;6;290;7
oci-cli;384681;https://github.com/oracle/oci-cli;169;18/08/2020;5;12;19;155;100;48;17;22;2
django-test-plus;384564;https://github.com/revsys/django-test-plus;411;28/05/2020;6;87;7;35;35;77;26;2370;15
bitmath;384549;https://github.com/tbielawa/bitmath;61;01/06/2019;4;81;12;56;55;33;12;;24
etcd3gw;384136;https://github.com/dims/etcd3-gateway;9;13/08/2020;1;103;6;9;9;4;13;;
fuzzy;384132;https://github.com/yougov/Fuzzy;34;02/07/2018;3;236;9;5;5;953;5;;
pyhacrf-datamade;384068;https://github.com/datamade/pyhacrf;15;2020-03-31;3;;5;2;0;;;;
sauceclient;383998;https://github.com/cgoldberg/sauceclient;11;11/11/2018;1;;3;4;4;70;9;;
colcon-ros;383986;https://github.com/colcon/colcon-ros;10;2020-10-16;3;;3;34;34;47;8;;
google-endpoints-api-management;383976;https://github.com/cloudendpoints/endpoints-management-python;19;14/04/2020;2;740;5;13;13;96;11;;
restrictedpython;383875;https://github.com/zopefoundation/RestrictedPython;138;12/07/2020;7;101;13;44;44;102;35;477;29
pretrainedmodels;383862;https://github.com/cadene/pretrained-models.pytorch;7111;26/03/2020;3;;72;85;85;31;21;559;18
timedelta;383835;https://github.com/andrewp-as-is/timedelta.py;0;30/06/2020;0;;0;0;;;;;
modernize;383793;https://github.com/python-modernize/python-modernize;223;22/08/2020;3;319;49;71;71;62;28;;
mechanicalsoup;383579;https://github.com/mechanicalsoup/mechanicalsoup;3548;27/08/2020;7;99;22;114;100;60;32;;
async-exit-stack;383464;https://github.com/sorcio/async_exit_stack;8;07/05/2018;0;844;0;0;;;2;;
spyder;383316;https://github.com/spyder-ide/spyder;5618;20/08/2020;302;13;849;10111;100;1;161;13904;27
testlink-api-python-client;383244;https://github.com/lczub/TestLink-API-Python-client;84;07/05/2020;3;119;6;124;99;65;;;
django-rosetta;383122;https://github.com/mbi/django-rosetta;762;21/08/2020;4;186;33;95;95;277;63;935;20
wtforms-components;381963;https://github.com/kvesteri/wtforms-components;61;01/04/2019;2;272;10;20;20;50;18;1540;16
flask-log-request-id;381896;http://github.com/Workable/flask-log-request-id;71;31/10/2019;2;374;8;14;14;65;2;47;6
kmodes;381753;https://github.com/nicodv/kmodes;757;13/06/2020;5;234;18;106;100;102;11;236;3
simplecosine;381514;https://github.com/datamade/simplecosine;1;2020-03-31;0;;1;0;0;;2;;
reportportal-client;381512;https://github.com/reportportal/client-Python;24;11/08/2020;3;75;10;20;20;38;25;35;10
osmium;381468;https://github.com/osmcode/pyosmium;132;25/07/2020;5;65;9;87;87;43;19;291;6
jq;381438;http://github.com/mwilliamson/jq.py;118;27/06/2020;1;114;3;29;29;341;4;191;27
dask-glm;381346;https://github.com/dask/dask-glm;71;2020-11-16;;;;;18;58;;;
alchemy-mock;381119;https://github.com/miki725/alchemy-mock;65;2019-11-05;;;;;7;15;;;
pyaudioanalysis;380664;https://github.com/tyiannak/pyaudioanalysis;3777;2021-02-19;;;;;100;91;;;
keras-pos-embd;380507;https://github.com/cyberzhg/keras-pos-embd;47;2019-08-29;;;;;4;19;;;
multitasking;380320;https://github.com/ranaroussi/multitasking;86;2019-12-16;;;;;9;91;;;
oauth2-client;380157;https://github.com/antechrestos/oauth2client;9;2020-04-05;;;;;2;4;;;
pptree;379869;https://github.com/clemtoy/pptree;96;2020-04-15;;;;;;;;;
keras-position-wise-feed-forward;379759;https://github.com/CyberZHG/keras-position-wise-feed-forward;6;30/08/2019;0;;0;0;;;;;
keras-embed-sim;379715;https://github.com/CyberZHG/keras-embed-sim;8;08/07/2020;0;;0;2;2;2;;;
datetime-distance;379599;https://github.com/dedupeio/datetime-distance;1;31/03/2020;0;297;1;1;1;5;3;;
colcon-recursive-crawl;379158;https://github.com/colcon/colcon-recursive-crawl;1;2020-10-06;0;;0;1;1;0;;;
colorhash;378849;https://github.com/dimostenis/color-hash-python;3;2020-12-04;1;;0;0;;;;;
colcon-library-path;378532;https://github.com/colcon/colcon-library-path;1;2020-10-06;0;;0;1;1;5;2;;
edx-submissions;378318;http://github.com/edx/edx-submissions;8;21/08/2020;2;39;0;2;2;365;33;108;1
blockdiag;378166;https://github.com/blockdiag/blockdiag;95;01/02/2020;61;9;43;56;56;11;13;293;30
pyqtgraph;377869;https://github.com/pyqtgraph/pyqtgraph;2129;18/08/2020;25;150;247;385;;;139;;
nanotime;377632;https://github.com/jbenet/nanotime;35;22/09/2011;0;;2;0;;;;;
flask-sockets;377288;https://github.com/kennethreitz/flask-sockets;1707;2017-05-30;0;;23;32;0;;10;10709;33
microsoftgraph-python;376737;https://github.com/GearPlug/microsoftgraph-python;27;10/03/2020;2;926;4;2;2;2;4;5;0
hyperloglog;376661;https://github.com/svpcom/hyperloglog;192;08/05/2018;0;;;;;;;;
djangocms-text-ckeditor;376506;https://github.com/divio/djangocms-text-ckeditor;125;2020-10-19;7;;27;236;0;;57;2172;40
pytest-logger;375923;https://github.com/aurzenligl/pytest-logger;25;25/07/2019;3;118;6;10;10;214;4;;
fastkml;375779;https://github.com/cleder/fastkml;141;09/04/2019;2;331;30;17;17;35;14;134;12
timeago;375766;https://github.com/hustcc/timeago;154;18/04/2020;1;222;0;9;9;12;14;491;21
python3-logstash;375621;https://github.com/israel-fl/python3-logstash;11;02/07/2020;0;;3;2;2;21;4;42;3
robotbackgroundlogger;375195;https://github.com/robotframework/robotbackgroundlogger;11;09/02/2017;0;707;2;2;2;121;2;12;
os-xenapi;374508;https://github.com/openstack/os-xenapi;8;2019-09-26;3;;;;0;;13;;
django-rest-knox;374097;https://github.com/James1345/django-rest-knox;586;10/02/2020;5;64;24;71;70;53;32;3410;
keras-bert;374084;https://github.com/CyberZHG/keras-bert;1855;28/07/2020;6;136;2;179;100;6;7;;
ebooklib;373873;https://github.com/aerkalov/ebooklib;679;06/01/2019;1;534;38;111;100;46;20;829;24
bdquaternions;373850;https://github.com/bond-anton/BDQuaternions;0;20/03/2020;1;533;4;2;2;4;;;
colcon-pkg-config;373785;https://github.com/colcon/colcon-pkg-config;1;2020-10-06;0;;0;0;;;;;
blobxfer;373560;https://github.com/Azure/blobxfer;113;13/11/2019;4;45;10;102;100;29;3;17;0
cmaes;373044;https://github.com/CyberAgent/cmaes;42;13/08/2020;25;25;2;10;10;9;3;;
watson-developer-cloud;372861;https://github.com/watson-developer-cloud/python-sdk;1281;10/06/2020;33;14;7;333;100;26;52;704;7
python-jsonschema-objects;372857;https://github.com/cwacek/python-jsonschema-objects;298;2020-09-08;4;51;2;96;95;203;31;;
cachepath;372596;https://github.com/haydenflinner/cachepath;1;09/12/2018;0;126;3;0;;;;;
django-registration-redux;372484;https://github.com/macropin/django-registration;819;2021-02-16;;;;;100;72;;;
magicinvoke;372286;https://github.com/haydenflinner/magicinvoke;7;2020-05-24;;;;;2;16;;;
edx-rest-api-client;371940;https://github.com/edx/edx-rest-api-client;13;2021-02-24;;;;;1;10;;;
zabbix-api;371437;https://github.com/gescheit/scripts;170;2019-04-12;;;;;;;;;
upyun;371172;https://github.com/upyun/python-sdk;112;2020-10-15;;;;;13;13;;;
artifacts-keyring;370844;https://github.com/microsoft/artifacts-keyring;8;2021-01-06;;;;;10;125;;;
pyghmi;370546;https://github.com/openstack/pyghmi;214;2019-09-26;;;;;0;;;;
scaleapi;370152;https://github.com/scaleapi/scaleapi-python-client;30;2021-02-23;;;;;2;714;;;
dash-daq;369726;https://github.com/plotly/dash-daq;109;2020-10-20;;;;;28;96;;;
django-contrib-comments;369342;https://github.com/django/django-contrib-comments;387;23/05/2020;1;227;18;52;52;43;31;2136;25
grandalf;369198;https://github.com/bdcht/grandalf;130;17/03/2020;1;483;9;8;8;90;5;;
mkdocs-material-extensions;368772;https://github.com/facelessuser/mkdocs-material-extensions;10;07/07/2020;5;43;0;8;8;2;;;
django-htmlmin;368729;http://github.com/cobrateam/django-htmlmin;487;03/03/2020;2;141;43;53;52;200;22;804;22
tpot;368664;https://github.com/EpistasisLab/tpot;7393;21/07/2020;40;73;173;556;100;21;66;511;11
google-endpoints;368484;https://github.com/cloudendpoints/endpoints-python;49;27/11/2018;3;;22;45;45;90;7;;
weighted-levenshtein;368208;https://github.com/infoscout/weighted-levenshtein;73;14/07/2020;1;492;6;10;10;8;6;;
simhash;367945;https://github.com/leonsim/simhash;728;2020-10-16;1;;6;25;0;;11;132;9
pytest-allure-adaptor;367669;https://github.com/allure-framework/allure-pytest;157;14/01/2019;4;81;0;65;65;287;22;448;8
python-igraph;367537;https://github.com/igraph/python-igraph;781;2021-02-20;21;111;28;258;100;42;42;1313;153
slack-webhook-cli;367161;https://github.com/philippbosch/slack-webhook-cli;34;09/09/2019;0;474;3;6;6;138;3;;
yanc;367057;https://github.com/0compute/yanc;22;20/03/2015;0;334;2;5;5;60;2;;
moment;366733;http://github.com/zachwill/moment;648;06/05/2020;1;;3;27;25;376;3;383;14
metaphone;366667;https://github.com/oubiwann/metaphone;62;27/11/2019;1;491;;;;;;;
flask-restless;366655;http://github.com/jfinkels/flask-restless;1022;16/05/2020;13;123;98;315;100;106;65;1489;23
bioblend;366592;https://github.com/galaxyproject/bioblend;67;18/07/2020;13;230;31;102;100;138;40;;16
pyshark;365756;https://github.com/KimiNewt/pyshark;1156;06/07/2020;4;242;153;180;100;150;45;;20
baselines;365230;https://github.com/openai/baselines;10404;31/01/2020;8;;372;420;100;32;112;222;5
mws;364475;https://github.com/python-amazon-mws/python-amazon-mws;264;05/08/2020;9;91;27;77;77;123;34;58;3
datacompy;364453;https://github.com/capitalone/datacompy;115;21/07/2020;2;146;12;32;32;77;9;;
pyuwsgi;364336;https://github.com/unbit/uwsgi;2834;25/08/2020;62;26;596;855;;;191;;166
webexteamssdk;364267;https://github.com/CiscoDevNet/webexteamssdk;147;13/07/2020;11;36;5;69;69;100;12;920;20
elasticsearch-async;363722;https://github.com/elastic/elasticsearch-py-async;270;20/07/2020;1;203;1;46;46;322;13;;
super-csv;363526;https://github.com/edx/super-csv;2;29/06/2020;4;23;2;0;;;11;14;
aiomysql;362843;https://github.com/aio-libs/aiomysql;1133;01/06/2020;17;107;60;109;100;68;76;7620;62
jgscm;362623;https://github.com/src-d/jgscm;44;03/06/2019;0;209;5;3;3;12;5;;
tryme;362606;https://github.com/bryanwb/tryme;5;24/09/2017;0;217;0;0;;;;;
mojimoji;362549;http://github.com/studio-ousia/mojimoji;87;16/05/2020;0;191;1;8;8;66;5;151;8
flask-moment;362104;https://github.com/miguelgrinberg/flask-moment;302;12/08/2020;0;167;4;31;;;13;;13
fastentrypoints;361566;https://github.com/ninjaaron/fast-entry_points;93;16/10/2019;1;;4;3;3;2;10;11;8
flake8-broken-line;361212;https://github.com/sobolevn/flake8-broken-line;61;2021-02-22;8;219;1;13;0;;7;;
bcolz;361201;https://github.com/Blosc/bcolz;898;10/04/2020;10;126;115;120;100;62;28;1238;42
pygaljs;360860;https://github.com/ionelmc/python-pygaljs;4;03/04/2020;0;614;0;1;1;1;;;
hologram;360703;https://github.com/fishtown-analytics/hologram;2;06/08/2020;11;42;6;2;2;8;3;;
