package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs;libraries_io_url;sourcerank;dep_repos;dep_pkgs
django-cors-middleware;645742;https://github.com/zestedesavoir/django-cors-middleware;136;2019-12-09;3;99;8;13;13;318;;;;https://libraries.io/pypi/django-cors-middleware;14;2;324
pyexcel-xlsx;645577;https://github.com/pyexcel/pyexcel-xlsx;77;2020-06-08;3;72;12;18;18;38;4;871;36;https://libraries.io/pypi/pyexcel-xlsx;14;6;155
zipcodes;645540;https://github.com/seanpianka/zipcodes;35;2020-07-18;;;1;9;9;79;3;71;2;https://libraries.io/pypi/zipcodes;12;1;6
cronex;645127;https://github.com/ericpruitt/cronex;54;2018-11-04;;;1;3;3;2;3;22;7;https://libraries.io/pypi/cronex;12;0;5
dj-static;645106;https://github.com/kennethreitz/dj-static;516;2017-09-04;;;7;21;;;18;18928;27;https://libraries.io/pypi/dj-static;14;0;2320
aio-pika;644832;https://github.com/mosquito/aio-pika;525;2020-06-19;15;;66;110;99;73;50;390;42;https://libraries.io/pypi/aio-pika;15;14;48
ffmpy;644732;https://github.com/Ch00k/ffmpy;343;2020-05-08;1;;3;32;29;164;;727;21;https://libraries.io/pypi/ffmpy;15;6;126
pyftpdlib;642022;https://github.com/giampaolo/pyftpdlib;1113;2020-07-05;17;;98;382;100;79;22;455;40;https://libraries.io/pypi/pyftpdlib;17;15;137
xstatic-bootstrap-scss;641795;https://github.com/twbs/bootstrap-sass;12758;2019-02-13;9;53;11;810;100;200;106;290018;469;https://libraries.io/pypi/XStatic-Bootstrap-SCSS;9;4;133
requirementslib;641690;https://github.com/sarugaku/requirementslib;68;2020-08-12;35;14;6;126;100;19;13;;;https://libraries.io/pypi/requirementslib;15;6;35
pyroma;641562;https://github.com/regebro/pyroma;94;2019-11-02;6;;4;19;19;120;14;;;https://libraries.io/pypi/pyroma;14;2;298
asteval;641395;http://github.com/newville/asteval;106;2020-04-23;3;153;3;32;32;108;13;343;31;https://libraries.io/pypi/asteval;14;7;118
treeinterpreter;641288;https://github.com/andosa/treeinterpreter;599;2020-06-22;;;16;1;1;39;6;;;https://libraries.io/pypi/treeinterpreter;11;0;4
future-fstrings;640694;https://github.com/asottile/future-fstrings;331;2020-05-12;2;;0;23;23;16;2;;;https://libraries.io/pypi/future-fstrings;14;14;22
yarg;640306;https://github.com/kura/yarg;18;2017-07-21;1;;0;5;5;57;;;;https://libraries.io/pypi/yarg;7;0;134
tableauhyperapi;640272;;;;;;;;;;;;;https://libraries.io/pypi/tableauhyperapi;4;0;0
pyldavis;639584;https://github.com/bmabey/pyLDAvis;1284;2020-06-08;3;;71;53;52;66;22;1191;16;https://libraries.io/pypi/pyLDAvis;14;0;75
unidiff;639442;http://github.com/matiasb/python-unidiff;133;2020-05-07;;408;15;20;19;183;17;;;https://libraries.io/pypi/unidiff;14;13;153
fastcache;638837;https://github.com/pbrady/fastcache;136;2019-12-24;1;;5;19;19;164;5;13107;43;https://libraries.io/pypi/fastcache;15;8;986
pycld2;638806;https://github.com/aboSamoor/pycld2;71;2019-10-25;;1121;12;13;13;310;2;254;18;https://libraries.io/pypi/pycld2;9;0;34
django-log-request-id;638657;;;;;;;;;;;;;https://libraries.io/pypi/django-log-request-id;14;1;77
lambda-packages;638287;https://github.com/Miserlou/lambda-packages;698;2018-08-15;3;;36;20;20;20;26;;;https://libraries.io/pypi/lambda_packages;11;0;1
ara;637969;https://github.com/ansible-community/ara;1063;2020-08-18;12;;41;88;88;44;15;;;https://libraries.io/pypi/ara;13;0;18
pbkdf2;635190;;;;;;;;;;;;;https://libraries.io/pypi/pbkdf2;8;4;656
flake8-deprecated;634279;https://github.com/gforcada/flake8-deprecated;12;2020-01-09;1;;3;3;3;211;5;;;https://libraries.io/pypi/flake8-deprecated;6;0;29
untangle;633361;;;;;;;;;;;;;https://libraries.io/pypi/untangle;8;1;113
googleappenginecloudstorageclient;633162;https://github.com/GoogleCloudPlatform/appengine-gcs-client;116;2020-04-14;4;;41;15;15;48;26;;;https://libraries.io/pypi/GoogleAppEngineCloudStorageClient;11;3;274
plyfile;632883;https://github.com/dranjan/python-plyfile;266;2020-03-22;2;;5;23;23;37;6;362;25;https://libraries.io/pypi/plyfile;12;1;50
edx-opaque-keys;632841;https://github.com/edx/opaque-keys;8;2020-08-13;3;103;2;3;3;110;34;;;https://libraries.io/pypi/edx-opaque-keys;14;14;140
ansible-runner;632188;https://github.com/ansible/ansible-runner;398;2020-08-21;27;;48;135;100;28;50;358;10;https://libraries.io/pypi/ansible-runner;13;2;13
dotmap;630761;https://github.com/drgrib/dotmap;240;2020-06-04;3;918;9;32;32;84;11;499;52;https://libraries.io/pypi/dotmap;15;16;104
ibm-cos-sdk;630551;https://github.com/ibm/ibm-cos-sdk-python;22;2020-07-30;28;31;1;34;32;23;59;268;14;https://libraries.io/pypi/ibm-cos-sdk;14;7;18
sailthru-client;630255;https://github.com/sailthru/sailthru-python-client;28;2018-07-26;1;133;3;24;24;98;28;161;4;https://libraries.io/pypi/sailthru-client;12;1;32
yfinance;629629;https://github.com/ranaroussi/yfinance;2566;2019-12-29;5;;183;147;100;32;11;1239;25;https://libraries.io/pypi/yfinance;14;4;13
rq-dashboard;629187;https://github.com/Parallels/rq-dashboard;1120;2020-01-28;4;141;31;137;100;196;47;441;10;https://libraries.io/pypi/rq-dashboard;14;4;172
openstackdocstheme;627754;;;;;;;;;;;;;https://libraries.io/pypi/openstackdocstheme;11;4;517
pykafka;627163;https://github.com/Parsely/pykafka;1036;2019-06-10;28;61;58;488;100;45;61;494;25;https://libraries.io/pypi/pykafka;16;4;91
bashate;626868;;;;;;;;;;;;;https://libraries.io/pypi/bashate;10;0;463
mahotas;626499;https://github.com/luispedro/mahotas;636;2020-08-16;10;68;13;55;55;64;25;;;https://libraries.io/pypi/mahotas;9;1;95
pythonnet;626469;;;;;;;;;;;;;https://libraries.io/pypi/pythonnet;10;11;59
sklearn-crfsuite;625623;https://github.com/TeamHG-Memex/sklearn-crfsuite;336;2019-12-05;;;27;18;18;64;5;1899;44;https://libraries.io/pypi/sklearn-crfsuite;11;2;198
python-intercom;625383;http://github.com/jkeyes/python-intercom;197;2020-08-06;4;;26;81;;;23;;;https://libraries.io/pypi/python-intercom;12;0;19
iniconfig;623333;http://github.com/RonnyPfannschmidt/iniconfig;7;2020-07-31;1;;3;4;4;1;5;;;https://libraries.io/pypi/iniconfig;10;3;0
aws;623319;https://github.com/eofs/aws;8;2013-06-10;;;2;1;1;2;;;;https://libraries.io/pypi/aws;8;0;27
logzero;621755;https://github.com/metachris/logzero;917;2018-03-07;3;;14;21;21;39;7;;;https://libraries.io/pypi/logzero;15;0;105
caniusepython3;621414;https://github.com/brettcannon/caniusepython3;416;2019-12-24;7;113;8;84;84;45;44;;;https://libraries.io/pypi/caniusepython3;14;1;80
sparkpost;620421;https://github.com/SparkPost/python-sparkpost;86;2019-06-05;4;106;11;88;88;104;32;190;5;https://libraries.io/pypi/sparkpost;12;1;54
flask-sslify;620195;https://github.com/kennethreitz/flask-sslify;15;2019-02-16;5;;;;;;;;;https://libraries.io/pypi/Flask-SSLify;12;3;1050
vtk;620182;;;;;;;;;;;;;https://libraries.io/pypi/vtk;8;0;102
csvkit;620091;https://github.com/wireservice/csvkit;4331;2020-08-21;15;;53;730;100;39;81;;;https://libraries.io/pypi/csvkit;17;3;351
oslo-reports;618582;;;;;;;;;;;;;https://libraries.io/pypi/oslo.reports;10;17;232
oslo-upgradecheck;618543;;;;;;;;;;;;;https://libraries.io/pypi/oslo.upgradecheck;9;25;10
odo;618315;https://github.com/blaze/odo;921;2018-09-22;27;63;187;105;99;44;35;6879;19;https://libraries.io/pypi/odo;14;2;744
control;618267;https://github.com/python-control/python-control;668;2020-08-21;13;104;64;173;100;103;44;393;13;https://libraries.io/pypi/control;8;1;296
djoser;618009;https://github.com/sunscrapers/djoser;1630;2020-05-18;9;53;68;240;100;80;69;2084;1;https://libraries.io/pypi/djoser;14;1;212
jsii;617644;https://github.com/aws/jsii;763;2020-08-21;38;12;138;344;100;15;42;215;152;https://libraries.io/pypi/jsii;17;269;3
xlutils;617602;;;;;;;;;;;;;https://libraries.io/pypi/xlutils;8;0;205
doublemetaphone;616623;;;;;;;;;;;;;https://libraries.io/pypi/DoubleMetaphone;4;0;20
aiohttp-jinja2;616215;;;;;;;;;;;;;https://libraries.io/pypi/aiohttp-jinja2;16;9;101
xstatic-jquery;616190;;;;;;;;;;;;;https://libraries.io/pypi/XStatic-jQuery;10;4;61
yoyo-migrations;616096;;;;;;;;;;;;;https://libraries.io/pypi/yoyo-migrations;10;3;91
cloudinary;614990;http://github.com/cloudinary/cloudinary_js;294;2020-08-11;5;46;10;110;100;176;37;5;0;https://libraries.io/pypi/cloudinary;11;4;298
localstack-client;614975;https://github.com/localstack/localstack-python-client;75;2020-08-08;1;;1;7;6;192;7;78;3;https://libraries.io/pypi/localstack-client;11;2;20
dpkt;614837;https://github.com/kbandla/dpkt;738;2020-08-04;5;428;73;229;99;162;39;;;https://libraries.io/pypi/dpkt;16;15;280
ruptures;614550;https://github.com/deepcharles/ruptures;465;2020-08-04;9;134;5;21;20;29;8;46;4;https://libraries.io/pypi/ruptures;6;0;1
pytest-parallel;613510;https://github.com/browsertron/pytest-parallel;111;2020-04-30;2;;30;15;15;110;5;152;9;https://libraries.io/pypi/pytest-parallel;12;1;14
aws-cdk-core;613325;https://github.com/aws/aws-cdk;5245;2020-08-21;123;8;1200;3896;100;2;432;3119;193;https://libraries.io/pypi/aws-cdk.core;15;271;21
flake8-mutable;612753;https://github.com/ebeweber/flake8-mutable;25;2017-05-19;;;7;3;3;141;7;;;https://libraries.io/pypi/flake8-mutable;8;0;106
jwt;612123;https://github.com/GehirnInc/python-jwt;62;2020-03-27;1;;3;17;17;81;7;2068;40;https://libraries.io/pypi/jwt;17;14;241
fastai;611885;https://github.com/fastai/fastai;18688;2020-08-22;33;;6;1072;100;12;584;;;https://libraries.io/pypi/fastai;17;0;184
django-recaptcha;610534;http://github.com/praekelt/django-recaptcha;689;2020-01-19;3;;48;63;63;311;49;1792;37;https://libraries.io/pypi/django-recaptcha;18;8;712
django-fernet-fields;610355;;;;;;;;;;;;;https://libraries.io/pypi/django-fernet-fields;10;0;23
pydot2;610095;;;;;;;;;;;;;https://libraries.io/pypi/pydot2;8;1;87
xstatic;610085;https://github.com/xstatic-py/xstatic;1;2018-09-18;1;;1;0;;;2;;;https://libraries.io/pypi/XStatic;11;1;193
tinys3;609831;;;;;;;;;;;;;https://libraries.io/pypi/tinys3;6;0;117
glances;609215;https://github.com/nicolargo/glances;16565;2020-08-22;36;42;180;1066;100;15;116;218;0;https://libraries.io/pypi/Glances;16;0;50
funcparserlib;608686;https://github.com/vlasovskikh/funcparserlib;236;2020-06-13;2;;12;35;35;67;5;;;https://libraries.io/pypi/funcparserlib;11;3;130
mitmproxy;608404;https://github.com/cortesi/modd;1654;2020-06-30;4;216;24;45;45;207;13;;;https://libraries.io/pypi/mitmproxy;11;9;423
cssmin;608030;http://github.com/zacharyvoase/cssmin;127;2013-10-14;;;;;;;2;3643;108;https://libraries.io/pypi/cssmin;9;4;1740
gherkin-official;607847;https://github.com/cucumber/gherkin-python;49;2020-08-17;1;;;;;;18;81;9;https://libraries.io/pypi/gherkin-official;12;0;11
prov;607566;https://github.com/trungdong/prov;85;2020-04-28;7;101;15;59;59;140;15;;;https://libraries.io/pypi/prov;13;2;54
entrypoint2;607067;https://github.com/ponty/entrypoint2;7;2020-05-27;1;;0;5;5;784;2;;;https://libraries.io/pypi/entrypoint2;12;5;32
twitter;606605;;;;;;;;;;;;;https://libraries.io/pypi/twitter;9;2;921
arviz;606314;http://github.com/arviz-devs/arviz;859;2020-08-20;16;102;98;362;100;14;54;411;24;https://libraries.io/pypi/arviz;13;0;18
transforms3d;606264;http://github.com/matthew-brett/transforms3d;248;2020-07-18;1;;14;9;9;82;3;334;34;https://libraries.io/pypi/transforms3d;10;2;62
dnslib;605973;https://github.com/paulc/dnslib;130;2020-07-18;3;;3;6;6;23;8;614;35;https://libraries.io/pypi/dnslib;14;15;294
atpublic;605753;;;;;;;;;;;;;https://libraries.io/pypi/atpublic;9;7;69
faulthandler;605678;;;;;;;;;;;;;https://libraries.io/pypi/faulthandler;9;5;125
times;604317;;;;;;;;;;;;;https://libraries.io/pypi/times;12;1;318
newrelic-telemetry-sdk;603595;https://github.com/newrelic/newrelic-telemetry-sdk-python;12;2020-07-14;8;35;2;5;5;28;5;;;https://libraries.io/pypi/newrelic-telemetry-sdk;10;1;0
centrosome;602494;https://github.com/CellProfiler/centrosome;9;2020-08-21;5;101;27;25;25;174;19;;;https://libraries.io/pypi/centrosome;12;0;12
pymodbus;602425;;;;;;;;;;;;;https://libraries.io/pypi/pymodbus;16;23;208
dynamodb-json;601658;https://github.com/Alonreznik/dynamodb-json;95;2018-05-09;;173;2;9;9;161;3;;;https://libraries.io/pypi/dynamodb-json;9;0;1
javabridge;601586;;;;;;;;;;;;;https://libraries.io/pypi/javabridge;12;0;47
ibm-cos-sdk-core;601418;https://github.com/ibm/ibm-cos-sdk-python-core;3;2020-07-30;1;31;1;7;7;21;10;;;https://libraries.io/pypi/ibm-cos-sdk-core;13;5;7
udatetime;601356;https://github.com/freach/udatetime;221;2018-02-14;1;370;5;21;21;43;3;42;8;https://libraries.io/pypi/udatetime;10;2;4
streamlit;601258;;;;;;;;;;;;;https://libraries.io/pypi/streamlit;7;1;17
kitchen;600383;;;;;;;;;;;;;https://libraries.io/pypi/kitchen;10;6;310
ibm-cos-sdk-s3transfer;600380;https://github.com/ibm/ibm-cos-sdk-python-s3transfer;0;2020-07-30;10;32;0;6;6;45;16;;;https://libraries.io/pypi/ibm-cos-sdk-s3transfer;11;3;7
mirakuru;600190;https://github.com/ClearcodeHQ/mirakuru;49;2020-08-17;11;;5;52;52;246;19;;;https://libraries.io/pypi/mirakuru;16;6;68
minimal-snowplow-tracker;600086;;;;;;;;;;;;;https://libraries.io/pypi/minimal-snowplow-tracker;5;0;1
dm-tree;598048;https://github.com/deepmind/tree;89;2020-06-02;4;159;3;3;3;16;5;141;18;https://libraries.io/pypi/dm-tree;9;3;2
djangorestframework-bulk;597881;https://github.com/miki725/django-rest-framework-bulk;435;2015-04-26;;;35;18;18;47;7;;;https://libraries.io/pypi/djangorestframework-bulk;12;2;169
priority;597676;;;;;;;;;;;;;https://libraries.io/pypi/priority;8;0;72
attr;596236;https://github.com/denis-ryzhkov/attr;5;2017-11-30;;;1;1;1;1;2;497;60;https://libraries.io/pypi/attr;8;0;13
simple-settings;595812;https://github.com/drgarcia1986/simple-settings;147;2020-05-14;5;76;1;26;26;82;12;129;15;https://libraries.io/pypi/simple-settings;12;3;23
marshmallow-jsonschema;595741;https://github.com/fuhrysteve/marshmallow-jsonschema;153;2020-08-01;3;;17;29;29;182;18;;;https://libraries.io/pypi/marshmallow-jsonschema;12;2;22
apns2;594469;https://github.com/Pr0Ger/PyAPNs2;224;2020-07-28;1;128;7;57;57;153;30;352;7;https://libraries.io/pypi/apns2;12;1;230
readability-lxml;594134;http://github.com/buriy/python-readability;1852;2020-08-02;1;261;23;60;60;235;;;;https://libraries.io/pypi/readability-lxml;15;13;189
pygpgme;593091;;;;;;;;;;;;;https://libraries.io/pypi/pygpgme;6;1;228
configspace;592953;https://github.com/automl/ConfigSpace;113;2020-06-17;11;100;30;54;54;88;21;;;https://libraries.io/pypi/ConfigSpace;13;2;49
django-hijack;592792;;;;;;;;;;;;;https://libraries.io/pypi/django-hijack;14;1;74
iso4217;592444;https://github.com/dahlia/iso4217;40;2020-08-10;;;1;4;4;1;2;;;https://libraries.io/pypi/iso4217;12;0;5
sparqlwrapper;592107;;;;;;;;;;;;;https://libraries.io/pypi/SPARQLWrapper;18;28;564
oslo-versionedobjects;591931;;;;;;;;;;;;;https://libraries.io/pypi/oslo.versionedobjects;11;15;269
pynliner;591916;;;;;;;;;;;;;https://libraries.io/pypi/pynliner;6;0;232
pip-api;591595;http://github.com/di/pip-api;38;2020-08-17;3;;5;17;17;4;4;;;https://libraries.io/pypi/pip-api;11;3;14
gin-config;591182;https://github.com/google/gin-config;975;2020-08-13;3;;22;27;27;34;9;886;21;https://libraries.io/pypi/gin-config;15;4;51
junos-eznc;591142;;;;;;;;;;;;;https://libraries.io/pypi/junos-eznc;17;5;141
edx-enterprise;591062;https://github.com/edx/edx-enterprise;24;2020-08-21;30;2;0;3;3;43;68;118;0;https://libraries.io/pypi/edx-enterprise;12;0;13
chainmap;590825;;;;;;;;;;;;;https://libraries.io/pypi/chainmap;10;7;33
django-enumfields;590219;https://github.com/hzdg/django-enumfields;138;2020-01-18;2;79;6;30;30;288;21;;;https://libraries.io/pypi/django-enumfields;16;4;100
optuna;589713;https://github.com/optuna/optuna;2902;2020-08-22;224;30;81;347;100;15;76;486;45;https://libraries.io/pypi/optuna;8;1;26
cybox;589359;https://github.com/CybOXProject/python-cybox;69;2020-05-01;19;63;47;211;99;54;14;;;https://libraries.io/pypi/cybox;13;2;82
lepl;589309;;;;;;;;;;;;;https://libraries.io/pypi/LEPL;7;1;132
ftputil;588231;;;;;;;;;;;;;https://libraries.io/pypi/ftputil;11;12;91
tika;588003;http://github.com/chrismattmann/tika-python;886;2020-06-02;6;112;3;200;100;36;49;687;25;https://libraries.io/pypi/tika;16;7;83
yaspin;587923;https://github.com/pavdmyt/yaspin;297;2020-08-19;9;68;6;14;14;76;7;265;63;https://libraries.io/pypi/yaspin;16;29;48
jupyterlab-launcher;586567;;;;;;;;;;;;;https://libraries.io/pypi/jupyterlab-launcher;9;0;127
yarn-api-client;586533;https://github.com/toidi/hadoop-yarn-api-python-client;86;2020-05-24;1;126;2;26;;;9;;;https://libraries.io/pypi/yarn-api-client;11;3;3
googledrivedownloader;585204;https://github.com/ndrplz/google-drive-downloader;148;2019-02-09;;;8;7;7;49;4;519;23;https://libraries.io/pypi/googledrivedownloader;11;0;7
django-select2;584159;https://github.com/codingjoe/django-select2;12;2020-05-28;175;1;3;0;;;;;;https://libraries.io/pypi/django-select2;13;3;30
python-status;583460;https://github.com/tomchristie/django-rest-framework)(DRF;;;;;;;;;;;;https://libraries.io/pypi/python-status;10;0;10
django-elasticsearch-dsl;583271;https://github.com/sabricot/django-elasticsearch-dsl;641;2020-07-05;4;81;69;120;;;32;941;4;https://libraries.io/pypi/django-elasticsearch-dsl;9;1;86
paramiko-expect;582695;https://github.com/fgimian/paramiko-expect;146;2018-07-22;;;18;25;25;134;3;44;1;https://libraries.io/pypi/paramiko-expect;11;1;4
os-testr;582081;;;;;;;;;;;;;https://libraries.io/pypi/os-testr;10;2;673
dask-ml;581983;https://github.com/dask/dask-ml;652;2020-08-20;19;;145;189;100;39;56;230;13;https://libraries.io/pypi/dask-ml;14;1;21
dogstatsd-python;581707;;;;;;;;;;;;;https://libraries.io/pypi/dogstatsd-python;6;0;341
marshmallow-objects;581585;https://github.com/sv-tools/marshmallow-objects;33;2020-08-17;5;29;0;23;23;76;5;;;https://libraries.io/pypi/marshmallow-objects;10;4;2
flask-basicauth;581569;https://github.com/jpvanhal/flask-basicauth;74;2016-10-20;;;10;0;;;6;1195;21;https://libraries.io/pypi/Flask-BasicAuth;12;0;83
flake8-colors;581487;https://github.com/and3rson/flake8-colors;9;2016-10-02;;;7;0;;;;;;https://libraries.io/pypi/flake8-colors;9;0;41
mozdebug;581132;;;;;;;;;;;;;https://libraries.io/pypi/mozdebug;7;0;77
python-bioformats;580937;;;;;;;;;;;;;https://libraries.io/pypi/python-bioformats;12;0;23
daemoniker;580757;https://github.com/Muterra/py_daemoniker;57;2017-05-19;1;;8;1;1;138;;;;https://libraries.io/pypi/daemoniker;5;0;3
publication;579528;https://github.com/glyph/publication;38;2019-01-15;;;3;3;3;68;3;;;https://libraries.io/pypi/publication;12;206;3
stix;579456;https://github.com/STIXProject/python-stix;196;2020-05-01;17;52;25;217;100;55;20;;;https://libraries.io/pypi/stix;14;4;99
djangorestframework-gis;578303;https://github.com/djangonauts/django-rest-framework-gis;770;2020-08-19;5;105;13;96;;;57;1141;20;https://libraries.io/pypi/djangorestframework-gis;14;2;376
dbt-core;577691;https://github.com/fishtown-analytics/dbt;1817;2020-08-21;76;27;222;1277;100;8;94;75;7;https://libraries.io/pypi/dbt-core;14;9;5
blaze;577663;http://github.com/blaze/blaze-tutorial;39;2015-01-22;;;;;;;;;;https://libraries.io/pypi/blaze;6;0;488
chalice;576918;https://github.com/aws/chalice;7129;2020-08-19;36;;213;635;100;29;107;720;21;https://libraries.io/pypi/chalice;17;10;126
pyquaternion;576524;;;;;;;;;;;;;https://libraries.io/pypi/pyquaternion;15;7;43
prokaryote;576332;https://github.com/CellProfiler/prokaryote;2;2020-07-20;3;80;3;13;13;74;5;;;https://libraries.io/pypi/prokaryote;11;0;6
sseclient;575605;https://github.com/btubbs/sseclient;63;2020-06-26;3;;6;16;16;162;19;683;59;https://libraries.io/pypi/sseclient;15;25;201
flake8-per-file-ignores;575118;https://github.com/snoack/flake8-per-file-ignores;48;2019-01-30;;;0;7;7;1;2;;;https://libraries.io/pypi/flake8-per-file-ignores;11;0;48
pylint-quotes;575067;https://github.com/edaniszewski/pylint-quotes;26;2019-01-29;;145;3;6;6;3;4;;;https://libraries.io/pypi/pylint-quotes;11;0;12
django-celery-monitor;575023;https://github.com/jezdez/django-celery-monitor;107;2018-01-03;1;;16;12;;;4;;;https://libraries.io/pypi/django_celery_monitor;11;0;0
frozen-flask;574630;https://github.com/Frozen-Flask/Frozen-Flask;649;2020-04-30;1;220;18;39;38;189;20;1542;28;https://libraries.io/pypi/Frozen-Flask;13;1;447
