package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs;libraries_io_url;sourcerank;dep_repos;dep_pkgs
warrant;775073;https://github.com/capless/warrant;348;2017-12-11;6;;38;39;39;37;12;195;21;https://libraries.io/pypi/warrant;12;2;74
halo;772903;https://github.com/manrajgrover/halo;2281;2020-08-01;11;;18;40;40;73;26;575;123;https://libraries.io/pypi/halo;18;54;113
p4python;772430;;;;;;;;;;;;;https://libraries.io/pypi/p4python;7;0;1
draftjs-exporter;772137;https://github.com/springload/draftjs_exporter;64;2020-07-18;10;45;2;44;44;92;10;;;https://libraries.io/pypi/draftjs-exporter;14;2;43
django-modelcluster;769943;https://github.com/wagtail/django-modelcluster;287;2020-05-26;3;99;20;35;35;79;21;1649;6;https://libraries.io/pypi/django-modelcluster;14;1;450
evergreen-py;769879;https://github.com/evergreen-ci/evergreen.py;1;2020-08-03;;;;;;;7;;;https://libraries.io/pypi/evergreen.py;10;1;2
databricks;769473;;;;;;;;;;;;;https://libraries.io/pypi/databricks;0;0;0
webdriver-manager;769210;https://github.com/SergeyPirogov/webdriver_manager;239;2020-08-20;6;37;0;80;80;64;14;;;https://libraries.io/pypi/webdriver-manager;15;28;53
mysql;767939;https://github.com/valhallasw/virtual-mysql-pypi-package;2;2018-10-02;;;0;1;1;1;;;;https://libraries.io/pypi/mysql;10;0;296
uwsgitop;767204;;;;;;;;;;;;;https://libraries.io/pypi/uwsgitop;7;0;88
django-tinymce;766067;https://github.com/aljosa/django-tinymce;905;2020-05-27;3;117;14;153;100;446;44;5394;65;https://libraries.io/pypi/django-tinymce;17;10;1500
globre;765731;http://github.com/metagriffin/globre;10;2016-10-29;;;3;0;;;3;;;https://libraries.io/pypi/globre;8;0;7
envtpl;764934;https://github.com/andreasjansson/envtpl;218;2018-02-04;;;3;13;13;93;6;;;https://libraries.io/pypi/envtpl;11;0;13
spinners;764722;https://github.com/manrajgrover/py-spinners;111;2020-02-19;2;;2;13;13;25;3;249;14;https://libraries.io/pypi/spinners;15;5;43
couchbase;764464;https://github.com/couchbase/couchbase-python-client;213;2020-07-30;8;;;;;;20;153;22;https://libraries.io/pypi/couchbase;15;6;155
checksumdir;764332;http://github.com/cakepietoast/checksumdir;38;2020-06-21;;332;0;6;6;191;7;;;https://libraries.io/pypi/checksumdir;17;12;57
deap;764007;https://github.com/soravux/scoop;460;2019-12-07;15;;31;40;40;81;8;143;6;https://libraries.io/pypi/deap;11;8;241
pykmip;760425;https://github.com/OpenKMIP/PyKMIP;140;2020-03-09;12;138;28;92;92;64;20;36;2;https://libraries.io/pypi/PyKMIP;12;0;24
autograd-gamma;760416;https://github.com/CamDavidsonPilon/autograd-gamma;13;2020-02-19;2;137;2;5;5;2;3;;;https://libraries.io/pypi/autograd-gamma;7;0;0
databricks-connect;760388;;;;;;;;;;;;;https://libraries.io/pypi/databricks-connect;5;1;1
rethinkdb;760210;https://github.com/RethinkDB/rethinkdb-python;44;2020-06-15;52;74;21;36;36;101;63;;;https://libraries.io/pypi/rethinkdb;16;15;441
persistent;759556;;;;;;;;;;;;;https://libraries.io/pypi/persistent;14;10;178
pyrouge;758100;https://github.com/noutenki/pyrouge;171;2019-05-01;;;14;12;;;8;481;2;https://libraries.io/pypi/pyrouge;11;0;88
aliyun-python-sdk-kms;757469;;;;;;;;;;;;;https://libraries.io/pypi/aliyun-python-sdk-kms;10;4;23
stemming;757448;;;;;;;;;;;;;https://libraries.io/pypi/stemming;5;0;108
rouge;755722;http://github.com/pltrdy/rouge;313;2020-07-21;1;208;4;24;24;84;9;;;https://libraries.io/pypi/rouge;12;1;21
varint;755684;http://github.com/fmoo/python-varint;22;2018-04-07;;;4;2;2;18;2;;;https://libraries.io/pypi/varint;12;1;11
patool;755673;;;;;;;;;;;;;https://libraries.io/pypi/patool;12;9;79
pip-licenses;752948;https://github.com/raimon49/pip-licenses;81;2020-08-02;10;27;6;21;21;22;10;;;https://libraries.io/pypi/pip-licenses;13;0;17
pandavro;752365;https://github.com/ynqa/pandavro;54;2020-07-28;2;;1;4;4;20;10;;;https://libraries.io/pypi/pandavro;12;1;1
django-configurations;752015;;;;;;;;;;;;;https://libraries.io/pypi/django-configurations;8;3;628
pytest-lazy-fixture;750924;https://github.com/tvorog/pytest-lazy-fixture;129;2020-02-01;1;109;11;19;19;8;7;;;https://libraries.io/pypi/pytest-lazy-fixture;12;0;31
flask-babelex;750007;http://github.com/mrjoes/flask-babelex;75;2020-02-07;;762;11;5;5;1;;;;https://libraries.io/pypi/Flask-BabelEx;16;41;595
backports-os;748053;https://github.com/pjdelport/backports.os;4;2017-10-13;;541;4;4;;;;;;https://libraries.io/pypi/backports.os;9;3;43
starkbank-ecdsa;746995;https://github.com/starkbank/ecdsa-python;22;2020-06-23;2;80;1;6;6;37;5;;;https://libraries.io/pypi/starkbank-ecdsa;12;4;1
osprofiler;746869;;;;;;;;;;;;;https://libraries.io/pypi/osprofiler;11;15;274
readline;746732;http://github.com/ludwigschwardt/python-readline;1;2015-10-01;;;1;0;;;;;;https://libraries.io/pypi/readline;10;3;987
gputil;746501;https://github.com/anderskm/gputil;597;2019-08-16;3;145;10;13;13;36;9;597;115;https://libraries.io/pypi/GPUtil;16;9;51
jobspy;745819;https://github.com/josiahcarlson/jobs;10;2019-06-04;;;1;1;1;1;2;;;https://libraries.io/pypi/jobspy;7;0;0
pyexcel;745601;https://github.com/pyexcel/pyexcel;830;2020-08-20;24;37;6;166;100;46;18;1431;53;https://libraries.io/pypi/pyexcel;16;15;278
vadersentiment;744303;https://github.com/cjhutto/vaderSentiment;2479;2020-05-22;1;2105;13;73;73;159;8;1676;20;https://libraries.io/pypi/vaderSentiment;15;3;143
multiaddr;744106;https://github.com/multiformats/py-multiaddr;20;2019-12-23;4;325;3;15;15;76;13;;;https://libraries.io/pypi/multiaddr;11;5;24
moderngl;742543;https://github.com/moderngl/moderngl;794;2020-07-06;46;25;18;268;100;43;30;111;25;https://libraries.io/pypi/moderngl;15;6;9
js2py;740823;https://github.com/PiotrDabkowski/Js2Py;1216;2020-04-25;3;;71;98;94;27;16;721;45;https://libraries.io/pypi/Js2Py;15;22;78
pytest-freezegun;740075;https://github.com/ktosiek/pytest-freezegun;109;2020-07-19;1;169;0;11;11;114;10;;;https://libraries.io/pypi/pytest-freezegun;11;0;30
dependency-injector;738724;https://github.com/ets-labs/python-dependency-injector;823;2020-08-21;20;;10;202;100;60;11;;;https://libraries.io/pypi/dependency-injector;16;8;5
yamlordereddictloader;738599;https://github.com/fmenabe/python-yamlordereddictloader;23;2018-05-16;;;0;7;7;30;2;;;https://libraries.io/pypi/yamlordereddictloader;10;0;42
pyarabic;738517;http://github.com/linuxscout/pyarabic;152;2020-08-03;1;;3;25;24;135;13;93;18;https://libraries.io/pypi/PyArabic;6;3;9
flatten-dict;737794;https://github.com/ianlini/flatten-dict;73;2020-08-09;1;192;2;11;11;101;7;;;https://libraries.io/pypi/flatten-dict;13;7;17
py2neo;737153;https://github.com/technige/py2neo;919;2020-08-21;24;92;25;659;100;87;19;;;https://libraries.io/pypi/py2neo;18;20;557
pyactiveresource;736934;;;;;;;;;;;;;https://libraries.io/pypi/pyactiveresource;13;3;63
gnureadline;736889;http://github.com/ludwigschwardt/python-gnureadline;68;2019-07-10;1;;2;38;38;269;5;8973;48;https://libraries.io/pypi/gnureadline;18;8;3680
oslo-cache;735723;;;;;;;;;;;;;https://libraries.io/pypi/oslo.cache;11;10;138
pytest-bdd;735516;https://github.com/pytest-dev/pytest-bdd;695;2020-07-01;6;;75;120;100;67;33;835;28;https://libraries.io/pypi/pytest-bdd;16;7;134
peppercorn;735079;https://github.com/Pylons/peppercorn;31;2018-08-24;;;0;6;5;182;8;;;https://libraries.io/pypi/peppercorn;11;71;689
aspy-refactor-imports;734947;https://github.com/asottile/aspy.refactor_imports;7;2020-05-27;;;0;5;5;21;7;;;https://libraries.io/pypi/aspy.refactor-imports;14;4;7
willow;734813;;;;;;;;;;;;;https://libraries.io/pypi/Willow;8;1;327
xdg;734593;https://github.com/srstevenson/xdg;41;2020-01-31;2;113;0;10;9;6;3;;;https://libraries.io/pypi/xdg;14;13;33
keystonemiddleware;733243;https://github.com/openstack/keystone;568;2020-08-21;167;;;;;;452;;;https://libraries.io/pypi/keystonemiddleware;14;38;756
python-geoip;732846;http://github.com/mitsuhiko/python-geoip;235;2014-02-21;;;10;1;1;126;;;;https://libraries.io/pypi/python-geoip;0;0;101
python-jsonrpc-server;731670;https://github.com/palantir/python-jsonrpc-server;50;2020-08-17;;68;8;8;8;140;8;3170;9;https://libraries.io/pypi/python-jsonrpc-server;15;5;66
pyzabbix;731209;http://github.com/lukecyca/pyzabbix;696;2020-05-26;1;327;1;84;84;76;24;401;19;https://libraries.io/pypi/pyzabbix;15;6;271
django-crontab;730675;https://github.com/kraiz/django-crontab;630;2018-05-14;1;;26;62;62;43;12;1671;4;https://libraries.io/pypi/django-crontab;12;1;207
flask-pymongo;729257;https://github.com/dcrosta/flask-pymongo;642;2020-06-30;2;;11;67;67;321;21;10991;39;https://libraries.io/pypi/Flask-PyMongo;12;10;1440
ifaddr;729043;https://github.com/pydron/ifaddr;33;2020-06-22;;;0;9;9;250;14;;;https://libraries.io/pypi/ifaddr;14;17;42
rarfile;728946;https://github.com/markokr/rarfile;150;2020-08-11;3;230;1;40;40;387;11;740;67;https://libraries.io/pypi/rarfile;15;26;260
keras-mxnet;728943;https://github.com/awslabs/keras-apache-mxnet;286;2020-07-03;144;25;45;66;66;46;;;;https://libraries.io/pypi/keras-mxnet;11;1;5
ipfshttpclient;728035;https://github.com/RichardLitt/standard-readme;3269;2020-07-24;3;;1;75;74;168;21;5;0;https://libraries.io/pypi/ipfshttpclient;8;10;19
python-ironicclient;727506;;;;;;;;;;;;;https://libraries.io/pypi/python-ironicclient;12;15;359
dfply;727425;https://github.com/kieferk/dfply;719;2019-01-18;7;;31;31;31;75;11;51;3;https://libraries.io/pypi/dfply;11;0;1
asset;727321;http://github.com/metagriffin/asset;1;2019-11-24;1;;0;1;1;31;2;;;https://libraries.io/pypi/asset;8;2;12
pyramid-tm;726760;;;;;;;;;;;;;https://libraries.io/pypi/pyramid-tm;9;4;16
lazy-import;725587;https://github.com/mnmelo/lazy_import;48;2018-01-25;;379;12;4;4;1;;;;https://libraries.io/pypi/lazy-import;0;0;1
py2-ipaddress;724936;https://github.com/kwi-dk/py2-ipaddress;0;2020-01-20;2;;0;0;;;3;;;https://libraries.io/pypi/py2-ipaddress;12;6;93
btrees;724401;https://github.com/zopefoundation/BTrees;51;2020-06-02;5;;20;46;46;20;16;437;63;https://libraries.io/pypi/BTrees;15;8;161
doc8;724389;https://github.com/pycqa/doc8;92;2020-08-18;2;;3;9;9;82;23;;;https://libraries.io/pypi/doc8;14;2;819
scrapy-splash;723458;https://github.com/scrapy-plugins/scrapy-splash;2343;2018-02-05;2;;40;173;100;256;15;984;12;https://libraries.io/pypi/scrapy-splash;12;2;122
eradicate;723343;https://github.com/myint/eradicate;104;2020-05-17;1;;8;8;8;177;5;;;https://libraries.io/pypi/eradicate;13;5;78
param;722237;;;;;;;;;;;;;https://libraries.io/pypi/param;15;8;68
cli-helpers;721914;https://github.com/dbcli/cli_helpers;53;2020-07-30;8;;2;5;5;78;10;;;https://libraries.io/pypi/cli-helpers;16;12;38
ffmpeg-quality-metrics;721223;https://github.com/slhck/ffmpeg-quality-metrics;56;2020-07-21;4;;2;9;9;55;3;;;https://libraries.io/pypi/ffmpeg-quality-metrics;10;0;0
click-help-colors;720545;https://github.com/r-m-n/click-help-colors;31;2020-03-13;1;;2;5;;;4;;;https://libraries.io/pypi/click-help-colors;12;9;14
scrapy-random-useragent;720378;https://github.com/cnu/scrapy-random-useragent;178;2016-06-11;;1033;6;1;1;358;3;;;https://libraries.io/pypi/scrapy-random-useragent;9;0;14
kazurator;719003;https://github.com/pseudomuto/kazurator;0;2017-01-30;;435;0;1;1;1;;;;https://libraries.io/pypi/kazurator;0;0;0
inquirer;717687;https://github.com/magmax/python-inquirer;384;2020-06-09;4;76;18;42;42;257;14;519;115;https://libraries.io/pypi/inquirer;18;42;102
logilab-common;717227;;;;;;;;;;;;;https://libraries.io/pypi/logilab-common;13;14;1140
unipath;716493;https://github.com/mikeorr/Unipath;489;2015-02-14;;;7;10;10;304;4;;;https://libraries.io/pypi/Unipath;16;4;1860
pyicu;715440;https://github.com/ovalhub/pyicu;118;2020-08-01;4;;1;96;96;67;16;1049;38;https://libraries.io/pypi/PyICU;13;0;143
html;715275;;;;;;;;;;;;;https://libraries.io/pypi/html;6;0;175
imagecodecs;711418;https://github.com/madler/zlib;2542;2017-01-15;3;;97;127;100;64;17;;;https://libraries.io/pypi/imagecodecs;6;0;1
bindep;711122;;;;;;;;;;;;;https://libraries.io/pypi/bindep;7;0;3
pydruid;710317;https://github.com/druid-io/pydruid;386;2020-07-15;3;;38;39;39;75;57;403;52;https://libraries.io/pypi/pydruid;16;4;270
abbyy;710074;https://github.com/samueltc/ABBYY;14;2020-03-19;;;0;2;2;16;3;;;https://libraries.io/pypi/ABBYY;6;0;2
redlock-py;709977;https://github.com/SPSCommerce/identity-service;;;;;;;;;;;;https://libraries.io/pypi/redlock-py;7;0;17
pysolar;709176;;;;;;;;;;;;;https://libraries.io/pypi/Pysolar;5;1;18
aiokafka;708630;;;;;;;;;;;;;https://libraries.io/pypi/aiokafka;9;8;61
python-barcode;708386;https://github.com/WhyNotHugo/python-barcode;192;2020-08-18;9;33;23;36;36;76;21;2808;9;https://libraries.io/pypi/python-barcode;12;3;64
omegaconf;706055;https://github.com/omry/omegaconf;248;2020-08-21;24;239;32;141;100;6;13;157;13;https://libraries.io/pypi/omegaconf;12;;4
pysha3;705993;https://github.com/tiran/pysha3;24;2017-10-20;2;;5;8;8;10;4;;;https://libraries.io/pypi/pysha3;13;14;611
hdfs3;704786;;;;;;;;;;;;;https://libraries.io/pypi/hdfs3;12;2;12
flake8-string-format;704631;https://github.com/xZise/flake8-string-format;16;2020-02-16;;;10;8;8;41;2;;;https://libraries.io/pypi/flake8-string-format;11;1;158
uhashring;704516;https://github.com/ultrabug/uhashring;96;2020-05-26;1;;0;4;4;101;5;;;https://libraries.io/pypi/uhashring;13;4;16
pytest-factoryboy;702682;https://github.com/pytest-dev/pytest-factoryboy;157;2019-10-21;1;;22;26;24;103;15;453;18;https://libraries.io/pypi/pytest-factoryboy;13;0;120
ratelimiter;701816;https://github.com/RazerM/ratelimiter;53;2018-01-11;;;3;4;4;29;;;;https://libraries.io/pypi/ratelimiter;9;0;12
ovs;701783;;;;;;;;;;;;;https://libraries.io/pypi/ovs;10;5;74
python-oauth2;701667;https://github.com/wndhydrnt/python-oauth2;124;2019-06-28;3;193;0;29;29;381;10;402;4;https://libraries.io/pypi/python-oauth2;14;0;85
dataset;699819;http://github.com/pudo/dataset;3857;2020-06-28;7;;7;223;100;144;62;;;https://libraries.io/pypi/dataset;18;16;514
pockets;699717;https://github.com/RobRuana/pockets;3;2019-11-02;1;;4;3;3;1;3;;;https://libraries.io/pypi/pockets;8;2;143
shopifyapi;699441;https://github.com/Shopify/shopify_python_api;564;2020-08-13;5;;64;152;100;170;68;205;7;https://libraries.io/pypi/ShopifyAPI;17;5;45
telethon;699174;https://github.com/LonamiWebs/Telethon;3875;2020-08-15;51;;58;1145;100;5;105;5328;36;https://libraries.io/pypi/Telethon;17;16;272
python-monkey-business;697741;https://github.com/theatlantic/python-monkey-business;7;2016-03-19;;;0;0;;;;;;https://libraries.io/pypi/python-monkey-business;8;0;37
jsbeautifier;697403;;;;;;;;;;;;;https://libraries.io/pypi/jsbeautifier;10;10;245
librabbitmq;696329;http://github.com/celery/librabbitmq;175;2020-04-18;2;169;28;68;68;389;28;436;31;https://libraries.io/pypi/librabbitmq;16;1;456
codacy-coverage;694539;https://github.com/codacy/python-codacy-coverage;49;2020-02-11;2;100;0;10;10;86;;;;https://libraries.io/pypi/codacy-coverage;16;6;255
pyminizip;694338;https://github.com/smihica/pyminizip;66;2019-01-11;;;14;5;5;288;6;100;8;https://libraries.io/pypi/pyminizip;11;0;10
cron-descriptor;693907;https://github.com/Salamek/cron-descriptor;63;2020-07-02;2;69;8;16;16;20;11;;;https://libraries.io/pypi/cron-descriptor;12;0;0
monthdelta;693460;;;;;;;;;;;;;https://libraries.io/pypi/MonthDelta;6;0;64
python-xlib;692555;https://github.com/python-xlib/python-xlib;242;2020-04-07;9;61;23;38;38;20;28;;;https://libraries.io/pypi/python-xlib;14;21;231
awesome-slugify;692543;https://github.com/dimka665/awesome-slugify;450;2017-01-20;1;2498;12;11;;;11;2309;85;https://libraries.io/pypi/awesome-slugify;15;31;1120
hmmlearn;692391;https://github.com/hmmlearn/hmmlearn;2015;2020-06-28;4;467;60;271;100;95;27;671;19;https://libraries.io/pypi/hmmlearn;14;1;103
pilkit;692382;https://github.com/fish2000/instakit;75;2020-03-10;5;;1;3;3;16;3;;;https://libraries.io/pypi/pilkit;16;6;647
pycadf;691931;;;;;;;;;;;;;https://libraries.io/pypi/pycadf;10;4;202
pygraphviz;691709;;;;;;;;;;;;;https://libraries.io/pypi/pygraphviz;12;26;1150
glmnet-py;691244;https://github.com/hanfang/glmnet_py;7;2017-03-30;;;2;0;;;;;;https://libraries.io/pypi/glmnet-py;5;0;0
sqlalchemy-stubs;690566;https://github.com/dropbox/sqlalchemy-stubs;282;2020-04-28;4;;40;26;26;35;18;121;12;https://libraries.io/pypi/sqlalchemy-stubs;11;0;14
web-py;689772;;;;;;;;;;;;;https://libraries.io/pypi/web.py;10;8;1110
waiting;688710;;;;;;;;;;;;;https://libraries.io/pypi/waiting;7;0;24
robotframework-pabot;688505;;;;;;;;;;;;;https://libraries.io/pypi/robotframework-pabot;11;1;17
eeweather;687381;http://github.com/openeemeter/eeweather;25;2020-04-30;8;46;4;9;9;31;6;;;https://libraries.io/pypi/eeweather;10;0;3
keyboard;686629;https://github.com/boppreh/keyboard;2024;2020-07-23;8;102;201;141;100;38;22;1612;66;https://libraries.io/pypi/keyboard;16;21;142
pep562;686510;https://github.com/facelessuser/pep562;6;2020-02-04;1;333;0;0;;;;;;https://libraries.io/pypi/pep562;7;1;1
winkerberos;686444;https://github.com/mongodb-labs/winkerberos;34;2019-06-25;1;;4;25;25;33;8;;;https://libraries.io/pypi/winkerberos;9;0;17
interpret-community;686130;https://github.com/interpretml/interpret-community;173;2020-08-13;24;8;17;22;22;42;18;;;https://libraries.io/pypi/interpret-community;10;0;0
pathvalidate;685540;https://github.com/thombashi/pathvalidate;56;2020-08-15;16;24;0;9;9;24;5;;;https://libraries.io/pypi/pathvalidate;16;16;41
django-money;685495;https://github.com/django-money/django-money;945;2020-06-11;8;89;32;227;100;60;77;841;17;https://libraries.io/pypi/django-money;15;5;184
pypyodbc;685423;https://github.com/jiangwen365/pypyodbc;165;2020-01-03;2;;55;12;12;233;16;476;16;https://libraries.io/pypi/pypyodbc;13;0;52
websocket;685357;;;;;;;;;;;;;https://libraries.io/pypi/websocket;6;1;111
vistir;684914;https://github.com/sarugaku/vistir;25;2020-05-20;18;32;1;62;62;3;8;;;https://libraries.io/pypi/vistir;14;4;36
pyowm;684491;https://github.com/csparpa/pyowm;592;2020-06-03;11;110;9;214;100;65;15;;;https://libraries.io/pypi/pyowm;17;0;421
nteract-scrapbook;684355;https://github.com/nteract/scrapbook;175;2020-08-18;7;;22;19;19;102;8;80;11;https://libraries.io/pypi/nteract-scrapbook;12;2;10
shippo;684218;;;;;;;;;;;;;https://libraries.io/pypi/shippo;7;0;6
flask-security;683916;https://github.com/mattupstate/flask-security;1520;2020-04-23;9;;127;385;100;81;115;4266;47;https://libraries.io/pypi/Flask-Security;16;1;1130
google-cloud-happybase;683442;https://github.com/googleapis/google-cloud-python-happybase;13;2019-03-18;1;66;3;19;19;136;10;;;https://libraries.io/pypi/google-cloud-happybase;12;0;45
sfmergeutility;683229;https://github.com/Azure/azure-cli-extensions;111;2020-08-22;34;;262;424;100;26;164;;;https://libraries.io/pypi/sfmergeutility;9;1;1
django-mathfilters;682490;https://github.com/dbrgn/django-mathfilters;126;2020-04-25;;;0;13;13;63;2;;;https://libraries.io/pypi/django-mathfilters;14;3;368
pyxlsb;679900;https://github.com/wwwiiilll/pyxlsb;41;2020-01-03;;327;4;17;;;2;;;https://libraries.io/pypi/pyxlsb;11;2;3
petname;679334;;;;;;;;;;;;;https://libraries.io/pypi/petname;7;0;106
django-nested-admin;677793;https://github.com/theatlantic/django-nested-admin;386;2020-08-17;6;26;24;122;100;96;20;604;16;https://libraries.io/pypi/django-nested-admin;15;1;108
django-autoslug;677084;;;;;;;;;;;;;https://libraries.io/pypi/django-autoslug;17;17;1600
repoze-who;676337;https://github.com/repoze/repoze.who;22;2020-06-03;;;3;9;9;110;20;;;https://libraries.io/pypi/repoze.who;9;2;575
tensorflowonspark;676078;https://github.com/yahoo/TensorFlowOnSpark;3554;2020-07-27;13;62;4;333;100;27;21;32;0;https://libraries.io/pypi/tensorflowonspark;15;0;5
python-language-server;674878;https://github.com/palantir/python-language-server;1997;2020-08-12;6;16;123;333;100;17;68;3647;35;https://libraries.io/pypi/python-language-server;17;11;135
python-barbicanclient;674105;https://github.com/openstack/barbican;201;2020-08-19;44;;;;;;185;;;https://libraries.io/pypi/python-barbicanclient;10;12;305
queueman;673998;https://github.com/ludeeus/queueman;0;2020-04-04;3;28;0;0;;;;;;https://libraries.io/pypi/queueman;7;1;0
python-louvain;673262;https://github.com/taynaud/python-louvain;485;2020-05-23;2;;10;42;42;153;17;803;51;https://libraries.io/pypi/python-louvain;16;8;98
shutilwhich;673240;http://github.com/mbr/shutilwhich;14;2016-10-13;;;0;1;1;1;2;;;https://libraries.io/pypi/shutilwhich;10;0;160
jinja2schema;672613;https://github.com/aromanovich/jinja2schema;59;2017-04-05;1;;6;1;1;11;4;;;https://libraries.io/pypi/jinja2schema;6;0;8
pip-shims;671963;https://github.com/sarugaku/pip-shims;8;2020-08-07;11;53;2;42;42;2;4;;;https://libraries.io/pypi/pip-shims;9;1;33
junitxml;670485;;;;;;;;;;;;;https://libraries.io/pypi/junitxml;6;0;112
ansi2html;669975;;;;;;;;;;;;;https://libraries.io/pypi/ansi2html;14;7;109
graphene-file-upload;668823;https://github.com/lmcgartland/graphene-file-upload;168;2018-11-20;2;218;8;19;19;23;5;;;https://libraries.io/pypi/graphene-file-upload;11;0;0
graphyte;668515;https://github.com/Jetsetter/graphyte;56;2019-06-19;1;248;2;5;5;3;4;;;https://libraries.io/pypi/graphyte;9;0;1
python-nmap;668276;;;;;;;;;;;;;https://libraries.io/pypi/python-nmap;8;0;464
nflx-genie-client;667958;;;;;;;;;;;;;https://libraries.io/pypi/nflx-genie-client;13;0;5
distribute;667910;;;;;;;;;;;;;https://libraries.io/pypi/distribute;13;71;7700
gspread-pandas;667848;https://github.com/aiguofer/gspread-pandas;192;2020-06-18;7;;3;34;34;43;8;;;https://libraries.io/pypi/gspread-pandas;11;1;1
libvirt-python;665408;;;;;;;;;;;;;https://libraries.io/pypi/libvirt-python;11;16;231
biplist;664489;;;;;;;;;;;;;https://libraries.io/pypi/biplist;9;2;322
django-dirtyfields;664169;http://github.com/romgar/django-dirtyfields;437;2020-04-12;3;;5;47;47;131;29;;;https://libraries.io/pypi/django-dirtyfields;14;2;94
sfctl;664068;https://github.com/Azure/service-fabric-cli;43;2020-05-15;3;68;29;42;;;21;9;1;https://libraries.io/pypi/sfctl;11;0;1
sphinxcontrib-napoleon;663862;;;;;;;;;;;;;https://libraries.io/pypi/sphinxcontrib-napoleon;9;3;2110
yamale;662687;https://github.com/23andMe/Yamale;236;2020-08-14;2;52;11;53;53;147;26;102;18;https://libraries.io/pypi/yamale;14;6;27
datarobot;662405;;;;;;;;;;;;;https://libraries.io/pypi/datarobot;6;0;2
autosemver;661423;https://github.com/david-caro/python-autosemver;2;2020-06-03;1;;4;10;10;9;4;;;https://libraries.io/pypi/autosemver;12;8;20
azure-functions;661340;;;;;;;;;;;;;https://libraries.io/pypi/azure-functions;9;9;50
binary;660571;https://github.com/ofek/binary;3;2018-02-03;;;0;0;;;;;;https://libraries.io/pypi/binary;8;0;2
password;660144;;;;;;;;;;;;;https://libraries.io/pypi/password;5;1;13
static3;659799;https://github.com/rmohr/static3;31;2016-05-10;;428;5;2;2;1;4;;;https://libraries.io/pypi/static3;13;0;4430
django-two-factor-auth;658542;https://github.com/Bouke/django-two-factor-auth;871;2020-08-20;6;82;49;175;100;43;53;282;4;https://libraries.io/pypi/django-two-factor-auth;15;1;92
fastjsonschema;657628;https://github.com/seznam/python-fastjsonschema;266;2020-08-17;5;;9;60;;;15;185;27;https://libraries.io/pypi/fastjsonschema;14;17;15
requests-oauth;655590;http://github.com/maraujop/requests-oauth;191;2012-06-21;;;13;20;20;42;7;116;21;https://libraries.io/pypi/requests-oauth;10;0;16
weakrefmethod;655443;http://github.com/twang817/weakrefmethod;3;2016-07-18;;;0;2;2;2;5;;;https://libraries.io/pypi/weakrefmethod;10;0;18
nose-progressive;654785;https://github.com/erikrose/nose-progressive;113;2018-11-27;1;;22;39;39;109;14;;;https://libraries.io/pypi/nose-progressive;0;0;125
formencode;654246;https://github.com/formencode/formencode;111;2017-03-16;7;;46;44;43;101;32;;;https://libraries.io/pypi/FormEncode;10;8;763
kaggle;653661;https://github.com/Kaggle/kaggle-api;3446;2020-03-16;4;;134;102;100;24;30;3178;27;https://libraries.io/pypi/kaggle;14;1;202
xattr;653562;http://github.com/xattr/xattr;111;2020-01-21;1;113;11;33;33;158;16;2739;43;https://libraries.io/pypi/xattr;14;10;849
editorconfig;653303;https://github.com/editorconfig/editorconfig-core;242;2019-10-22;5;219;9;19;;;22;;;https://libraries.io/pypi/EditorConfig;6;0;30
plaid-python;652905;https://github.com/plaid/plaid-python;184;2020-08-04;3;148;13;59;59;98;52;341;3;https://libraries.io/pypi/plaid-python;14;1;42
rules;651804;http://github.com/dfunckt/django-rules;1106;2020-01-17;1;157;14;73;72;77;19;476;17;https://libraries.io/pypi/rules;17;4;110
paver;651737;https://github.com/paver/paver;428;2020-07-15;4;;33;89;89;348;31;;;https://libraries.io/pypi/Paver;15;2;938
speedtest-cli;651541;https://github.com/sivel/speedtest-cli;9964;2019-08-22;3;103;34;535;100;3;9;5154;22;https://libraries.io/pypi/speedtest-cli;18;15;450
pyculiar;650573;https://github.com/wdm0006/pyculiarity;29;2016-02-25;;;;;;;;;;https://libraries.io/pypi/pyculiar;8;0;0
exchangelib;650384;https://github.com/ecederstrand/exchangelib;718;2020-08-12;31;52;16;693;100;8;38;214;19;https://libraries.io/pypi/exchangelib;16;8;33
spotify-tensorflow;649902;https://github.com/spotify/spotify-tensorflow;108;2020-07-17;9;26;11;59;59;55;17;;;https://libraries.io/pypi/spotify_tensorflow;11;0;0
cognite-logger;649764;;;;;;;;;;;;;https://libraries.io/pypi/cognite-logger;4;2;0
sqlitedict;649274;https://github.com/piskvorky/sqlitedict;545;2020-08-21;1;474;16;46;;;23;517;35;https://libraries.io/pypi/sqlitedict;16;9;121
plette;649181;https://github.com/sarugaku/plette;4;2019-10-19;2;;2;4;4;13;2;;;https://libraries.io/pypi/plette;8;0;4
unicode-slugify;648494;http://github.com/mozilla/unicode-slugify;293;2018-12-10;;;11;7;7;623;13;1419;23;https://libraries.io/pypi/unicode-slugify;11;3;322
df2gspread;646222;https://github.com/maybelinot/df2gspread;109;2019-11-15;1;;7;28;27;31;7;;;https://libraries.io/pypi/df2gspread;10;0;3
config;646010;;;;;;;;;;;;;https://libraries.io/pypi/config;10;4;605
