package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs;vulns;license
snaptime;317196;https://github.com/zartstrom/snaptime;9;2017-06-15;0;;2;0;;;;;;0;MIT License
wsgi-intercept;317181;https://github.com/cdent/wsgi-intercept;36;2020-12-23;2;;4;22;22;36;13;;;0;MIT License
django-push-notifications;317165;https://github.com/jazzband/django-push-notifications;1736;2021-03-21;3;182;111;254;100;85;75;;;0;MIT License
business-duration;316235;https://github.com/gnaneshwar441/business_duration;13;2020-04-02;0;;0;5;5;37;;;;0;License not found
quinn;315975;https://github.com/mrpowers/quinn;218;2021-02-09;2;1287;14;9;9;344;5;;;0;License not found
json-logging;315967;https://github.com/bobbui/json-logging-python;144;2021-03-16;3;47;6;37;37;25;14;141;9;0;Apache-2.0 License
constructs;315273;https://github.com/aws/constructs;93;2021-03-22;64;;2;10;10;20;17;4578;392;0;Apache-2.0 License
flask-injector;315204;https://github.com/alecthomas/flask_injector;220;2021-02-22;1;;7;33;33;86;10;498;9;0;BSD-3-Clause License
taskcluster;314659;https://github.com/taskcluster/taskcluster;126;2021-03-22;723;5;189;890;100;15;177;149;24;0;MPL-2.0 License
plaidml;314578;https://github.com/plaidml/plaidml;4054;2020-11-21;27;109;262;287;100;29;32;;;0;Apache-2.0 License
sparkmeasure;314265;https://github.com/lucacanali/sparkmeasure;369;2020-10-14;4;244;5;16;16;37;6;;;0;Apache-2.0 License
nylas;314261;https://github.com/nylas/nylas-python;68;2020-07-17;6;72;6;36;36;184;25;;;0;MIT License
tabledata;313440;https://github.com/thombashi/tabledata;3;2020-08-03;10;22;0;0;;;;;;0;MIT License
xss-utils;313273;https://github.com/edx/xss-utils;3;2021-03-17;1;159;0;0;;;13;;;0;AGPL-3.0 License
segtok;312665;https://github.com/fnl/segtok;142;2020-05-12;1;;3;17;17;74;4;;;0;MIT License
glog;312421;https://github.com/benley/python-glog;39;2020-06-22;0;;2;4;4;21;5;;;0;License not permissive (text)
python-dynamodb-lock;312358;https://github.com/mohankishore/python_dynamodb_lock;25;2019-05-12;3;;5;1;1;0;2;;;0;Apache License (text)
f5-icontrol-rest;312347;https://github.com/f5networks/f5-icontrol-rest-python;32;2020-09-14;;68;0;74;74;161;15;492;3;0;Apache-2.0 License
django-hashid-field;312307;https://github.com/nshafer/django-hashid-field;257;2021-03-15;4;;2;39;39;115;11;143;2;1;MIT License
robotframework-debuglibrary;312095;https://github.com/xyb/robotframework-debuglibrary;77;2020-07-19;1;117;6;32;32;122;15;;;0;License not permissive (text)
orionsdk;312090;https://github.com/solarwinds/orionsdk-python;134;2020-01-03;1;620;6;28;28;134;12;28;0;0;Apache-2.0 License
bigquery-schema-generator;311379;https://github.com/bxparks/bigquery-schema-generator;114;2021-03-10;5;61;4;24;24;16;8;16;2;0;Apache-2.0 License
flask-oidc;311204;https://github.com/puiterwijk/flask-oidc;111;2018-12-21;1;189;41;37;37;115;16;366;7;1;BSD-2-Clause License
django-versatileimagefield;311097;https://github.com/respondcreate/django-versatileimagefield;443;2020-05-05;5;;47;70;70;50;30;1110;17;0;MIT License
inject;310935;https://github.com/ivankorobkov/python-inject;444;2020-10-05;2;;9;36;36;60;22;242;37;0;Apache-2.0 License
loky;310898;https://github.com/joblib/loky;284;2021-01-08;8;;31;84;84;65;11;;;0;BSD-3-Clause License
marshmallow-jsonapi;310614;https://github.com/marshmallow-code/marshmallow-jsonapi;204;2021-03-22;8;;33;70;70;173;26;;;0;MIT License
ibmiotf;310475;https://github.com/ibm-watson-iot/iot-python;183;2020-10-16;9;;7;79;79;68;31;38;4;0;EPL-1.0 License
django-split-settings;310303;https://github.com/sobolevn/django-split-settings;687;2021-03-22;2;260;4;32;32;89;16;;;0;BSD-3-Clause License
django-admin-list-filter-dropdown;310247;https://github.com/mrts/django-admin-list-filter-dropdown;215;2019-10-14;0;411;1;12;12;106;7;295;3;0;MIT License
fbmessenger;310052;https://github.com/rehabstudio/fbmessenger;100;2020-05-19;2;73;8;28;28;15;9;;;0;License not permissive (text)
django-transaction-hooks;309891;https://github.com/carljm/django-transaction-hooks;108;2020-03-15;1;;1;13;13;2;8;;;0;BSD-3-Clause License
supermercado;309836;https://github.com/mapbox/supermercado;86;2020-10-14;1;390;9;13;13;201;9;88;12;0;MIT License
django-queryinspect;309823;https://github.com/dobarkod/django-queryinspect;532;2019-09-09;0;;2;11;11;290;12;;;0;License not found
easygui;309625;https://github.com/robertlugg/easygui;345;2021-01-27;3;464;72;60;57;72;15;;;0;BSD-3-Clause License
chargebee;309575;https://github.com/chargebee/chargebee-python;24;2021-01-19;2;;10;9;9;191;14;;;0;MIT License
rainbow-saddle;309553;https://github.com/flupke/rainbow-saddle;49;2018-01-15;0;;3;2;2;37;6;;;0;License not found
colcon-lcov-result;309455;https://github.com/colcon/colcon-lcov-result;2;2020-12-31;1;;4;8;8;55;4;;;0;Apache-2.0 License
playsound;309143;https://github.com/taylorsmarks/playsound;236;2017-06-29;0;;35;8;8;285;4;2987;85;0;MIT License
rasa-sdk;308772;https://github.com/rasahq/rasa-sdk;189;2021-03-18;37;17;24;134;100;32;53;;;0;Apache-2.0 License
sphinx-autoapi;308579;https://github.com/readthedocs/sphinx-autoapi;215;2021-03-20;9;;23;153;100;51;26;791;72;0;MIT License
transliterate;308408;https://github.com/barseghyanartur/transliterate;193;2020-02-25;1;;19;12;12;151;12;971;17;0;License not found
oic;308291;https://github.com/openidc/pyoidc;549;2021-03-15;23;110;49;242;100;50;46;211;23;2;Apache License (text)
expects;308227;https://github.com/jaimegildesagredo/expects;191;2020-06-05;5;;13;29;29;49;8;430;18;0;Apache License (text)
dialogflow;307922;https://github.com/googleapis/python-dialogflow;297;2021-03-10;2;78;18;137;100;66;23;29;0;0;Apache-2.0 License
aiosmtplib;307850;https://github.com/cole/aiosmtplib;200;2020-12-05;10;108;4;51;51;105;14;;;0;MIT License
pytils;307688;https://github.com/last-partizan/pytils;288;2018-10-22;1;;6;13;13;1063;8;;;0;MIT License
zope-i18nmessageid;307677;https://github.com/zopefoundation/zope.i18nmessageid;0;2020-10-28;;;1;6;6;3;24;;;0;License not permissive (text)
pycapnp;307561;https://github.com/capnproto/pycapnp;331;2020-12-16;8;;56;120;100;228;28;945;17;0;BSD-2-Clause License
gmplot;307461;https://github.com/gmplot/gmplot;671;2020-10-24;2;386;16;72;72;442;22;589;8;0;MIT License
help-tokens;306924;https://github.com/edx/help-tokens;2;2021-01-20;1;101;0;0;;;13;;;0;AGPL-3.0 License
django-notifications-hq;306920;https://github.com/django-notifications/django-notifications;1238;2020-07-23;3;263;42;131;100;146;49;1223;8;0;BSD-3-Clause License
flask-seasurf;306866;https://github.com/maxcountryman/flask-seasurf;165;2021-01-10;1;;7;36;34;162;27;;;0;License not permissive (text)
python-lzf;306711;https://github.com/teepark/python-lzf;18;2016-10-17;0;;2;4;4;41;;;;0;EPL (text)
numdifftools;306395;https://github.com/pbrod/numdifftools;140;2020-12-16;8;65;5;34;34;191;10;;;0;BSD-3-Clause License
pulsar-galaxy-lib;306298;https://github.com/galaxyproject/pulsar;30;2021-02-15;15;;53;52;50;124;21;;;0;Apache-2.0 License
flake8-coding;306150;https://github.com/tk0miya/flake8-coding;12;2019-06-16;0;;1;6;6;131;8;346;28;0;Apache-2.0 License
python-firebase;305551;https://github.com/ozgur/python-firebase;553;2020-04-13;1;;56;23;23;244;14;1496;21;0;MIT License
pyttsx3;305421;https://github.com/nateshmbhat/pyttsx3;639;2021-01-17;2;68;65;90;88;184;16;3737;84;0;GPL-3.0 License
pyvcloud;305249;https://github.com/vmware/pyvcloud;143;2021-03-10;15;;42;138;100;171;62;;;0;Apache License (text)
mesh-tensorflow;304954;https://github.com/tensorflow/mesh;936;2021-03-21;19;152;53;13;13;38;39;498;6;0;Apache-2.0 License
django-common-helpers;304824;https://github.com/tivix/django-common;214;2018-08-04;1;;4;13;13;145;16;;;0;MIT License
django-js-reverse;304401;https://github.com/ierror/django-js-reverse;502;2020-10-02;3;;14;26;26;126;30;525;16;1;MIT License
django-libsass;304237;https://github.com/torchbox/django-libsass;233;2020-08-16;0;321;2;24;24;139;11;;;0;License not permissive (text)
requests-credssp;304055;https://github.com/jborean93/requests-credssp;14;2020-08-14;0;166;1;4;4;104;2;;;0;MIT License
url-normalize;303985;https://github.com/niksite/url-normalize;64;2020-10-26;0;742;3;8;8;339;7;;;0;MIT License
rtslib-fb;303930;https://github.com/open-iscsi/rtslib-fb;55;2021-03-18;5;40;15;54;53;136;33;;;1;Apache-2.0 License
colorcet;303526;https://github.com/holoviz/colorcet;438;2021-01-17;1;80;4;19;19;129;10;791;55;0;EPL (text)
instaloader;302970;https://github.com/instaloader/instaloader;2673;2021-02-24;12;18;29;949;100;15;21;934;9;0;MIT License
nplusone;302960;https://github.com/jmcarp/nplusone;662;2018-08-02;1;;10;12;12;180;5;281;1;0;MIT License
redlock;302179;https://github.com/glasslion/redlock;150;2019-01-21;1;;4;2;2;110;9;220;7;0;MIT License
mail-parser;302088;https://github.com/spamscope/mail-parser;241;2021-03-17;9;24;4;55;55;87;14;154;11;0;Apache-2.0 License
unrar;301961;https://github.com/matiasb/python-unrar;57;2020-12-10;0;1042;10;2;2;182;7;;;0;GPL-3.0 License
flytekit;301899;https://github.com/flyteorg/flytekit;40;2021-03-18;16;4;;;;;31;24;11;0;Apache-2.0 License
janus;301787;https://github.com/aio-libs/janus;475;2021-03-22;6;132;3;26;26;118;15;292;49;0;Apache-2.0 License
typesentry;301697;https://github.com/h2oai/typesentry;15;2018-10-13;1;;4;7;7;2;;;;0;Apache-2.0 License
http;301691;https://github.com/franckcuny/http;2;2019-07-10;0;;1;0;;;2;;;0;MIT License
wordninja;301574;https://github.com/keredson/wordninja;358;2019-08-10;0;;6;5;5;309;2;126;12;0;MIT License
py-healthcheck;301191;https://github.com/ateliedocodigo/py-healthcheck;61;2020-08-28;2;75;3;4;4;5;13;106;7;0;MIT License
django-bitfield;301178;https://github.com/disqus/django-bitfield;343;2021-01-16;2;;12;33;33;557;36;158;9;0;Apache-2.0 License
sanic-jwt;301159;https://github.com/ahopkins/sanic-jwt;189;2021-01-05;10;69;15;98;98;54;17;896;38;0;MIT License
colcon-cd;301068;https://github.com/colcon/colcon-cd;3;2020-10-06;0;;1;1;1;0;;;;0;Apache-2.0 License
sockjs-tornado;300946;https://github.com/mrjoes/sockjs-tornado;854;2020-04-24;1;;32;40;40;127;32;1977;35;1;MIT License
s3contents;300597;https://github.com/danielfrg/s3contents;176;2021-02-03;1;;20;46;46;88;25;;;0;Apache-2.0 License
cloudbridge;300590;https://github.com/cloudve/cloudbridge;69;2021-02-21;28;168;36;97;97;152;24;23;3;0;MIT License
bdbag;300568;https://github.com/fair-research/bdbag;39;2021-03-04;5;86;5;19;19;139;9;40;7;0;Apache-2.0 License
zc-buildout;300437;https://github.com/buildout/buildout;509;2021-03-19;14;;115;201;100;145;78;;;0;MIT License (text)
pywfm;300244;https://github.com/jfloff/pywfm;246;2019-03-12;0;;5;17;17;40;4;;;0;MIT License
sceptre;300225;https://github.com/sceptre/sceptre;1160;2020-12-23;17;;101;433;100;68;58;120;5;1;Apache License (text)
localstack-ext;300200;https://github.com/localstack/localstack;29225;2021-03-22;34;57;248;2077;100;5;330;118;1;0;Apache License (text)
fs-s3fs;300162;https://github.com/pyfilesystem/s3fs;113;2019-08-14;1;133;26;27;27;31;5;127;14;0;MIT License
sendgrid-django;300144;https://github.com/elbuo8/sendgrid-django;205;2020-01-23;1;;22;25;25;111;19;569;0;0;MIT License
beautifultable;299993;https://github.com/pri22296/beautifultable;110;2021-01-19;2;;23;65;65;120;6;;;0;MIT License
logdna;299980;https://github.com/logdna/python;32;2021-03-09;2;54;4;18;18;50;17;60;3;0;MIT License
pyeventsystem;299386;https://github.com/cloudve/pyeventsystem;1;2019-02-18;2;;2;0;;;2;;;0;MIT License
yaql;299312;https://github.com/openstack/yaql;104;2021-02-01;3;;;;;;36;;;0;Apache-2.0 License
pytest-flakes;299010;https://github.com/asmeurer/pytest-flakes;40;2020-11-28;0;;1;17;17;184;9;;;0;MIT License
sinon;298907;https://github.com/note35/sinon;12;2020-06-22;3;228;19;18;18;17;3;;;0;BSD-2-Clause License
prometheus-async;298904;https://github.com/hynek/prometheus-async;89;2021-02-11;2;;3;2;2;51;6;9901;7;0;Apache-2.0 License
galaxy-sequence-utils;298802;https://github.com/galaxyproject/sequence_utils;5;2020-02-18;1;283;0;9;9;7;10;;;0;EPL (text)
iniparse;298538;https://github.com/candlepin/python-iniparse;5;2020-01-29;3;;1;4;4;218;10;815;32;0;Python Software Foundation (text)
websockify;298503;https://github.com/novnc/websockify;2710;2021-03-22;7;338;27;248;100;43;69;368;9;0;LGPL-3.0 License
django-simple-captcha;298278;https://github.com/mbi/django-simple-captcha;1151;2021-03-19;3;;27;85;82;63;49;3675;33;0;MIT License
gitlint;298200;https://github.com/jorisroovers/gitlint;405;2021-03-11;5;92;22;67;67;118;26;305;4;0;MIT License
dictobj;297683;https://github.com/grimwm/py-dictobj;5;2016-04-14;0;;1;0;;;3;;;0;Apache-2.0 License
geotext;297442;https://github.com/elyase/geotext;91;2020-03-08;0;;13;6;6;255;6;141;2;0;MIT License
scikit-spark;297274;https://github.com/scikit-spark/scikit-spark;7;2020-02-24;3;144;0;1;1;0;2;;;0;Apache-2.0 License
python-gettext;296968;https://github.com/hannosch/python-gettext;4;2020-01-31;0;;1;5;4;593;4;;;0;BSD-2-Clause License
django-ratelimit-backend;296916;https://github.com/brutasse/django-ratelimit-backend;163;2019-05-08;1;;7;8;8;141;15;;;0;BSD-3-Clause License
rasa;296582;https://github.com/rasahq/rasa;11020;2021-03-22;482;5;527;4585;100;17;413;;;1;Apache-2.0 License
circuitbreaker;296494;https://github.com/fabfuel/circuitbreaker;198;2021-01-23;1;267;1;5;5;183;7;;;0;License not permissive (text)
scales;296417;https://github.com/cue/scales;927;2015-02-28;1;;10;7;7;81;20;;;0;Apache-2.0 License
flask-uuid;296083;https://github.com/wbolster/flask-uuid;41;2020-06-16;0;;0;2;2;224;4;;;0;License not permissive (text)
django-colorful;296013;https://github.com/charettes/django-colorful;164;2020-09-21;0;;5;22;22;91;13;;;0;MIT License
edx-i18n-tools;295536;https://github.com/edx/i18n-tools;22;2021-02-17;2;73;9;11;10;17;29;;;0;Apache-2.0 License
aiodataloader;295376;https://github.com/syrusakbary/aiodataloader;161;2020-10-19;0;;5;2;2;743;5;;;0;MIT License
circus;295327;https://github.com/circus-tent/circus;1466;2020-10-09;27;104;127;473;100;256;138;;;0;Apache License (text)
aiosqlite;295215;https://github.com/omnilib/aiosqlite;414;2021-03-20;5;;5;41;41;49;21;;;0;MIT License
kerberos;295132;https://github.com/apple/ccs-pykerberos;83;2021-01-09;3;338;10;57;57;253;10;216;37;0;Apache-2.0 License
smartypants;294970;https://github.com/leohemsted/smartypants.py;14;2017-12-24;;;6;1;1;1;3;;;0;License not permissive (text)
flake8-tuple;294636;https://github.com/ar4s/flake8_tuple;21;2020-11-15;0;;1;19;19;29;8;;;0;BSD-3-Clause License
cloudauthz;294501;https://github.com/galaxyproject/cloudauthz;3;2019-06-30;2;161;0;1;1;50;4;;;0;MIT License
pytest-doctestplus;294311;https://github.com/astropy/pytest-doctestplus;27;2021-03-09;18;91;29;46;46;142;34;;;0;BSD-3-Clause License
isa-rwval;294194;https://github.com/isa-tools/isa-rwval;1;2021-02-26;56;413;3;6;6;20;16;;;0;EPL (text)
you-get;293963;https://github.com/soimort/you-get;39532;2021-03-08;23;21;;;;;201;;;0;MIT License (text)
ndjson;293844;https://github.com/rhgrant10/ndjson;42;2020-02-25;0;;1;2;2;40;4;;;0;LGPL (text)
flask-mongoalchemy;293742;https://github.com/cobrateam/flask-mongoalchemy;204;2017-09-01;2;197;16;28;27;60;9;;;0;BSD-2-Clause License
traits;293411;https://github.com/enthought/traits;277;2021-03-19;25;100;194;403;100;27;58;914;71;0;License not permissive (text)
pytest-cover;292978;https://github.com/ionelmc/pytest-cover;5;2015-07-08;3;;0;2;2;3;10;;;0;MIT License
django-pandas;292821;https://github.com/chrisdev/django-pandas;662;2021-02-10;2;;19;53;52;194;23;826;6;0;BSD-3-Clause License
libconf;292664;https://github.com/grk0/python-libconf;16;2019-11-21;0;;3;12;12;39;2;;;0;MIT License
celery-once;292530;https://github.com/cameronmaske/celery-once;534;2019-11-15;1;375;23;32;32;294;15;;;0;BSD-2-Clause License
colcon-zsh;292418;https://github.com/colcon/colcon-zsh;1;2020-10-23;0;;0;1;1;0;2;;;0;Apache-2.0 License
zodbpickle;292308;https://github.com/zopefoundation/zodbpickle;14;2020-10-28;1;;6;24;24;194;12;;;0;Python Software Foundation (text)
mnemonic;291855;https://github.com/trezor/python-mnemonic;370;2020-06-18;1;;1;30;30;202;22;820;91;0;MIT License
mattermostwrapper;291528;https://github.com/btotharye/mattermostwrapper;4;2020-02-18;1;683;0;3;3;613;2;;;0;MIT License
tslearn;291482;https://github.com/tslearn-team/tslearn;1516;2021-01-25;34;44;59;167;100;59;25;198;12;0;BSD-2-Clause License
sdnotify;291444;https://github.com/bb4242/sdnotify;63;2017-08-02;0;630;1;3;3;8;2;215;21;0;MIT License
sqlalchemy-diff;291440;https://github.com/gianchub/sqlalchemy-diff;15;2021-03-03;0;327;6;1;1;318;6;;;0;Apache License (text)
pypom;291363;https://github.com/mozilla/pypom;128;2019-09-06;3;;3;9;9;21;12;;;0;MPL-2.0 License
eliot;291265;https://github.com/itamarst/eliot;876;2020-12-15;13;94;102;189;100;76;10;103;21;0;Apache-2.0 License
django-s3-storage;291106;https://github.com/etianen/django-s3-storage;321;2021-03-04;2;;9;67;66;77;26;342;0;0;License not permissive (text)
dumper;291094;https://github.com/jric/dumper.py;13;2019-02-05;;;0;1;1;962;;;;0;BSD-3-Clause License
wtforms-json;290633;https://github.com/kvesteri/wtforms-json;130;2017-08-21;1;;10;22;22;59;13;;;0;License not permissive (text)
pyecharts;290624;https://github.com/pyecharts/pyecharts;10733;2021-01-19;33;;28;1362;100;14;29;1473;59;0;MIT License
pretend;290548;https://github.com/alex/pretend;195;2019-09-12;0;;2;4;4;5;8;;;0;License not permissive (text)
office365-rest-python-client;290526;https://github.com/vgrem/office365-rest-python-client;289;2021-02-09;6;98;60;189;100;26;22;60;6;0;MIT License
contentful;290378;https://github.com/contentful/contentful.py;28;2020-07-17;;;6;16;16;23;12;;;0;MIT License
pyutilib;290162;https://github.com/pyutilib/pyutilib;25;2020-08-11;12;28;28;13;13;152;10;;;0;License not permissive (text)
domain2idna;289893;https://github.com/pyfunceble/domain2idna;2;2020-07-09;2;151;0;2;2;2;;;;0;MIT License
requests-aws;289844;https://github.com/tax/python-requests-aws;113;2015-08-24;0;;3;4;4;2;9;;;0;License not permissive (text)
jupyterthemes;289607;https://github.com/dunovank/jupyter-themes;8285;2021-02-15;7;;180;189;100;44;25;1933;6;0;MIT License
gluoncv;289243;https://github.com/dmlc/gluon-cv;4622;2021-03-14;22;112;365;378;100;16;110;402;43;0;Apache-2.0 License
flyteidl;289199;https://github.com/flyteorg/flyteidl;14;2021-03-19;5;8;;;;;23;;;0;Apache-2.0 License
django-wkhtmltopdf;288806;https://github.com/incuna/django-wkhtmltopdf;275;2020-01-17;2;;23;78;78;179;36;416;6;0;BSD-2-Clause License
lyricwikia;288703;https://github.com/enricobacis/lyricwikia;37;2020-03-09;0;338;1;6;6;89;5;;;0;MIT License
teradata;288645;https://github.com/teradata/pytd;106;2018-01-18;1;;47;66;66;29;5;;;0;MIT License (text)
qdarkstyle;288314;https://github.com/colinduquesnoy/qdarkstylesheet;1720;2020-03-23;5;101;46;163;100;69;22;6982;65;0;License not permissive (text)
tox-battery;288204;https://github.com/signalpillar/tox-battery;26;2020-05-27;0;384;7;10;10;51;4;;;0;MIT License
infi-clickhouse-orm;287969;https://github.com/infinidat/infi.clickhouse_orm;262;2020-12-14;;;28;81;81;99;19;;;0;BSD-3-Clause License
tensor2tensor;287941;https://github.com/tensorflow/tensor2tensor;11064;2021-03-05;96;18;548;664;100;33;217;902;26;0;Apache-2.0 License
spotdl;287865;https://github.com/spotdl/spotify-downloader;5239;2021-03-19;21;50;10;811;100;10;74;;;0;MIT License
