package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs;vulns;license
python-nvd3;1513768;https://github.com/areski/python-nvd3;641;2020-10-29;7;;20;58;58;155;45;1059;12;0;MIT License (text)
jupyter-latex-envs;1512144;https://github.com/jfbercher/jupyter_latex_envs;93;2018-12-02;3;;31;11;11;22;7;;;0;Modified BSD License (text)
ansible-tower-cli;1504519;https://github.com/ansible/tower-cli;367;2020-09-16;10;86;111;267;100;75;39;;;0;Apache-2.0 License
xhtml2pdf;1504373;https://github.com/xhtml2pdf/xhtml2pdf;1766;2021-03-19;8;224;101;183;100;185;113;4443;53;0;Apache-2.0 License
vulture;1504178;https://github.com/jendrikseipp/vulture;1210;2021-01-21;14;37;10;131;100;41;23;819;44;0;MIT License
gspread-dataframe;1502857;https://github.com/robin900/gspread-dataframe;119;2021-02-03;1;;1;23;23;24;3;645;15;0;MIT License
leather;1497929;https://github.com/wireservice/leather;290;2020-07-07;2;;7;81;81;366;6;;;0;MIT License
agate;1497559;https://github.com/wireservice/agate;1033;2021-03-10;16;;45;588;100;155;42;501;15;0;MIT License
superlance;1496297;https://github.com/supervisor/superlance;416;2020-02-09;2;;17;31;31;137;30;36;7;0;License not permissive (text)
pyspark-stubs;1493138;https://github.com/zero323/pyspark-stubs;98;2021-01-21;;52;0;152;100;26;14;271;2;0;Apache-2.0 License
pytest-pylint;1488996;https://github.com/carsongee/pytest-pylint;62;2021-01-23;2;86;5;42;42;70;19;1565;108;0;MIT License
sphinxcontrib-httpdomain;1487552;https://github.com/sphinx-contrib/httpdomain;43;2021-03-10;5;;15;7;7;92;42;;;0;License not permissive (text)
base64io;1483696;https://github.com/aws/base64io-python;28;2020-08-24;2;1105;2;6;6;177;7;;;0;Apache-2.0 License
nox;1482820;https://github.com/theacodes/nox;509;2021-03-12;5;41;32;164;100;119;50;393;94;0;Apache-2.0 License
aws-encryption-sdk-cli;1481564;https://github.com/aws/aws-encryption-sdk-cli;58;2021-02-26;7;251;26;82;82;22;14;;;1;Apache-2.0 License
feather-format;1478706;https://github.com/wesm/feather;2435;2021-02-04;2;188;4;251;100;387;29;1397;42;0;Apache-2.0 License
pydotplus;1478034;https://github.com/carlos-jenkins/pydotplus;63;2014-12-09;0;;16;1;1;482;6;;;0;MIT License
python-rapidjson;1477790;https://github.com/python-rapidjson/python-rapidjson;417;2020-12-13;9;;8;86;86;84;17;950;83;0;MIT License (text)
elasticsearch-curator;1476995;https://github.com/elastic/curator;2800;2021-02-16;18;26;140;732;100;37;120;116;4;0;Apache License (text)
markuppy;1476164;https://github.com/tylerbakke/markuppy;6;2017-11-13;0;;3;0;;;;3009;14;0;MIT License
rpyc;1475884;https://github.com/tomerfiliba-org/rpyc;985;2021-03-10;5;137;44;293;100;61;53;743;75;1;License not permissive (text)
newlinejson;1475442;https://github.com/geowurster/newlinejson;11;2016-06-06;1;566;5;35;35;14;;;;0;License not permissive (text)
torchtext;1474950;https://github.com/pytorch/text;2692;2021-03-17;15;71;220;318;100;13;103;3918;78;0;BSD-3-Clause License
django-otp;1473690;https://github.com/django-otp/django-otp;164;2020-10-23;10;;13;26;26;3;25;750;32;0;BSD-2-Clause License
setoptconf;1469316;https://github.com/jayclassless/setoptconf;3;2014-03-22;0;1307;1;0;;;;;;0;MIT License
snuggs;1466066;https://github.com/mapbox/snuggs;15;2019-10-07;0;;0;18;18;76;5;;;0;MIT License
neobolt;1465689;https://github.com/neo4j-drivers/neobolt;7;2019-06-03;;;;;;;;;;0;Apache-2.0 License
pytest-randomly;1463856;https://github.com/pytest-dev/pytest-randomly;284;2021-03-19;5;;7;29;29;76;14;;;0;MIT License
django-health-check;1463336;https://github.com/kristianoellegaard/django-health-check;632;2021-02-22;2;58;6;86;86;96;53;;;0;MIT License
django-ratelimit;1460344;https://github.com/jsocol/django-ratelimit;721;2021-02-11;2;;9;101;100;137;35;711;12;0;Apache License (text)
jupyter-contrib-core;1456741;https://github.com/jupyter-contrib/jupyter_contrib_core;2;2017-08-31;0;;0;1;1;2;2;;;0;Modified BSD License (text)
requirements-detector;1453421;https://github.com/landscapeio/requirements-detector;33;2020-05-29;1;;4;10;10;305;7;1199;5;0;MIT License
filetype;1450275;https://github.com/h2non/filetype.py;277;2021-02-02;;;27;29;29;153;22;1092;97;0;MIT License
check-manifest;1448330;https://github.com/mgedmin/check-manifest;222;2021-01-27;5;;14;70;70;39;18;;;0;MIT License
wordsegment;1445630;https://github.com/grantjenks/python-wordsegment;261;2018-07-07;1;;5;18;18;64;3;;;0;Apache License (text)
google-cloud-ndb;1443968;https://github.com/googleapis/python-ndb;121;2021-03-09;18;29;12;232;100;18;30;345;9;0;Apache-2.0 License
jupyter-contrib-nbextensions;1443905;https://github.com/ipython-contrib/jupyter_contrib_nbextensions;4538;2019-09-07;27;165;296;446;100;53;102;;;0;License not permissive (text)
google-crc32c;1439980;https://github.com/googleapis/python-crc32c;4;2021-01-20;3;121;4;18;18;75;8;;;0;Apache-2.0 License
djangorestframework-csv;1431694;https://github.com/mjumbewu/django-rest-framework-csv;278;2019-05-16;1;332;23;25;25;216;26;760;17;0;BSD-2-Clause License
dateutils;1428403;https://github.com/jmcantrell/python-dateutils;12;2020-10-23;0;;0;2;2;2040;7;;;0;0BSD License
crayons;1424553;https://github.com/masterodin/crayons;409;2020-08-26;1;253;2;10;10;337;10;3396;170;0;MIT License
googletrans;1421900;https://github.com/ssut/py-googletrans;2341;2021-03-10;1;1058;17;190;100;77;25;13054;97;0;MIT License
pytest-variables;1420096;https://github.com/pytest-dev/pytest-variables;55;2019-10-23;1;;0;9;9;83;12;;;0;License not permissive (text)
biopython;1419122;https://github.com/biopython/biopython;2642;2021-03-22;102;;324;869;100;16;281;5624;1046;0;License not permissive (text)
simpleitk;1417865;https://github.com/simpleitk/simpleitk;458;2021-03-19;61;82;45;350;100;18;35;;;0;Apache-2.0 License
json-log-formatter;1413428;https://github.com/marselester/json-log-formatter;50;2020-02-08;0;406;2;4;4;5;4;215;13;0;MIT License
google-api-helper;1412646;https://github.com/r00tat/google-api-helper;5;2019-04-23;0;174;0;1;1;27;2;;;0;GPL-3.0 License
channels-redis;1412216;https://github.com/django/channels_redis;360;2021-03-04;3;;23;129;100;38;38;;;1;BSD-3-Clause License
robotframework-requests;1399673;https://github.com/marketsquare/robotframework-requests;345;2021-03-19;5;140;23;147;100;120;37;762;22;0;MIT License
django-anymail;1397998;https://github.com/anymail/django-anymail;1111;2021-03-10;12;40;1;158;100;29;42;3341;13;2;BSD 3-Clause License (text)
h3;1396490;https://github.com/uber/h3-py;356;2021-03-03;4;67;25;66;66;93;15;127;13;0;Apache-2.0 License
restructuredtext-lint;1395416;https://github.com/twolfson/restructuredtext-lint;139;2020-11-24;2;;5;35;35;59;13;;;0;Unlicense License
trollius;1395120;https://github.com/jamadden/trollius;187;2019-07-29;21;166;5;5;5;220;;819;61;0;Apache-2.0 License
ansicolors;1393999;https://github.com/jonathaneunice/colors;29;2017-06-02;0;;;;;;;;;0;ISC License
jaeger-client;1392216;https://github.com/jaegertracing/jaeger-client-python;355;2021-01-07;3;54;44;63;63;74;45;1002;50;0;Apache-2.0 License
pandas-profiling;1390586;https://github.com/pandas-profiling/pandas-profiling;6963;2021-03-14;12;59;70;374;100;24;61;3340;70;0;MIT License
jupyter-highlight-selected-word;1389823;https://github.com/jcb91/jupyter_highlight_selected_word;52;2018-06-10;1;;13;10;10;7;3;;;0;Modified BSD License (text)
cov-core;1389298;https://github.com/schlamar/cov-core;0;2014-11-22;0;;;;;;4;;;0;MIT License
mpld3;1387589;https://github.com/mpld3/mpld3;2031;2021-01-09;9;;195;133;100;58;45;10;1;0;BSD-3-Clause License
wasmer;1385139;https://github.com/wasmerio/wasmer-python;1134;2021-03-02;37;43;13;44;44;110;9;;;0;MIT License
pytest-aiohttp;1384790;https://github.com/aio-libs/pytest-aiohttp;85;2019-12-11;0;285;4;8;8;43;5;1686;139;0;Apache-2.0 License
django-bootstrap4;1380982;https://github.com/zostera/django-bootstrap4;882;2021-03-15;19;79;26;112;100;78;114;40849;36;0;BSD-3-Clause License
junitparser;1379524;https://github.com/weiwei/junitparser;58;2021-01-11;2;;5;25;25;45;17;;;0;Apache License (text)
flask-session;1378009;https://github.com/fengsp/flask-session;344;2020-05-14;0;;46;35;35;157;6;14212;56;0;License not permissive (text)
pyfcm;1376536;https://github.com/olucurious/pyfcm;675;2020-12-17;4;33;34;108;100;21;33;;;0;MIT License
easydict;1373615;https://github.com/makinacorpus/easydict;166;2021-02-28;0;362;15;2;2;0;7;5520;102;0;LGPL-3.0 License
flask-apispec;1373385;https://github.com/jmcarp/flask-apispec;527;2020-10-25;3;;76;61;61;107;26;443;8;0;MIT License
impyla;1371430;https://github.com/cloudera/impyla;625;2021-03-17;4;;143;142;100;132;49;459;24;0;Apache-2.0 License
pyahocorasick;1369445;https://github.com/wojciechmula/pyahocorasick;594;2021-01-26;4;;33;67;67;204;18;484;46;0;BSD-3-Clause License
flask-graphql;1359603;https://github.com/graphql-python/flask-graphql;1190;2020-08-07;1;314;28;21;21;180;14;1665;31;0;MIT License
teamcity-messages;1358306;https://github.com/jetbrains/teamcity-messages;121;2020-12-30;5;154;40;87;87;101;28;406;18;0;Apache-2.0 License
jinjasql;1351071;https://github.com/sripathikrishnan/jinjasql;529;2020-06-03;1;322;4;18;18;191;6;;;0;MIT License
pandasql;1339979;https://github.com/yhat/pandasql;955;2017-02-01;1;;40;23;22;85;12;650;25;0;MIT License
django-ckeditor;1336866;https://github.com/django-ckeditor/django-ckeditor;1880;2021-03-15;5;;80;377;100;147;95;13251;94;0;License not permissive (text)
pytest-remotedata;1336773;https://github.com/astropy/pytest-remotedata;8;2021-03-09;14;;9;18;18;59;29;;;0;BSD-3-Clause License
utils;1335668;https://github.com/haaksmash/pyutils;13;2020-02-08;1;;0;7;7;134;5;2082;18;0;LGPL-3.0 License
urlobject;1334062;https://github.com/zacharyvoase/urlobject;181;2020-11-30;1;;3;19;19;57;9;;;0;Unlicense License
category-encoders;1333571;https://github.com/scikit-learn-contrib/category_encoders;1611;2020-07-31;10;97;66;135;100;38;24;;;0;BSD-3-Clause License
protorpc;1331705;https://github.com/google/protorpc;64;2017-11-01;3;;10;7;7;25;12;;;0;Apache-2.0 License
mypy-protobuf;1328846;https://github.com/dropbox/mypy-protobuf;337;2021-02-25;6;;10;58;58;81;27;170;30;0;Apache-2.0 License
hacking;1326514;https://github.com/openstack/hacking;214;2021-02-25;10;;;;;;134;;;0;Apache-2.0 License
graypy;1325804;https://github.com/severb/graypy;211;2020-07-25;3;;11;40;40;150;33;287;17;0;BSD-3-Clause License
xmlrunner;1325393;https://github.com/pycontribs/xmlrunner;0;2015-09-06;1;;3;4;4;409;;;;0;LGPL-3.0 License
diff-cover;1323644;https://github.com/bachmann1234/diff_cover;392;2021-03-11;8;24;33;62;62;67;43;;;0;Apache-2.0 License
django-grappelli;1321679;https://github.com/sehmaschine/django-grappelli;3008;2021-02-03;13;;16;638;100;46;62;3929;47;0;License not permissive (text)
django-tables2;1321455;https://github.com/jieter/django-tables2;1364;2021-02-27;10;;45;463;100;14;124;3750;48;0;License not permissive (text)
xvfbwrapper;1319556;https://github.com/cgoldberg/xvfbwrapper;209;2019-09-22;1;;6;12;11;84;11;;;0;MIT License (text)
pywinauto;1318909;https://github.com/pywinauto/pywinauto;2701;2021-03-15;42;64;315;407;100;40;68;721;38;0;BSD-3-Clause License
onnxruntime;1316963;https://github.com/microsoft/onnxruntime;4350;2021-03-22;160;33;255;1578;100;6;266;1041;93;0;MIT License
pyhcl;1313687;https://github.com/virtuald/pyhcl;260;2020-06-04;1;;5;33;33;85;14;263;56;0;MPL-2.0 License
objgraph;1310970;https://github.com/mgedmin/objgraph;542;2021-01-18;4;121;11;14;14;47;15;758;51;0;MIT License
django-guardian;1307132;https://github.com/django-guardian/django-guardian;2906;2021-03-21;8;;91;315;100;47;142;3839;68;0;MIT License (text)
smdebug-rulesconfig;1306760;https://github.com/awslabs/sagemaker-debugger-rulesconfig;5;2021-03-13;3;83;4;1;1;0;10;;;0;Apache-2.0 License
limits;1304085;https://github.com/alisaifee/limits;89;2021-01-02;6;;9;9;9;94;15;1588;13;0;MIT License
eth-utils;1299865;https://github.com/ethereum/eth-utils;179;2021-01-21;11;;15;48;46;74;24;2159;135;0;MIT License
easy-thumbnails;1298295;https://github.com/smileychris/easy-thumbnails;1193;2021-01-22;5;;67;299;100;116;74;6721;123;0;BSD-3-Clause License
jsonpath-rw-ext;1297489;https://github.com/sileht/python-jsonpath-rw-ext;59;2019-07-12;0;;7;10;10;63;8;;;0;Apache-2.0 License
pytest-base-url;1295965;https://github.com/pytest-dev/pytest-base-url;15;2020-06-19;0;;8;7;7;109;5;;;0;License not permissive (text)
plaster-pastedeploy;1292956;https://github.com/pylons/plaster_pastedeploy;5;2019-04-12;1;;0;4;4;99;5;;;0;MIT License
hjson;1291913;https://github.com/hjson/hjson-py;146;2020-10-04;6;;6;11;11;119;21;2295;47;0;MIT License (text)
pyldap;1290834;https://github.com/pyldap/pyldap;110;2018-03-27;11;23;0;78;78;127;19;;;0;License not permissive (text)
psycogreen;1288869;https://github.com/psycopg/psycogreen;36;2020-02-22;2;;0;3;3;1;2;;;0;License not permissive (text)
first;1281929;https://github.com/hynek/first;108;2019-12-16;0;515;0;12;12;1;8;1950;59;0;MIT License
ortools;1281600;https://github.com/google/or-tools;6714;2021-03-02;119;60;173;1882;100;3;99;;;0;License not found
pydevd;1280629;https://github.com/fabioz/pydev.debugger;276;2021-03-11;;;49;69;69;41;30;;;0;EPL-1.0 License
progress;1280356;https://github.com/verigak/progress;1006;2020-07-20;0;;16;39;39;286;14;8187;250;0;License not permissive (text)
tableauserverclient;1279761;https://github.com/tableau/server-client-python;378;2021-03-12;8;78;130;282;100;80;61;154;10;0;MIT License (text)
pytest-selenium;1278822;https://github.com/pytest-dev/pytest-selenium;246;2021-03-02;8;;2;127;100;57;36;702;22;0;License not permissive (text)
patch-ng;1278239;https://github.com/conan-io/python-patch-ng;4;2020-03-18;15;32;4;5;5;27;;;;0;MIT License (text)
uritools;1276055;https://github.com/tkem/uritools;34;2021-03-09;1;;0;61;61;93;3;;;0;MIT License
google-cloud-secret-manager;1275546;https://github.com/googleapis/python-secret-manager;32;2021-03-11;2;57;9;15;15;16;12;617;38;0;Apache-2.0 License
sacrebleu;1275270;https://github.com/mjpost/sacrebleu;447;2021-03-05;6;23;13;66;66;93;27;1314;31;0;Apache-2.0 License
missingno;1271772;https://github.com/residentmario/missingno;2698;2020-12-28;2;79;15;88;88;73;13;3109;46;0;MIT License
flask-bootstrap;1271187;https://github.com/mbr/flask-bootstrap;1472;2019-12-31;4;;39;75;75;35;36;31572;91;0;Apache License (text)
python-redis;1269778;https://github.com/schlitzered/pyredis;36;2019-08-29;0;115;0;5;5;3;2;;;0;MIT License
pudb;1268848;https://github.com/inducer/pudb;1988;2021-03-18;8;;125;129;100;42;60;2210;52;0;License not permissive (text)
plaster;1267178;https://github.com/pylons/plaster;16;2019-05-31;1;;2;6;6;50;6;;;0;MIT License
stestr;1265550;https://github.com/mtreinish/stestr;18;2021-03-09;20;;20;65;64;93;30;;;0;Apache-2.0 License
readthedocs-sphinx-ext;1262589;https://github.com/readthedocs/readthedocs-sphinx-ext;15;2021-03-17;4;;1;18;18;468;15;;;0;MIT License
ccy;1260709;https://github.com/quantmind/ccy;40;2021-01-09;1;469;1;1;1;0;11;;;0;BSD-3-Clause License
pysam;1260412;https://github.com/pysam-developers/pysam;492;2021-03-15;22;81;193;506;100;82;81;;;0;MIT License
tinydb;1259641;https://github.com/msiemens/tinydb;4113;2021-03-02;6;52;9;243;100;43;61;;;0;MIT License
trueskill;1258230;https://github.com/sublee/trueskill;566;2019-10-14;2;;14;19;19;49;3;;;0;License not permissive (text)
htcondor;1258115;https://github.com/htcondor/htcondor;193;2021-03-22;489;;;;;;67;;;0;License not found
django-silk;1256560;https://github.com/jazzband/django-silk;2863;2021-03-09;8;73;107;146;100;63;97;1372;5;0;MIT License
sphinxcontrib-plantuml;1253879;https://github.com/sphinx-contrib/plantuml;49;2021-03-21;3;;13;25;25;18;12;;;0;BSD-2-Clause License
civis;1252247;https://github.com/civisanalytics/civis-python;25;2021-02-11;10;48;19;52;51;95;38;;;0;BSD-3-Clause License
nbsphinx;1249223;https://github.com/spatialaudio/nbsphinx;297;2021-02-28;10;50;58;169;100;59;29;;;0;MIT License
gnupg;1246216;https://github.com/isislovecruft/python-gnupg;384;2018-08-01;12;;60;96;95;180;35;37;8;0;GPL-3.0 License
eth-typing;1245733;https://github.com/ethereum/eth-typing;15;2020-09-03;4;;3;4;4;86;7;;;0;MIT License
confuse;1242625;https://github.com/beetbox/confuse;285;2020-12-09;3;;33;35;35;71;25;;;0;MIT License
pex;1240817;https://github.com/pantsbuild/pex;1828;2021-03-19;10;21;120;529;100;16;82;;;0;Apache-2.0 License
m2crypto;1239841;https://github.com/m2crypto/m2crypto;2;2017-12-08;26;;0;0;;;21;;;1;License not permissive (text)
click-log;1235918;https://github.com/click-contrib/click-log;86;2018-06-06;0;;8;5;5;129;3;;;0;MIT License
environs;1234169;https://github.com/sloria/environs;632;2021-03-15;5;;5;55;55;95;16;2954;83;0;MIT License
google-cloud-redis;1232284;https://github.com/googleapis/python-redis;2;2021-03-18;6;59;0;9;9;47;13;60;4;0;Apache-2.0 License
dynaconf;1232172;https://github.com/rochacbruno/dynaconf;1489;2021-03-15;7;37;42;215;100;50;59;951;77;0;MIT License
py-moneyed;1232116;https://github.com/py-moneyed/py-moneyed;293;2021-02-23;2;;2;48;48;459;44;;;0;BSD-3-Clause License
dumb-init;1231284;https://github.com/yelp/dumb-init;4860;2021-02-02;4;93;14;76;76;66;20;160;2;0;MIT License
braintree;1222554;https://github.com/braintree/braintree_python;217;2021-01-25;1;;5;87;87;59;16;2710;19;0;MIT License
django-fsm;1221591;https://github.com/viewflow/django-fsm;1748;2020-11-29;2;232;18;112;100;140;54;818;37;0;MIT License
deepmerge;1221083;https://github.com/toumorokoshi/deepmerge;70;2021-03-10;0;320;3;2;2;11;5;;;0;MIT License
apache-libcloud;1221022;https://github.com/apache/libcloud;1746;2021-03-15;63;;35;71;71;192;327;1565;118;3;Apache-2.0 License
fpdf;1220316;https://github.com/reingart/pyfpdf;561;2018-01-26;4;398;81;30;30;72;15;1944;60;0;LGPL-3.0 License
json2parquet;1218693;https://github.com/andrewgross/json2parquet;73;2021-01-20;2;;13;16;16;16;4;;;0;MIT License
webassets;1218197;https://github.com/miracle2k/webassets;893;2020-02-29;10;;56;232;100;160;142;4681;87;0;License not permissive (text)
elementpath;1218037;https://github.com/sissaschool/elementpath;18;2021-03-01;15;23;0;21;21;7;7;196;5;0;MIT License
google-cloud-iam;1217598;https://github.com/googleapis/python-iam;6;2021-01-29;5;59;1;10;10;20;13;;;0;Apache-2.0 License
imgaug;1214783;https://github.com/aleju/imgaug;10844;2020-06-01;42;160;219;211;100;15;25;5565;85;0;MIT License
testing-common-database;1214596;https://github.com/tk0miya/testing.common.database;5;2017-10-23;;;2;11;11;50;7;;;0;Apache-2.0 License
djangorestframework-xml;1214333;https://github.com/jpadilla/django-rest-framework-xml;73;2020-04-12;0;330;12;17;16;173;7;930;18;0;BSD-3-Clause License
pybrake;1208621;https://github.com/airbrake/pybrake;24;2021-03-17;6;86;7;45;45;28;13;26;0;0;MIT License (text)
google-cloud-asset;1206361;https://github.com/googleapis/python-asset;7;2021-03-17;14;23;0;22;22;51;30;121;1;0;Apache-2.0 License
sorl-thumbnail;1206325;https://github.com/jazzband/sorl-thumbnail;1468;2020-12-07;7;222;105;271;100;219;129;6330;121;0;BSD-3-Clause License
jinja2-pluralize;1205414;https://github.com/audreyfeldroy/jinja2_pluralize;11;2015-10-09;0;;3;2;2;2;2;;;0;BSD-3-Clause License
compatibility-lib;1204947;https://github.com/googlecloudplatform/cloud-opensource-python;41;2019-07-31;9;35;14;55;55;18;6;;;0;Apache-2.0 License
web3;1204303;https://github.com/ethereum/web3.py;1813;2021-03-19;;;170;699;100;16;150;3226;232;0;MIT License
djangorestframework-camel-case;1203418;https://github.com/vbabiy/djangorestframework-camel-case;385;2020-06-16;1;;14;35;35;246;23;908;17;0;License not permissive (text)
placebo;1202979;https://github.com/garnaat/placebo;353;2019-02-17;1;177;14;27;27;59;12;2152;10;0;Apache-2.0 License
bravado-core;1200972;https://github.com/yelp/bravado-core;105;2021-02-05;19;;31;82;82;34;47;;;0;License not permissive (text)
mizani;1198276;https://github.com/has2k1/mizani;18;2020-12-29;2;75;6;7;7;22;5;;;0;BSD-3-Clause License
cvxpy;1197093;https://github.com/cvxgrp/cvxpy;3231;2021-03-21;32;28;111;822;100;8;107;2435;127;0;Apache License (text)
importlib;1193563;https://github.com/brettcannon/importlib;0;2016-12-19;0;;;;;;2;;;0;Python Software Foundation (text)
flask-principal;1193122;https://github.com/mattupstate/flask-principal;460;2015-05-26;1;;19;11;11;72;12;;;0;MIT License
lifelines;1192498;https://github.com/camdavidsonpilon/lifelines;1588;2021-03-03;23;25;192;594;100;12;85;485;37;0;MIT License
django-celery;1192461;https://github.com/celery/django-celery;1420;2020-02-26;6;71;69;329;100;164;116;8738;169;0;BSD-3-Clause License
osqp;1191665;https://github.com/oxfordcontrol/osqp-python;52;2021-01-14;17;;3;20;20;109;9;1198;12;0;Apache-2.0 License
suds-py3;1191384;https://github.com/cackharot/suds-py3;123;2021-01-08;1;196;16;28;28;210;18;438;39;1;LGPL-3.0 License
onnxconverter-common;1187480;https://github.com/microsoft/onnxconverter-common;41;2021-03-19;7;78;5;4;4;2;16;150;18;0;MIT License
google-cloud-datacatalog;1185532;https://github.com/googleapis/python-datacatalog;12;2021-03-22;7;42;3;21;21;55;22;83;14;0;Apache-2.0 License
pyjarowinkler;1184359;https://github.com/nap/jaro-winkler-distance;18;2017-03-05;1;;0;2;2;15;2;;;0;Apache-2.0 License
rednose;1183408;https://github.com/jbkahn/rednose;28;2018-02-11;1;90;5;8;8;146;9;;;0;MIT License
xmlschema;1182559;https://github.com/sissaschool/xmlschema;201;2021-03-14;18;26;5;200;100;25;15;369;36;0;MIT License
zope-sqlalchemy;1179375;https://github.com/zopefoundation/zope.sqlalchemy;30;2021-02-03;;;6;22;22;73;27;;;0;License not permissive (text)
requests-unixsocket;1176470;https://github.com/msabramo/requests-unixsocket;153;2019-08-16;1;;6;14;14;192;8;;;0;Apache-2.0 License
sphinxcontrib-bibtex;1174074;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;102;2021-03-05;11;;4;118;100;182;12;;;0;License not permissive (text)
httpbin;1172814;https://github.com/postmanlabs/httpbin;9672;2018-11-07;7;119;102;239;100;46;100;752;17;0;ISC License
django-jsonfield;1171446;https://github.com/adamchainz/django-jsonfield;27;2020-12-14;13;;0;13;13;303;23;2594;96;1;License not permissive (text)
gsutil;1170920;https://github.com/googlecloudplatform/gsutil;648;2021-03-16;21;;218;436;100;57;110;256;9;0;Apache-2.0 License
maturin;1169086;https://github.com/pyo3/maturin;535;2021-03-21;23;11;34;130;100;69;36;123;3;0;Apache License (text)
comtypes;1168870;https://github.com/enthought/comtypes;168;2021-02-28;8;136;92;52;52;186;21;11203;76;0;License not permissive (text)
ncclient;1168238;https://github.com/ncclient/ncclient;474;2021-03-03;8;120;54;195;100;64;80;1557;36;0;Apache-2.0 License
pygresql;1168123;https://github.com/pygresql/pygresql;20;2021-01-24;16;93;22;32;32;79;7;;;1;MIT License (text)
mecab-python3;1167980;https://github.com/samurait/mecab-python3;259;2021-03-20;3;75;0;45;45;94;9;1286;57;0;LGPL (text)
pyroute2;1166827;https://github.com/svinota/pyroute2;658;2021-03-21;38;33;86;401;100;70;92;582;48;0;License not found
graphite-web;1166463;https://github.com/graphite-project/graphite-web;5179;2021-02-16;39;87;29;1093;100;67;342;56;2;4;Apache-2.0 License
google-cloud-scheduler;1165614;https://github.com/googleapis/python-scheduler;6;2021-03-05;6;42;0;11;11;21;18;162;8;0;Apache-2.0 License
eth-abi;1165393;https://github.com/ethereum/eth-abi;91;2020-02-27;8;56;10;37;37;71;12;;;0;MIT License
zeroconf;1164708;https://github.com/jstasiak/python-zeroconf;377;2021-02-04;5;;56;108;100;161;;1415;131;0;LGPL-2.1 License
latexcodec;1163927;https://github.com/mcmtroffaes/latexcodec;24;2021-01-26;3;;2;31;31;123;9;;;0;License not permissive (text)
img2pdf;1163523;https://github.com/josch/img2pdf;273;2020-10-31;2;;;;;;15;761;29;0;LGPL-3.0 License
sphinx-autobuild;1163471;https://github.com/garetjax/sphinx-autobuild;310;2021-03-14;3;;11;44;0;;14;;;0;MIT License
tlslite;1163470;https://github.com/trevp/tlslite;228;2015-08-12;3;;9;16;16;162;10;;;1;License not permissive (text)
currencyconverter;1161673;https://github.com/alexprengere/currencyconverter;108;2021-03-22;5;;0;19;19;13;5;;;0;Apache-2.0 License
pytest-custom-exit-code;1161532;https://github.com/yashtodi94/pytest-custom_exit_code;18;2020-02-08;1;798;0;1;1;8;6;;;0;MIT License
git-url-parse;1158944;https://github.com/coala/git-url-parse;19;2019-07-09;1;;4;13;13;66;6;;;0;MIT License
datasketch;1156592;https://github.com/ekzhu/datasketch;1443;2021-02-24;2;104;16;92;92;50;17;248;14;0;MIT License
geventhttpclient-wheels;1156500;https://github.com/gwik/geventhttpclient;460;2020-12-14;3;338;7;62;61;465;35;486;13;0;License not permissive (text)
django-user-agents;1156144;https://github.com/selwin/django-user_agents;530;2019-06-22;0;;17;8;8;135;11;;;0;MIT License
pyscreeze;1156001;https://github.com/asweigart/pyscreeze;99;2020-01-14;1;;19;11;11;92;12;4009;28;0;BSD-3-Clause License
httpie;1154843;https://github.com/httpie/httpie;50223;2021-02-24;12;84;113;560;100;48;113;8126;66;1;BSD-3-Clause License
ez-setup;1154338;https://github.com/activestate/ez_setup;17;2010-11-23;0;;2;0;;;;;;0;License not found
django-prometheus;1152519;https://github.com/korfuri/django-prometheus;825;2021-02-12;6;75;28;69;68;128;40;473;23;0;Apache-2.0 License
pandas-datareader;1152335;https://github.com/pydata/pandas-datareader;1927;2020-12-31;10;102;77;370;100;75;68;8271;90;0;License not permissive (text)
alpha-vantage;1151352;https://github.com/romeltorres/alpha_vantage;3226;2020-12-21;10;39;12;221;100;29;33;;;0;MIT License
flake8-blind-except;1150670;https://github.com/elijahandrews/flake8-blind-except;27;2021-01-07;0;866;1;5;5;991;4;1661;132;0;MIT License
sphinxcontrib-spelling;1149772;https://github.com/sphinx-contrib/spelling;55;2020-11-05;32;;10;29;29;81;61;;;0;BSD-2-Clause License
requests-cache;1148373;https://github.com/reclosedev/requests-cache;699;2021-03-16;3;;30;109;100;340;30;2996;220;0;BSD-2-Clause License
resource;1147049;https://github.com/russellluo/resource;18;2020-04-23;1;475;0;4;4;41;3;;;0;License not found
pygtrie;1144034;https://github.com/mina86/pygtrie;15;2021-01-03;3;;;;;;;;;0;Apache-2.0 License
jsonform;1143795;https://github.com/russellluo/jsonform;0;2015-01-16;0;;0;0;;;;;;0;License not found
jaraco-classes;1143709;https://github.com/jaraco/jaraco.classes;1;2021-02-21;;125;0;4;4;20;8;;;0;MIT License
jsonsir;1143666;https://github.com/russellluo/jsonsir;1;2015-01-16;0;;0;0;;;;219;2;0;License not found
python-easyconfig;1143381;https://github.com/russellluo/easyconfig;4;2017-11-02;0;571;0;0;;;;;;0;License not found
python-etcd;1142377;https://github.com/jplana/python-etcd;481;2017-06-22;3;211;36;103;100;116;50;646;59;0;MIT License (text)
