Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position;Final URL;Occ. final URL;Second URL;Occ. second URL;Third URL;Occ. third URL;URLs similarity
google-cloud;https://github.com/googleapis/google-cloud-python;https://github.com/googleapis/google-cloud-python;;https://github.com/googleapis/google-cloud-python;https://github.com/googleapis/google-cloud-python;https://github.com/googleapis/google-cloud-python;;;7/19;Substring;1176/1465;https://pypi.org/project/google-cloud-webrisk;100.0%;;;https://github.com/googleapis/google-cloud-python;4;;0;;0;Equal
pathtools;https://github.com/gorakhargosh/pathtools;https://github.com/gorakhargosh/pathtools;https://github.com/gorakhargosh/pathtools;https://github.com/gorakhargosh/pathtools;https://github.com/gorakhargosh/pathtools;https://github.com/gorakhargosh/pathtools;;;0/9;Equal;9/71;False;94.3%;Makefile (5.1%) - Shell (0.6%);TP(?);https://github.com/gorakhargosh/pathtools;5;;0;;0;Equal
torch;https://github.com/pytorch/pytorch;;https://github.com/pytorch/pytorch;;https://github.com/pytorch/examples;https://github.com/pytorch/pytorch;;;2/7;Substring;262/1398;False;33.5%;C++ (53.5%) - Cuda (5.6%) - C (3.7%) - CMake (1.3%) - Objective-C++ (0.6%) - Other (1.8%);;https://github.com/pytorch/pytorch;2;https://github.com/pytorch/examples;1;;0;Equal
pyproj;https://github.com/pyproj4/pyproj;https://github.com/pyproj4/pyproj;https://github.com/pyproj4/pyproj;https://github.com/pyproj4/pyproj;https://github.com/pyproj4/pyproj;https://github.com/pyproj4/pyproj;;https://github.com/pyproj4/pyproj;0/6;Equal;78/1371;True;99.0%;Other (1.0%);TP;https://github.com/pyproj4/pyproj;6;;0;;0;Equal
pysftp;;;;;;;;;;;;;;;;;0;;0;;0;Equal
azure-mgmt-sql;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1158/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;4;;0;;0;Equal
sendgrid;https://github.com/sendgrid/sendgrid-python;https://github.com/sendgrid/sendgrid-python;;;https://github.com/sendgrid/python-http-client;https://github.com/sendgrid/sendgrid-python;;https://github.com/sendgrid/sendgrid-python;7/15;Substring;708/1456;False;99.6%;Other (0.4%);TP(?);https://github.com/sendgrid/sendgrid-python;3;https://github.com/sendgrid/python-http-client;1;;0;Equal
croniter;https://github.com/kiorky/croniter;https://github.com/kiorky/croniter;;;https://github.com/kiorky/croniter;https://github.com/kiorky/croniter;;https://github.com/kiorky/croniter;0/8;Equal;1334/1421;False;99.8%;Shell (0.2%);;https://github.com/kiorky/croniter;4;;0;;0;Equal
azure-mgmt-datalake-nspkg;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;17/25;Different;1144/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
zope-deprecation;https://github.com/zopefoundation/zope.deprecation;https://github.com/zopefoundation/zope.deprecation;;;https://github.com/zopefoundation/zope.deprecation;https://github.com/zopefoundation/zope.deprecation;https://github.com/zopefoundation/zope.deprecation;https://github.com/zopefoundation/zope.deprecation;1/16;Different;1187/1418;True;100.0%;;TP;https://github.com/zopefoundation/zope.deprecation;5;;0;;0;Equal
pytest-timeout;https://github.com/pytest-dev/pytest-timeout;https://github.com/pytest-dev/pytest-timeout;https://github.com/pytest-dev/pytest-timeout;;https://github.com/pytest-dev/pytest-timeout;https://github.com/pytest-dev/pytest-timeout;;https://github.com/pytest-dev/pytest-timeout;0/14;Equal;548/1461;True;100.0%;;TP;https://github.com/pytest-dev/pytest-timeout;5;;0;;0;Equal
llvmlite;https://github.com/numba/llvmlite;;https://github.com/numba/llvmlite;https://github.com/numba/llvmlite;https://github.com/numba/llvmlite;https://github.com/numba/llvmlite;https://github.com/numba/llvmlite;https://github.com/numba/llvmlite;0/8;Equal;488/1459;False;78.3%;C++ (16.3%) - Shell (2.5%) - Batchfile (1.5%) - LLVM (1.0%) - CMake (0.3%) - C (0.1%);TP(?);https://github.com/numba/llvmlite;6;;0;;0;Equal
python-http-client;https://github.com/sendgrid/python-http-client;https://github.com/sendgrid/python-http-client;https://github.com/sendgrid/python-http-client;https://github.com/sendgrid/python-http-client;https://github.com/sendgrid/python-http-client;https://github.com/sendgrid/python-http-client;;https://github.com/sendgrid/python-http-client;0/18;Equal;4/1436;True;85.3%;Shell (9.6%) - Dockerfile (4.0%) - Makefile (1.1%);TP;https://github.com/sendgrid/python-http-client;6;;0;;0;Equal
elasticsearch-dsl;https://github.com/elastic/elasticsearch-dsl-py;https://github.com/elastic/elasticsearch-dsl-py;https://github.com/elastic/elasticsearch-dsl-py;;https://github.com/elastic/elasticsearch-dsl-py;https://github.com/elastic/elasticsearch-dsl-py;https://github.com/elastic/elasticsearch-dsl-py;;3/20;Substring;31/1463;False;100.0%;;TP(?);https://github.com/elastic/elasticsearch-dsl-py;5;;0;;0;Equal
azure-mgmt-rdbms;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1151/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
azure-batch;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure-samples/azure-batch-samples;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1160/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;https://github.com/azure-samples/azure-batch-samples;1;;0;Equal
uvloop;https://github.com/magicstack/uvloop;https://github.com/magicstack/uvloop;https://github.com/magicstack/uvloop;;https://github.com/magicstack/uvloop;https://github.com/magicstack/uvloop;;https://github.com/magicstack/uvloop;0/6;Equal;4/1434;True;99.4%;Other (0.6%);TP;https://github.com/magicstack/uvloop;5;;0;;0;Equal
django-filter;https://github.com/carltongibson/django-filter;;https://github.com/carltongibson/django-filter;https://github.com/carltongibson/django-filter;;https://github.com/carltongibson/django-filter;https://github.com/carltongibson/django-filter;https://github.com/carltongibson/django-filter;0/13;Equal;21/1447;True;99.9%;Other (0.1%);TP;https://github.com/carltongibson/django-filter;5;;0;;0;Equal
grpcio-tools;https://github.com/grpc/grpc;;;;;;;;8/12;Substring;1187/1464;False;12.5%;C++ (46.1%) - C (17.5%) - C# (8.6%) - Ruby (3.7%) - Objective-C (2.3%) - Other (9.3%);;;0;;0;;0;Different
pysocks;https://github.com/anorov/pysocks;https://github.com/anorov/pysocks;;;https://github.com/anorov/pysocks;https://github.com/anorov/pysocks;;;0/7;Equal;558/1476;False;100.0%;;TP(?);https://github.com/anorov/pysocks;3;;0;;0;Equal
munch;https://github.com/infinidat/munch;https://github.com/infinidat/munch;;;https://github.com/infinidat/munch;https://github.com/infinidat/munch;;https://github.com/infinidat/munch;0/5;Equal;1340/1453;True;99.0%;Makefile (1.0%);TP;https://github.com/infinidat/munch;4;;0;;0;Equal
pyserial;https://github.com/pyserial/pyserial;https://github.com/pyserial/pyserial;https://github.com/pyserial/pyserial;https://github.com/pyserial/pyserial;https://github.com/pyserial/pyserial;https://github.com/pyserial/pyserial;https://github.com/pyserial/pyserial;;0/8;Equal;909/1146;False;100.0%;;;https://github.com/pyserial/pyserial;6;;0;;0;Equal
numba;;;https://github.com/numba/numba;;;;;;;;;;;;;https://github.com/numba/numba;1;;0;;0;Different
graphql-core;https://github.com/graphql-python/graphql-core;https://github.com/graphql-python/graphql-core;https://github.com/graphql-python/graphql-core;https://github.com/graphql-python/graphql-core;https://github.com/graphql-python/graphql-core;https://github.com/graphql-python/graphql-core;https://github.com/graphql-python/graphql-core;https://github.com/psf/black;0/12;Equal;0/1459;True;100.0%;;TP;https://github.com/graphql-python/graphql-core;6;https://github.com/psf/black;1;;0;Equal
django-extensions;https://github.com/django-extensions/django-extensions;https://github.com/django-extensions/django-extensions;https://github.com/django-extensions/django-extensions;;https://github.com/django-extensions/django-extensions;https://github.com/django-extensions/django-extensions;https://github.com/django-extensions/django-extensions;https://github.com/django-extensions/django-extensions;0/17;Equal;34/1441;True;94.4%;JavaScript (5.0%) - Other (0.6%);TP;https://github.com/django-extensions/django-extensions;6;;0;;0;Equal
avro-python3;;;;;;;;;;;;;;;;;0;;0;;0;Equal
azure-mgmt-datalake-store;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;17/25;Different;1160/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
azure-cosmosdb-table;https://github.com/azure/azure-cosmos-table-python;https://github.com/azure/azure-cosmos-table-python;;;https://github.com/azure/azure-cosmos-table-python;https://github.com/azure/azure-cosmos-table-python;;;9/25;Different;1079/1429;False;97.2%;Batchfile (1.5%) - Makefile (1.3%);;https://github.com/azure/azure-cosmos-table-python;3;;0;;0;Equal
scp;https://github.com/jbardin/scp.py;https://github.com/jbardin/scp.py;https://github.com/jbardin/scp.py;https://github.com/jbardin/scp.py;https://github.com/jbardin/scp.py;https://github.com/jbardin/scp.py;;;3/6;Substring;101/1443;False;96.9%;Shell (3.1%);TP(?);https://github.com/jbardin/scp.py;5;;0;;0;Equal
azure-mgmt-batch;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;12/20;Different;1155/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
azure-mgmt-cdn;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;12/20;Different;1153/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
user-agents;https://github.com/selwin/python-user-agents;https://github.com/selwin/python-user-agents;https://github.com/selwin/python-user-agents;https://github.com/selwin/python-user-agents;https://github.com/selwin/python-user-agents;https://github.com/selwin/python-user-agents;;;7/18;Substring;0/1470;False;100.0%;;TP(?);https://github.com/selwin/python-user-agents;5;;0;;0;Equal
pycurl;https://github.com/pycurl/pycurl;;;https://github.com/pycurl/pycurl;;;;;0/6;Equal;422/1459;False;55.3%;C (39.9%) - Shell (1.8%) - PowerShell (1.2%) - Makefile (1.1%) - Batchfile (0.7%);TP(?);https://github.com/pycurl/pycurl;1;;0;;0;Equal
aws-xray-sdk;https://github.com/aws/aws-xray-sdk-python;https://github.com/aws/aws-xray-sdk-python;https://github.com/aws/aws-xray-sdk-python;https://github.com/aws/aws-xray-sdk-python;https://github.com/aws/aws-xray-sdk-python;https://github.com/aws/aws-xray-sdk-python;;https://github.com/aws/aws-xray-sdk-python;7/19;Substring;0/1461;False;99.3%;Other (0.7%);TP(?);https://github.com/aws/aws-xray-sdk-python;6;;0;;0;Equal
azure-mgmt-cosmosdb;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1162/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
geographiclib;;;;;;;;;;;;;;;;;0;;0;;0;Equal
rfc3986;https://github.com/python-hyper/rfc3986;;https://github.com/python-hyper/rfc3986;https://github.com/python-hyper/rfc3986;https://github.com/python-hyper/rfc3986;;https://github.com/python-hyper/rfc3986;;0/7;Equal;9/1449;False;100.0%;;TP(?);https://github.com/python-hyper/rfc3986;4;;0;;0;Equal
crcmod;;;;;;;;;;;;;;;;;0;;0;;0;Equal
tblib;https://github.com/ionelmc/python-tblib;https://github.com/ionelmc/python-tblib;https://github.com/ionelmc/python-tblib;https://github.com/ionelmc/python-tblib;https://github.com/ionelmc/python-tblib;https://github.com/ionelmc/python-tblib;https://github.com/ionelmc/python-tblib;;7/12;Substring;84/1446;True;97.7%;Batchfile (2.3%);TP;https://github.com/ionelmc/python-tblib;6;;0;;0;Equal
jpype1;https://github.com/jpype-project/jpype;https://github.com/jpype-project/jpype;;;https://github.com/jpype-project/jpype;https://github.com/jpype-project/jpype;;;1/6;Substring;5/968;True;48.4%;C++ (36.3%) - Java (15.1%) - Shell (0.2%);TP;https://github.com/jpype-project/jpype;3;;0;;0;Equal
flask-wtf;https://github.com/lepture/flask-wtf;https://github.com/lepture/flask-wtf;https://github.com/lepture/flask-wtf;https://github.com/lepture/flask-wtf;https://github.com/lepture/flask-wtf;https://github.com/lepture/flask-wtf;https://github.com/lepture/flask-wtf;https://github.com/lepture/flask-wtf;0/9;Equal;9/121;False;100.0%;;TP(?);https://github.com/lepture/flask-wtf;7;;0;;0;Equal
azure-cosmosdb-nspkg;https://github.com/azure/azure-cosmos-table-python;https://github.com/azure/azure-cosmos-table-python;;;https://github.com/azure/azure-cosmos-table-python;https://github.com/azure/azure-cosmos-table-python;;;11/25;Different;234/350;False;97.2%;Batchfile (1.5%) - Makefile (1.3%);;https://github.com/azure/azure-cosmos-table-python;3;;0;;0;Equal
voluptuous;https://github.com/alecthomas/voluptuous;https://github.com/alecthomas/voluptuous;;;https://github.com/alecthomas/voluptuous;https://github.com/alecthomas/voluptuous;;https://github.com/alecthomas/voluptuous;0/10;Equal;0/1463;True;98.7%;Shell (1.3%);TP;https://github.com/alecthomas/voluptuous;4;;0;;0;Equal
portalocker;https://github.com/wolph/portalocker;https://github.com/wolph/portalocker;https://github.com/wolph/portalocker;https://github.com/wolph/portalocker;https://github.com/wolph/portalocker;https://github.com/wolph/portalocker;;;0/11;Equal;86/1461;False;100.0%;;TP(?);https://github.com/wolph/portalocker;5;;0;;0;Equal
mozfile;;;;;;;;;;;;;;;;;0;;0;;0;Equal
nodeenv;https://github.com/ekalinin/nodeenv;https://github.com/ekalinin/nodeenv;https://github.com/ekalinin/nodeenv;https://github.com/ekalinin/nodeenv;https://github.com/ekalinin/nodeenv;https://github.com/ekalinin/nodeenv;;https://github.com/ekalinin/nodeenv;0/7;Equal;6/1418;False;90.7%;Makefile (9.3%);TP(?);https://github.com/ekalinin/nodeenv;6;;0;;0;Equal
python-slugify;https://github.com/un33k/python-slugify;https://github.com/un33k/python-slugify;https://github.com/un33k/python-slugify;https://github.com/un33k/python-slugify;https://github.com/un33k/python-slugify;https://github.com/un33k/python-slugify;;;0/14;Equal;1410/1459;True;98.4%;Shell (1.6%);TP;https://github.com/un33k/python-slugify;5;;0;;0;Equal
azure-storage;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;11/20;Different;1149/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
azure-mgmt-web;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1159/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
azure-storage-nspkg;https://github.com/azure/azure-storage-python;https://github.com/azure/azure-storage-python;;;https://github.com/azure/azure-storage-python;https://github.com/azure/azure-storage-python;;;6/20;Different;1223/1466;False;100.0%;;;https://github.com/azure/azure-storage-python;3;;0;;0;Equal
sphinx-rtd-theme;https://github.com/readthedocs/sphinx_rtd_theme;https://github.com/readthedocs/sphinx_rtd_theme;;;https://github.com/readthedocs/sphinx_rtd_theme;https://github.com/readthedocs/sphinx_rtd_theme;https://github.com/readthedocs/sphinx_rtd_theme;;2/16;Different;27/1000;True;14.4%;Sass (44.9%) - HTML (24.2%) - JavaScript (16.5%);TP;https://github.com/readthedocs/sphinx_rtd_theme;4;;0;;0;Equal
pika;https://github.com/invl/retry;;https://github.com/pika/pika;;https://github.com/invl/retry;;https://github.com/pika/pika;https://github.com/pika/pika;5/5;Different;1207/1456;https://pypi.org/project/retry;100.0%;;;https://github.com/pika/pika;3;https://github.com/invl/retry;1;;0;Equal to second URL
identify;https://github.com/pre-commit/identify;https://github.com/pre-commit/identify;https://github.com/pre-commit/identify;https://github.com/pre-commit/identify;https://github.com/pre-commit/identify;https://github.com/pre-commit/identify;;;0/8;Equal;2/1448;True;100.0%;;TP;https://github.com/pre-commit/identify;5;;0;;0;Equal
gspread;https://github.com/burnash/gspread;https://github.com/burnash/gspread;https://github.com/burnash/gspread;https://github.com/burnash/gspread;https://github.com/burnash/gspread;https://github.com/burnash/gspread;;;0/7;Equal;1026/1447;False;100.0%;;;https://github.com/burnash/gspread;5;;0;;0;Equal
holidays;https://github.com/dr-prodigy/python-holidays;https://github.com/dr-prodigy/python-holidays;https://github.com/dr-prodigy/python-holidays;https://github.com/dr-prodigy/python-holidays;https://github.com/dr-prodigy/python-holidays;https://github.com/dr-prodigy/python-holidays;;https://github.com/dr-prodigy/python-holidays;7/15;Substring;32/1453;True;100.0%;;TP;https://github.com/dr-prodigy/python-holidays;6;;0;;0;Equal
azure-mgmt-containerservice;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;18/27;Different;1166/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
azure-mgmt-monitor;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;11/20;Different;1166/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
sh;https://github.com/amoffat/sh;https://github.com/amoffat/sh;https://github.com/amoffat/sh;https://github.com/amoffat/sh;https://github.com/amoffat/sh;https://github.com/amoffat/sh;;https://github.com/amoffat/sh;0/2;Equal;2/1338;True;99.5%;Other (0.5%);TP;https://github.com/amoffat/sh;6;;0;;0;Equal
webob;https://github.com/pylons/webob;;https://github.com/pylons/webob;https://github.com/pylons/webob;;;https://github.com/grahamdumpleton/wsgiorg;https://github.com/pylons/webob;0/5;Equal;788/1452;False;100.0%;;;https://github.com/pylons/webob;3;https://github.com/grahamdumpleton/wsgiorg;1;;0;Equal
pymssql;https://github.com/pymssql/pymssql;;https://github.com/pymssql/pymssql;https://github.com/pymssql/pymssql;https://github.com/pymssql/pymssql;;;https://github.com/pymssql/pymssql;0/7;Equal;1070/1444;True;91.0%;PowerShell (3.9%) - Shell (2.6%) - Batchfile (1.5%) - C (0.5%) - Dockerfile (0.3%) - Smarty (0.2%);TP;https://github.com/pymssql/pymssql;4;;0;;0;Equal
promise;https://github.com/syrusakbary/promise;https://github.com/syrusakbary/promise;https://github.com/syrusakbary/promise;https://github.com/syrusakbary/promise;https://github.com/syrusakbary/promise;https://github.com/syrusakbary/promise;;https://github.com/syrusakbary/promise;0/7;Equal;30/1470;True;100.0%;;TP;https://github.com/syrusakbary/promise;6;;0;;0;Equal
pre-commit;https://github.com/pre-commit/pre-commit;https://github.com/pre-commit/pre-commit;https://github.com/pre-commit/pre-commit;https://github.com/pre-commit/pre-commit;https://github.com/pre-commit/pre-commit;https://github.com/pre-commit/pre-commit;;;0/10;Equal;0/132;False;98.8%;Shell (0.5%) - Ruby (0.2%) - Perl (0.1%) - Dockerfile (0.1%) - PowerShell (0.1%) - Other (0.2%);TP(?);https://github.com/pre-commit/pre-commit;5;;0;;0;Equal
codecov;https://github.com/codecov/codecov-python;https://github.com/codecov/codecov-python;;https://github.com/codecov/codecov-python;https://github.com/codecov/codecov-python;https://github.com/codecov/codecov-python;;;7/14;Substring;1418/1418;False;98.9%;Makefile (1.1%);;https://github.com/codecov/codecov-python;4;;0;;0;Equal
python-pam;https://github.com/firefighterblu3/python-pam;https://github.com/firefighterblu3/python-pam;https://github.com/firefighterblu3/python-pam;https://github.com/firefighterblu3/python-pam;https://github.com/firefighterblu3/python-pam;https://github.com/firefighterblu3/python-pam;;;0/10;Equal;36/1053;False;96.0%;Shell (4.0%);TP(?);https://github.com/firefighterblu3/python-pam;5;;0;;0;Equal
invoke;;;;;;;;;;;;;;;;;0;;0;;0;Equal
azure-servicebus;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;12/20;Different;1163/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;4;;0;;0;Equal
azure-mgmt-datalake-analytics;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;19/29;Different;1158/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
pywin32;https://github.com/mhammond/pywin32;https://github.com/mhammond/pywin32;https://github.com/mhammond/pywin32;https://github.com/mhammond/pywin32;https://github.com/mhammond/pywin32;https://github.com/mhammond/pywin32;;;0/7;Equal;1330/1464;True;24.3%;C++ (60.0%) - SWIG (9.5%) - C (4.0%) - HTML (1.4%) - Makefile (0.7%) - Other (0.1%);TP;https://github.com/mhammond/pywin32;5;;0;;0;Equal
pep8;https://github.com/pycqa/pycodestyle;;https://github.com/pycqa/pycodestyle;;https://github.com/pycqa/pycodestyle;;;https://github.com/pycqa/pycodestyle;9/11;Different;661/1451;https://pypi.org/project/pycodestyle;99.9%;Makefile (0.1%);;https://github.com/pycqa/pycodestyle;3;;0;;0;Equal
cerberus;https://github.com/pyeve/cerberus;https://github.com/pyeve/cerberus;https://github.com/pyeve/cerberus;https://github.com/pyeve/cerberus;https://github.com/pyeve/cerberus;https://github.com/pyeve/cerberus;;https://github.com/pyeve/cerberus;0/8;Equal;18/1466;True;99.7%;Other (0.3%);TP;https://github.com/pyeve/cerberus;6;;0;;0;Equal
hiredis;https://github.com/redis/hiredis-py;https://github.com/redis/hiredis-py;;;https://github.com/redis/hiredis-py;https://github.com/redis/hiredis-py;;https://github.com/redis/hiredis-py;3/10;Substring;2/1459;False;40.8%;C (51.6%) - Batchfile (7.6%);;https://github.com/redis/hiredis-py;4;;0;;0;Equal
requests-aws4auth;https://github.com/tedder/requests-aws4auth;https://github.com/tedder/requests-aws4auth;;;https://github.com/tedder/requests-aws4auth;https://github.com/tedder/requests-aws4auth;;;0/17;Equal;0/1465;True;100.0%;;TP;https://github.com/tedder/requests-aws4auth;3;;0;;0;Equal
azure-mgmt-dns;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1172/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
azure-mgmt-devtestlabs;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;14/22;Different;1160/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
cfgv;https://github.com/asottile/cfgv;https://github.com/asottile/cfgv;https://github.com/asottile/cfgv;https://github.com/asottile/cfgv;https://github.com/asottile/cfgv;https://github.com/asottile/cfgv;;;0/4;Equal;0/1453;False;100.0%;;TP(?);https://github.com/asottile/cfgv;5;;0;;0;Equal
spacy;https://github.com/explosion/spacy;;;;https://github.com/psf/black;;;https://github.com/explosion/spacy;0/5;Equal;0/1422;True;91.9%;JavaScript (5.8%) - Sass (1.4%) - Other (0.9%);TP;https://github.com/psf/black;1;https://github.com/explosion/spacy;1;;0;Equal to second URL
configargparse;https://github.com/bw2/configargparse;https://github.com/bw2/configargparse;;;https://github.com/bw2/configargparse;https://github.com/bw2/configargparse;;https://github.com/bw2/configargparse;0/14;Equal;34/1465;True;100.0%;;TP;https://github.com/bw2/configargparse;4;;0;;0;Equal
ipdb;https://github.com/gotcha/ipdb;https://github.com/gotcha/ipdb;https://github.com/gotcha/ipdb;https://github.com/gotcha/ipdb;https://github.com/gotcha/ipdb;https://github.com/gotcha/ipdb;;https://github.com/gotcha/ipdb;0/4;Equal;5/1458;False;100.0%;;TP(?);https://github.com/gotcha/ipdb;6;;0;;0;Equal
argh;https://github.com/neithere/argh;https://github.com/neithere/argh;;https://github.com/neithere/argh;;https://github.com/neithere/argh;;https://github.com/neithere/argh;0/4;Equal;47/1438;True;99.9%;Other (0.1%);TP;https://github.com/neithere/argh;4;;0;;0;Equal
prometheus-flask-exporter;https://github.com/rycus86/prometheus_flask_exporter;https://github.com/rycus86/prometheus_flask_exporter;;;https://github.com/rycus86/prometheus_flask_exporter;https://github.com/rycus86/prometheus_flask_exporter;https://github.com/zalando/connexion;https://github.com/rycus86/prometheus_flask_exporter;2/25;Different;612/1447;True;99.6%;Shell (0.4%);TP;https://github.com/rycus86/prometheus_flask_exporter;4;https://github.com/zalando/connexion;1;;0;Equal
flask-login;https://github.com/maxcountryman/flask-login;https://github.com/maxcountryman/flask-login;https://github.com/maxcountryman/flask-login;https://github.com/maxcountryman/flask-login;https://github.com/maxcountryman/flask-login;https://github.com/maxcountryman/flask-login;;;0/11;Equal;947/1463;False;99.3%;Makefile (0.7%);;https://github.com/maxcountryman/flask-login;5;;0;;0;Equal
