Package name;Old URL;Useless;Metadata URL;PyPI URL;OSSGadget URL;Final URL;Accuracy;Different;Names Lev. dist.;Names Similarity;Statistics;Descr. Lev. dist.;Readthedocs;GitHub badge;PyPI badge;Python lang. perc.;Other languages
prometheus-async;https://github.com/hynek/prometheus-async;False;https://github.com/hynek/prometheus-async;https://github.com/hynek/prometheus-async;https://github.com/hynek/prometheus-async;https://github.com/hynek/prometheus-async;100%;False;0/16;Equal;True;555/1443;True;True;False;100.0%;
py3dns;https://github.com/py3dns/py3dns;True;;;;;0%;True;6/6;Different;False;21/21;False;False;False;0%;
galaxy-sequence-utils;https://github.com/galaxyproject/sequence_utils;False;https://github.com/galaxyproject/sequence_utils;https://github.com/galaxyproject/sequence_utils;https://github.com/galaxyproject/sequence_utils;https://github.com/galaxyproject/sequence_utils;100%;False;8/21;Different;True;1165/1422;False;True;True;90.2%;Shell (5.7%) - Makefile (4.1%)
localstack;https://github.com/localstack/localstack;False;https://github.com/localstack/localstack;https://github.com/localstack/localstack;https://github.com/localstack/localstack;https://github.com/localstack/localstack;100%;False;0/10;Equal;True;1479/1479;False;False;True;95.8%;JavaScript (1.4%) - HTML (0.7%) - Java (0.7%) - Makefile (0.5%) - HCL (0.2%) - Other (0.7%)
iniparse;https://github.com/candlepin/python-iniparse;False;https://github.com/candlepin/python-iniparse;https://github.com/candlepin/python-iniparse;https://github.com/candlepin/python-iniparse;https://github.com/candlepin/python-iniparse;100%;False;7/15;Substring;True;898/1139;False;False;False;93.2%;HTML (4.7%) - CSS (1.6%) - Makefile (0.5%)
websockify;https://github.com/novnc/websockify;False;https://github.com/novnc/websockify;https://github.com/novnc/websockify;https://github.com/novnc/websockify;https://github.com/novnc/websockify;100%;False;0/10;Equal;True;0/1467;False;False;False;83.0%;HTML (15.0%) - C (1.6%) - Other (0.4%)
aws-cdk-aws-codepipeline;https://github.com/aws/aws-cdk;False;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;100%;False;17/24;Substring;True;1199/1458;False;False;https://pypi.org/project/aws-cdk.core;1.1%;TypeScript (96.4%) - JavaScript (1.9%) - Shell (0.5%) - Java (0.1%) - Dockerfile (0.0%)
munkres;https://github.com/munkres/munkres;True;;;;;0%;True;7/7;Different;False;268/268;False;False;False;0%;
django-simple-captcha;https://github.com/mbi/django-simple-captcha;False;https://github.com/mbi/django-simple-captcha;https://github.com/mbi/django-simple-captcha;https://github.com/mbi/django-simple-captcha;https://github.com/mbi/django-simple-captcha;100%;False;0/21;Equal;True;25/683;False;True;True;96.9%;HTML (2.8%) - Shell (0.3%)
gitlint;https://github.com/jorisroovers/gitlint;False;https://github.com/jorisroovers/gitlint;https://github.com/jorisroovers/gitlint;https://github.com/jorisroovers/gitlint;https://github.com/jorisroovers/gitlint;100%;False;0/7;Equal;True;465/646;False;False;True;94.3%;Shell (5.2%) - Other (0.5%)
dash-auth;https://github.com/dash-auth/dash-auth;True;;;;;0%;True;9/9;Different;False;613/613;False;False;False;0%;
jaxlib;https://github.com/google/jax;False;https://github.com/google/jax;https://github.com/google/jax;https://github.com/google/jax;https://github.com/google/jax;100%;False;3/6;Substring;True;1460/1460;False;False;False;94.4%;C++ (2.7%) - Jupyter (Notebook%) - Other (0.6%)
dictobj;https://github.com/grimwm/py-dictobj;False;https://github.com/grimwm/py-dictobj;https://github.com/grimwm/py-dictobj;https://github.com/grimwm/py-dictobj;https://github.com/grimwm/py-dictobj;100%;False;3/10;Substring;True;1469/1476;False;False;False;97.3%;Shell (2.7%)
geotext;https://github.com/elyase/geotext;False;https://github.com/elyase/geotext;https://github.com/elyase/geotext;https://github.com/elyase/geotext;https://github.com/elyase/geotext;100%;False;0/7;Equal;True;225/1149;False;True;True;88.5%;Makefile (11.5%)
scikit-spark;https://github.com/scikit-spark/scikit-spark;False;https://github.com/scikit-spark/scikit-spark;https://github.com/scikit-spark/scikit-spark;https://github.com/scikit-spark/scikit-spark;https://github.com/scikit-spark/scikit-spark;100%;False;0/12;Equal;True;1/1467;False;False;False;99.8%;Shell (0.2%)
python-gettext;https://github.com/hannosch/python-gettext;False;https://github.com/hannosch/python-gettext;https://github.com/hannosch/python-gettext;https://github.com/hannosch/python-gettext;https://github.com/hannosch/python-gettext;100%;False;0/14;Equal;False;875/1424;False;False;False;100.0%;
django-ratelimit-backend;https://github.com/brutasse/django-ratelimit-backend;False;https://github.com/brutasse/django-ratelimit-backend;https://github.com/brutasse/django-ratelimit-backend;https://github.com/brutasse/django-ratelimit-backend;https://github.com/brutasse/django-ratelimit-backend;100%;False;0/24;Equal;True;0/772;True;True;False;98.6%;HTML (1.4%)
aws-cdk-aws-events-targets;https://github.com/aws/aws-cdk;False;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;100%;False;19/26;Substring;True;1150/1456;False;False;https://pypi.org/project/aws-cdk.core;1.1%;TypeScript (96.4%) - JavaScript (1.9%) - Shell (0.5%) - Java (0.1%) - Dockerfile (0.0%)
os-resource-classes;https://github.com/os-resource-classes/os-resource-classes;True;;;;;0%;True;19/19;Different;False;870/870;False;False;False;0%;
rasa;https://github.com/rasahq/rasa;False;https://github.com/rasahq/rasa;https://github.com/rasahq/rasa;https://github.com/rasahq/rasa;https://github.com/rasahq/rasa;100%;False;0/4;Equal;True;0/1419;https://github.com/readthedocs/sphinx_rtd_theme;True;True;99.3%;Other (0.7%)
circuitbreaker;https://github.com/fabfuel/circuitbreaker;False;https://github.com/fabfuel/circuitbreaker;https://github.com/fabfuel/circuitbreaker;https://github.com/fabfuel/circuitbreaker;https://github.com/fabfuel/circuitbreaker;100%;False;0/14;Equal;True;1456/1456;False;True;True;100.0%;
scales;https://github.com/cue/scales;False;https://github.com/cue/scales;;https://github.com/cue/scales;https://github.com/cue/scales;66%;False;0/6;Equal;True;1449/1456;False;False;False;100.0%;
libmagic;https://github.com/libmagic/libmagic;True;;;;;0%;True;8/8;Different;False;36/36;False;False;False;0%;
flask-uuid;https://github.com/wbolster/flask-uuid;False;https://github.com/wbolster/flask-uuid;https://github.com/wbolster/flask-uuid;https://github.com/wbolster/flask-uuid;https://github.com/wbolster/flask-uuid;100%;False;0/10;Equal;True;1395/1395;False;False;False;100.0%;
django-colorful;https://github.com/charettes/django-colorful;False;https://github.com/charettes/django-colorful;https://github.com/charettes/django-colorful;https://github.com/charettes/django-colorful;https://github.com/charettes/django-colorful;100%;False;0/15;Equal;True;918/918;False;True;False;51.7%;JavaScript (45.1%) - CSS (3.2%)
edx-i18n-tools;https://github.com/edx/i18n-tools;False;https://github.com/edx/i18n-tools;https://github.com/edx/i18n-tools;https://github.com/edx/i18n-tools;https://github.com/edx/i18n-tools;100%;False;4/14;Substring;True;0/0;False;False;False;98.0%;Makefile (2.0%)
aiodataloader;https://github.com/syrusakbary/aiodataloader;False;https://github.com/syrusakbary/aiodataloader;https://github.com/syrusakbary/aiodataloader;https://github.com/syrusakbary/aiodataloader;https://github.com/syrusakbary/aiodataloader;100%;False;0/13;Equal;True;1470/1470;https://github.com/readthedocs/sphinx_rtd_theme;True;False;100.0%;
circus;https://github.com/circus-tent/circus;False;https://github.com/circus-tent/circus;;https://github.com/circus-tent/circus;https://github.com/circus-tent/circus;66%;False;0/6;Equal;False;371/579;True;False;False;99.8%;Makefile (0.2%)
aiosqlite;https://github.com/omnilib/aiosqlite;False;https://github.com/omnilib/aiosqlite;https://github.com/omnilib/aiosqlite;https://github.com/omnilib/aiosqlite;https://github.com/omnilib/aiosqlite;100%;False;0/9;Equal;True;62/1451;False;True;True;98.1%;Makefile (1.9%)
kerberos;https://github.com/apple/ccs-pykerberos;False;https://github.com/apple/ccs-pykerberos;https://github.com/apple/ccs-pykerberos;https://github.com/apple/ccs-pykerberos;https://github.com/apple/ccs-pykerberos;100%;False;6/14;Substring;True;0/1463;False;False;False;25.8%;C (67.6%) - Shell (6.6%)
mimeparse;https://github.com/mimeparse/mimeparse;True;;;;;0%;True;9/9;Different;False;733/733;False;False;False;0%;
smartypants;https://github.com/leohemsted/smartypants.py;False;https://github.com/leohemsted/smartypants.py;https://github.com/leohemsted/smartypants.py;https://github.com/leohemsted/smartypants.py;https://github.com/leohemsted/smartypants.py;100%;False;3/14;Substring;True;0/551;False;True;True;91.9%;Makefile (8.1%)
django-datatables-view;https://github.com/django-datatables-view/django-datatables-view;True;;;;;0%;True;22/22;Different;False;1459/1459;False;False;False;0%;
flake8-tuple;https://github.com/ar4s/flake8_tuple;False;https://github.com/ar4s/flake8_tuple;https://github.com/ar4s/flake8_tuple;https://github.com/ar4s/flake8_tuple;https://github.com/ar4s/flake8_tuple;100%;False;1/12;Different;True;883/1402;False;True;True;97.1%;Shell (2.9%)
cloudauthz;https://github.com/galaxyproject/cloudauthz;False;https://github.com/galaxyproject/cloudauthz;https://github.com/galaxyproject/cloudauthz;https://github.com/galaxyproject/cloudauthz;https://github.com/galaxyproject/cloudauthz;100%;False;0/10;Equal;True;5/1437;False;False;False;100.0%;
chromedriver;https://github.com/chromedriver/chromedriver;True;;;;;0%;True;12/12;Different;False;7/7;False;False;False;0%;
pytest-doctestplus;https://github.com/astropy/pytest-doctestplus;False;https://github.com/astropy/pytest-doctestplus;https://github.com/astropy/pytest-doctestplus;https://github.com/astropy/pytest-doctestplus;https://github.com/astropy/pytest-doctestplus;100%;False;0/18;Equal;True;38/1469;False;True;False;96.7%;TeX (3.3%)
isa-rwval;https://github.com/isa-tools/isa-rwval;False;https://github.com/isa-tools/isa-rwval;https://github.com/isa-tools/isa-rwval;https://github.com/isa-tools/isa-rwval;https://github.com/isa-tools/isa-rwval;100%;False;0/9;Equal;True;1485/1485;False;False;False;100.0%;
you-get;https://github.com/soimort/you-get;False;https://github.com/soimort/you-get;https://github.com/soimort/you-get;https://github.com/soimort/you-get;https://github.com/soimort/you-get;100%;False;0/7;Equal;False;532/1467;False;True;True;99.4%;Other (0.6%)
ndjson;https://github.com/rhgrant10/ndjson;False;https://github.com/rhgrant10/ndjson;https://github.com/rhgrant10/ndjson;https://github.com/rhgrant10/ndjson;https://github.com/rhgrant10/ndjson;100%;False;0/6;Equal;True;196/1390;False;True;True;72.5%;Makefile (27.5%)
flask-mongoalchemy;https://github.com/cobrateam/flask-mongoalchemy;False;https://github.com/cobrateam/flask-mongoalchemy;https://github.com/cobrateam/flask-mongoalchemy;https://github.com/cobrateam/flask-mongoalchemy;https://github.com/cobrateam/flask-mongoalchemy;100%;False;0/18;Equal;True;25/1428;False;True;False;98.7%;Makefile (1.3%)
python-sql;https://github.com/python-sql/python-sql;True;;;;;0%;True;10/10;Different;False;1452/1452;False;False;False;0%;
traits;https://github.com/enthought/traits;False;https://github.com/enthought/traits;https://github.com/enthought/traits;https://github.com/enthought/traits;https://github.com/enthought/traits;100%;False;0/6;Equal;True;108/1472;False;False;False;91.5%;C (8.5%)
fabric2;https://github.com/fabric2/fabric2;True;;;;;0%;True;7/7;Different;False;592/592;False;False;False;0%;
sfx-jaeger-client;https://github.com/jaegertracing/jaeger-client-python;False;https://github.com/jaegertracing/jaeger-client-python;https://github.com/jaegertracing/jaeger-client-python;https://github.com/jaegertracing/jaeger-client-python;https://github.com/jaegertracing/jaeger-client-python;100%;False;11/20;Different;True;1457/1457;False;False;https://pypi.org/project/jaeger-client;97.8%;Makefile (1.4%) - Other (0.8%)
pytest-cover;https://github.com/ionelmc/pytest-cover;False;https://github.com/ionelmc/pytest-cover;https://github.com/ionelmc/pytest-cover;https://github.com/ionelmc/pytest-cover;https://github.com/ionelmc/pytest-cover;100%;False;0/12;Equal;True;1126/1435;False;False;True;90.7%;PowerShell (6.2%) - Batchfile (3.1%)
django-pandas;https://github.com/chrisdev/django-pandas;False;https://github.com/chrisdev/django-pandas;;https://github.com/chrisdev/django-pandas;https://github.com/chrisdev/django-pandas;66%;False;0/13;Equal;True;24/1437;False;True;False;97.6%;Makefile (2.4%)
libconf;https://github.com/grk0/python-libconf;False;https://github.com/grk0/python-libconf;https://github.com/grk0/python-libconf;https://github.com/grk0/python-libconf;https://github.com/grk0/python-libconf;100%;False;7/14;Substring;True;15/1457;False;False;False;100.0%;
celery-once;https://github.com/cameronmaske/celery-once;False;https://github.com/cameronmaske/celery-once;https://github.com/cameronmaske/celery-once;https://github.com/cameronmaske/celery-once;https://github.com/cameronmaske/celery-once;100%;False;0/11;Equal;True;6/1452;False;True;False;99.7%;Dockerfile (0.3%)
colcon-zsh;https://github.com/colcon/colcon-core;False;https://github.com/colcon/colcon-zsh;https://github.com/colcon/colcon-core;https://github.com/colcon/colcon-zsh;https://github.com/colcon/colcon-zsh;66%;True;0/10;Equal;True;10/66;https://github.com/readthedocs/sphinx_rtd_theme;False;False;51.1%;EmberScript (48.9%)
zodbpickle;https://github.com/zopefoundation/zodbpickle;False;https://github.com/zopefoundation/zodbpickle;https://github.com/zopefoundation/zodbpickle;https://github.com/zopefoundation/zodbpickle;https://github.com/zopefoundation/zodbpickle;100%;False;0/10;Equal;True;2/1455;False;True;True;52.9%;C (47.0%) - Shell (0.1%)
morfessor;https://github.com/morfessor/morfessor;True;;;;;0%;True;9/9;Different;False;0/0;False;False;False;0%;
mnemonic;https://github.com/trezor/python-mnemonic;False;https://github.com/trezor/python-mnemonic;https://github.com/trezor/python-mnemonic;https://github.com/trezor/python-mnemonic;https://github.com/trezor/python-mnemonic;100%;False;7/15;Substring;True;661/1190;False;True;False;100.0%;
mattermostwrapper;https://github.com/btotharye/mattermostwrapper;False;https://github.com/btotharye/mattermostwrapper;https://github.com/btotharye/mattermostwrapper;https://github.com/btotharye/mattermostwrapper;https://github.com/btotharye/mattermostwrapper;100%;False;0/17;Equal;True;1317/1317;False;False;False;100.0%;
tslearn;https://github.com/tslearn-team/tslearn;False;https://github.com/tslearn-team/tslearn;https://github.com/mblondel/soft-dtw;https://github.com/tslearn-team/tslearn;https://github.com/tslearn-team/tslearn;66%;False;0/7;Equal;False;3/1428;False;False;True;100.0%;
sdnotify;https://github.com/bb4242/sdnotify;False;https://github.com/bb4242/sdnotify;https://github.com/bb4242/sdnotify;https://github.com/bb4242/sdnotify;https://github.com/bb4242/sdnotify;100%;False;0/8;Equal;True;1088/1458;False;False;False;100.0%;
sqlalchemy-diff;https://github.com/overseas-student-living/sqlalchemy-diff;False;https://github.com/overseas-student-living/sqlalchemy-diff;https://github.com/overseas-student-living/sqlalchemy-diff;https://github.com/overseas-student-living/sqlalchemy-diff;https://github.com/overseas-student-living/sqlalchemy-diff;100%;False;0/15;Equal;True;16/748;False;False;False;99.7%;Makefile (0.3%)
pypom;https://github.com/mozilla/pypom;False;https://github.com/mozilla/pypom;https://github.com/mozilla/pypom;https://github.com/mozilla/pypom;https://github.com/mozilla/pypom;100%;False;0/5;Equal;True;5/120;True;True;True;100.0%;
eliot;https://github.com/itamarst/eliot;False;https://github.com/itamarst/eliot;;https://github.com/itamarst/eliot;https://github.com/itamarst/eliot;66%;False;0/5;Equal;True;94/1475;True;True;False;97.8%;HTML (1.2%) - Other (1.0%)
django-s3-storage;https://github.com/etianen/django-s3-storage;False;https://github.com/etianen/django-s3-storage;https://github.com/etianen/django-s3-storage;https://github.com/etianen/django-s3-storage;https://github.com/etianen/django-s3-storage;100%;False;0/17;Equal;True;1452/1452;False;False;False;99.9%;CSS (0.1%)
dumper;https://github.com/jric/dumper.py;False;https://github.com/jric/dumper.py;https://github.com/jric/dumper.py;https://github.com/jric/dumper.py;https://github.com/jric/dumper.py;100%;False;3/9;Substring;True;112/1463;False;False;False;100.0%;
glob3;https://github.com/camabeh/glob3;True;;;;;0%;True;5/5;Different;False;0/0;False;False;False;0%;
plaidml-keras;https://github.com/plaidml-keras/plaidml-keras;True;;;;;0%;True;13/13;Different;False;55/55;False;False;False;0%;
wtforms-json;https://github.com/kvesteri/wtforms-json;False;https://github.com/kvesteri/wtforms-json;https://github.com/kvesteri/wtforms-json;https://github.com/kvesteri/wtforms-json;https://github.com/kvesteri/wtforms-json;100%;False;0/12;Equal;True;53/135;False;False;False;100.0%;
pyecharts;https://github.com/pyecharts/pyecharts;False;https://github.com/pyecharts/pyecharts;https://github.com/pyecharts/pyecharts;https://github.com/pyecharts/pyecharts;https://github.com/pyecharts/pyecharts;100%;False;0/9;Equal;True;1407/1407;False;False;True;97.9%;HTML (2.1%)
pretend;https://github.com/alex/pretend;False;https://github.com/alex/pretend;https://github.com/alex/pretend;https://github.com/alex/pretend;https://github.com/alex/pretend;100%;False;0/7;Equal;True;14/1459;False;True;False;100.0%;
office365-rest-python-client;https://github.com/vgrem/office365-rest-python-client;False;https://github.com/vgrem/office365-rest-python-client;https://github.com/vgrem/office365-rest-python-client;https://github.com/vgrem/office365-rest-python-client;https://github.com/vgrem/office365-rest-python-client;100%;False;0/28;Equal;True;0/1436;https://github.com/readthedocs/sphinx_rtd_theme;True;True;100.0%;
contentful;https://github.com/contentful/contentful.py;False;https://github.com/contentful/contentful.py;https://github.com/contentful/contentful.py;https://github.com/contentful/contentful.py;https://github.com/contentful/contentful.py;100%;False;3/13;Substring;True;1333/1425;False;False;False;91.9%;Makefile (4.5%) - Batchfile (3.6%)
pyutilib;https://github.com/pyutilib/pyutilib;False;https://github.com/pyutilib/pyutilib;https://github.com/pyutilib/pyutilib;https://github.com/pyutilib/pyutilib;https://github.com/pyutilib/pyutilib;100%;False;0/8;Equal;True;0/1126;False;False;True;99.9%;Shell (0.1%)
domain2idna;https://github.com/pyfunceble/domain2idna;False;https://github.com/pyfunceble/domain2idna;https://github.com/pyfunceble/domain2idna;https://github.com/pyfunceble/domain2idna;https://github.com/pyfunceble/domain2idna;100%;False;0/11;Equal;True;24/1448;https://github.com/readthedocs/sphinx_rtd_theme;True;False;100.0%;
requests-aws;https://github.com/tax/python-requests-aws;False;https://github.com/tax/python-requests-aws;https://github.com/tax/python-requests-aws;https://github.com/tax/python-requests-aws;https://github.com/tax/python-requests-aws;100%;False;7/19;Substring;True;209/964;False;False;False;100.0%;
jupyterthemes;https://github.com/dunovank/jupyter-themes;False;https://github.com/dunovank/jupyter-themes;https://github.com/dunovank/jupyter-themes;https://github.com/dunovank/jupyter-themes;https://github.com/dunovank/jupyter-themes;100%;False;1/14;Different;True;1437/1437;False;False;False;4.5%;CSS (65.5%) - Less (14.6%) - Jupyter (Notebook%) - HTML (3.8%) - JavaScript (0.3%)
python-termstyle;https://github.com/python-termstyle/python-termstyle;True;;;;;0%;True;16/16;Different;False;900/900;False;False;False;0%;
gluoncv;https://github.com/dmlc/gluon-cv;False;https://github.com/dmlc/gluon-cv;https://github.com/dmlc/gluon-cv;https://github.com/dmlc/gluon-cv;https://github.com/dmlc/gluon-cv;100%;False;1/8;Different;True;1039/1429;False;False;True;95.0%;C++ (4.9%) - Other (0.1%)
flyteidl;https://github.com/lyft/flyteidl;False;https://github.com/lyft/flyteidl;;https://github.com/lyft/flyteidl;https://github.com/lyft/flyteidl;66%;False;0/8;Equal;True;762/762;False;False;False;31.8%;Go (56.6%) - Shell (9.4%) - Makefile (2.2%)
flup;https://github.com/flup/flup;True;;;;;0%;True;4/4;Different;False;0/0;False;False;False;0%;
django-wkhtmltopdf;https://github.com/incuna/django-wkhtmltopdf;False;https://github.com/incuna/django-wkhtmltopdf;https://github.com/incuna/django-wkhtmltopdf;https://github.com/incuna/django-wkhtmltopdf;https://github.com/incuna/django-wkhtmltopdf;100%;False;0/18;Equal;True;19/1026;False;True;True;98.4%;HTML (1.1%) - Makefile (0.5%)
lyricwikia;https://github.com/enricobacis/lyricwikia;False;https://github.com/enricobacis/lyricwikia;https://github.com/enricobacis/lyricwikia;https://github.com/enricobacis/lyricwikia;https://github.com/enricobacis/lyricwikia;100%;False;0/10;Equal;True;405/1438;False;False;False;96.2%;Makefile (3.8%)
teradata;https://github.com/teradata/pytd;False;https://github.com/teradata/pytd;https://github.com/teradata/pytd;https://github.com/teradata/pytd;https://github.com/teradata/pytd;100%;False;7/8;Different;True;1010/1017;False;False;False;98.6%;Shell (1.4%)
qdarkstyle;https://github.com/colinduquesnoy/qdarkstylesheet;False;https://github.com/colinduquesnoy/qdarkstylesheet;https://github.com/colinduquesnoy/qdarkstylesheet;https://github.com/colinduquesnoy/qdarkstylesheet;https://github.com/colinduquesnoy/qdarkstylesheet;100%;False;5/15;Substring;True;1025/1424;https://github.com/readthedocs/sphinx_rtd_theme;False;True;79.9%;CSS (19.4%) - Shell (0.7%)
tox-battery;https://github.com/signalpillar/tox-battery;False;https://github.com/signalpillar/tox-battery;https://github.com/signalpillar/tox-battery;https://github.com/signalpillar/tox-battery;https://github.com/signalpillar/tox-battery;100%;False;0/11;Equal;True;0/473;False;True;False;99.0%;Makefile (1.0%)
infi-clickhouse-orm;https://github.com/infinidat/infi.clickhouse_orm;False;https://github.com/infinidat/infi.clickhouse_orm;https://github.com/infinidat/infi.clickhouse_orm;https://github.com/infinidat/infi.clickhouse_orm;https://github.com/infinidat/infi.clickhouse_orm;100%;False;2/19;Different;True;1462/1462;False;False;False;99.6%;Shell (0.4%)
tensor2tensor;https://github.com/tensorflow/tensor2tensor;False;https://github.com/tensorflow/tensor2tensor;https://github.com/tensorflow/tensor2tensor;https://github.com/tensorflow/tensor2tensor;https://github.com/tensorflow/tensor2tensor;100%;False;0/13;Equal;True;1076/1428;False;False;False;62.9%;Jupyter (Notebook%) - Other (1.7%)
spotdl;https://github.com/ritiek/spotify-downloader;False;https://github.com/spotdl/spotify-downloader;https://github.com/spotdl/spotify-downloader;https://github.com/spotdl/spotify-downloader;https://github.com/spotdl/spotify-downloader;100%;True;12/18;Different;True;0/1437;False;True;True;99.0%;Shell (1.0%)
pingparsing;https://github.com/thombashi/pingparsing;False;https://github.com/thombashi/pingparsing;https://github.com/thombashi/pingparsing;https://github.com/thombashi/pingparsing;https://github.com/thombashi/pingparsing;100%;False;0/11;Equal;True;2/1416;False;True;True;99.5%;Makefile (0.5%)
django-hosts;https://github.com/jazzband/django-hosts;False;https://github.com/jazzband/django-hosts;https://github.com/jazzband/django-hosts;https://github.com/jazzband/django-hosts;https://github.com/jazzband/django-hosts;100%;False;0/12;Equal;False;31/1454;True;True;True;99.6%;Makefile (0.4%)
cx-freeze;https://github.com/marcelotduarte/cx_freeze;False;https://github.com/marcelotduarte/cx_freeze;https://github.com/marcelotduarte/cx_freeze;https://github.com/marcelotduarte/cx_freeze;https://github.com/marcelotduarte/cx_freeze;100%;False;1/9;Different;True;0/1128;https://github.com/readthedocs/sphinx_rtd_theme;False;False;83.1%;C (16.9%)
f5-sdk;https://github.com/f5networks/f5-common-python;False;https://github.com/f5networks/f5-common-python;https://github.com/f5networks/f5-common-python;https://github.com/f5networks/f5-common-python;https://github.com/f5networks/f5-common-python;100%;False;13/16;Different;True;1450/1450;False;False;False;99.6%;Other (0.4%)
cgroupspy;https://github.com/cloudsigma/cgroupspy;False;https://github.com/cloudsigma/cgroupspy;https://github.com/cloudsigma/cgroupspy;https://github.com/cloudsigma/cgroupspy;https://github.com/cloudsigma/cgroupspy;100%;False;0/9;Equal;True;284/1499;False;False;False;100.0%;
line-bot-sdk;https://github.com/line/line-bot-sdk-python;False;https://github.com/line/line-bot-sdk-python;https://github.com/line/line-bot-sdk-python;https://github.com/line/line-bot-sdk-python;https://github.com/line/line-bot-sdk-python;100%;False;7/19;Substring;True;63/1436;https://github.com/readthedocs/sphinx_rtd_theme;True;False;100.0%;
zxcvbn-python;https://github.com/dwolfhub/zxcvbn-python;False;https://github.com/dwolfhub/zxcvbn-python;https://github.com/dwolfhub/zxcvbn-python;https://github.com/dwolfhub/zxcvbn-python;https://github.com/dwolfhub/zxcvbn-python;100%;False;0/13;Equal;True;287/1452;False;True;False;100.0%;
django-hijack-admin;https://github.com/arteria/django-hijack;False;;;https://github.com/arteria/django-hijack;https://github.com/arteria/django-hijack;33%;False;6/19;Substring;False;764/764;False;False;https://pypi.org/project/django-hijack;91.2%;CSS (5.3%) - HTML (3.5%)
sqlalchemy-postgres-copy;https://github.com/jmcarp/sqlalchemy-postgres-copy;False;https://github.com/jmcarp/sqlalchemy-postgres-copy;https://github.com/jmcarp/sqlalchemy-postgres-copy;https://github.com/jmcarp/sqlalchemy-postgres-copy;https://github.com/jmcarp/sqlalchemy-postgres-copy;100%;False;0/24;Equal;True;1157/1499;False;False;False;100.0%;
hydra-core;https://github.com/facebookresearch/hydra;False;https://github.com/facebookresearch/hydra;https://github.com/facebookresearch/hydra;https://github.com/facebookresearch/hydra;https://github.com/facebookresearch/hydra;100%;False;5/10;Substring;True;386/1088;False;https://github.com/psf/black;True;96.4%;JavaScript (1.7%) - ANTLR (0.5%) - Jupyter (Notebook%) - CSS (0.3%) - Shell (0.2%) - Other (0.4%)
django-babel;https://github.com/python-babel/django-babel;False;https://github.com/python-babel/django-babel;;https://github.com/python-babel/django-babel;https://github.com/python-babel/django-babel;66%;False;0/12;Equal;True;4/1466;False;False;False;100.0%;
python-qpid-proton;https://github.com/python-qpid-proton/python-qpid-proton;True;;;;;0%;True;18/18;Different;False;0/0;False;False;False;0%;
pybs;https://github.com/henriksu/pybs;False;https://github.com/henriksu/pybs;https://github.com/henriksu/pybs;https://github.com/henriksu/pybs;https://github.com/henriksu/pybs;100%;False;0/4;Equal;True;7/7;False;False;False;56.6%;Jupyter (Notebook%)
hap-python;https://github.com/ikalchev/hap-python;False;https://github.com/ikalchev/hap-python;https://github.com/ikalchev/hap-python;https://github.com/ikalchev/hap-python;https://github.com/ikalchev/hap-python;100%;False;0/10;Equal;True;0/1465;https://github.com/readthedocs/sphinx_rtd_theme;True;True;99.6%;Shell (0.4%)
textstat;https://github.com/shivam5992/textstat;False;https://github.com/shivam5992/textstat;https://github.com/shivam5992/textstat;https://github.com/shivam5992/textstat;https://github.com/shivam5992/textstat;100%;False;0/8;Equal;True;1/1456;False;True;True;99.0%;Makefile (1.0%)
pyhumps;https://github.com/nficano/humps;False;https://github.com/nficano/humps;https://github.com/nficano/humps;https://github.com/nficano/humps;https://github.com/nficano/humps;100%;False;2/7;Substring;True;268/1452;False;False;True;92.7%;Makefile (7.3%)
riemann-client;https://github.com/borntyping/python-riemann-client;False;https://github.com/borntyping/python-riemann-client;https://github.com/borntyping/python-riemann-client;https://github.com/borntyping/python-riemann-client;https://github.com/borntyping/python-riemann-client;100%;False;7/21;Substring;True;1201/1499;False;False;True;97.7%;Protocol (Buffer%)
fastrlock;https://github.com/scoder/fastrlock;False;https://github.com/scoder/fastrlock;https://github.com/scoder/fastrlock;https://github.com/scoder/fastrlock;https://github.com/scoder/fastrlock;100%;False;0/9;Equal;True;1/1474;False;False;False;75.8%;Batchfile (13.4%) - Makefile (10.2%) - C (0.6%)
sphinx-markdown-builder;https://github.com/codejamninja/sphinx-markdown-builder;False;https://github.com/codejamninja/sphinx-markdown-builder;https://github.com/codejamninja/sphinx-markdown-builder;https://github.com/codejamninja/sphinx-markdown-builder;https://github.com/codejamninja/sphinx-markdown-builder;100%;False;0/23;Equal;True;0/1019;False;True;True;97.3%;Makefile (2.5%) - Shell (0.2%)
talon;https://github.com/mailgun/talon;False;https://github.com/mailgun/talon;https://github.com/mailgun/talon;https://github.com/mailgun/talon;https://github.com/mailgun/talon;100%;False;0/5;Equal;True;14/1449;False;False;False;100.0%;
ansible-modules-hashivault;https://github.com/terryhowe/ansible-modules-hashivault;False;https://github.com/terryhowe/ansible-modules-hashivault;https://github.com/terryhowe/ansible-modules-hashivault;https://github.com/terryhowe/ansible-modules-hashivault;https://github.com/terryhowe/ansible-modules-hashivault;100%;False;0/26;Equal;True;54/1462;False;True;True;97.5%;Shell (2.1%) - Other (0.4%)
