Package name;Old URL;Useless;Metadata URL;PyPI URL;OSSGadget URL;Final URL;Accuracy;Different;Names Lev. dist.;Names Similarity;Statistics;Descr. Lev. dist.;Readthedocs;GitHub badge;PyPI badge;Python lang. perc.;Other languages
sentry-sdk;https://github.com/getsentry/sentry-python;False;https://github.com/getsentry/sentry-python;https://github.com/getsentry/sentry-python;https://github.com/getsentry/sentry-python;https://github.com/getsentry/sentry-python;100%;False;6/13;Different;True;0/577;False;True;True;99.6%;Other (0.4%)
snowballstemmer;https://github.com/snowballstem/snowball;False;https://github.com/snowballstem/snowball;https://github.com/snowballstem/snowball;https://github.com/snowballstem/snowball;https://github.com/snowballstem/snowball;100%;False;7/15;Substring;True;1156/1476;False;False;False;2.8%;C (73.3%) - Ada (5.3%) - C# (4.0%) - Makefile (4.0%) - Rust (2.7%) - Other (7.9%)
pandas-gbq;https://github.com/pydata/pandas-gbq;False;https://github.com/pydata/pandas-gbq;https://github.com/pydata/pandas-gbq;https://github.com/pydata/pandas-gbq;https://github.com/pydata/pandas-gbq;100%;False;0/10;Equal;True;10/407;https://github.com/readthedocs/sphinx_rtd_theme;https://github.com/psf/black;True;99.2%;Shell (0.8%)
sortedcontainers;https://github.com/grantjenks/python-sortedcontainers;False;https://github.com/grantjenks/python-sortedcontainers;https://github.com/quantopian/zipline;https://github.com/grantjenks/python-sortedcontainers;https://github.com/grantjenks/python-sortedcontainers;66%;False;7/23;Substring;False;56/1464;False;False;False;98.3%;Shell (1.7%)
text-unidecode;https://github.com/kmike/text-unidecode;False;https://github.com/kmike/text-unidecode;;https://github.com/kmike/text-unidecode;https://github.com/kmike/text-unidecode;66%;False;0/14;Equal;True;16/663;False;True;False;92.1%;Perl (7.9%)
xgboost;https://github.com/dmlc/xgboost;False;https://github.com/dmlc/xgboost;https://github.com/dmlc/xgboost;https://github.com/dmlc/xgboost;https://github.com/dmlc/xgboost;100%;False;0/7;Equal;True;1314/1421;https://github.com/kongzii/swiftxgboost;False;True;17.9%;C++ (43.0%) - Cuda (16.3%) - Scala (9.0%) - R (7.7%) - Java (3.7%) - Other (2.4%)
kombu;https://github.com/kombu/kombu;True;;;;;0%;True;5/5;Different;False;0/0;False;False;False;0%;
amqp;https://github.com/celery/py-amqp;False;https://github.com/celery/py-amqp;https://github.com/celery/py-amqp;https://github.com/celery/py-amqp;https://github.com/celery/py-amqp;100%;False;3/7;Substring;True;1426/1426;False;False;True;97.2%;Dockerfile (1.4%) - Makefile (1.1%) - Shell (0.3%)
netaddr;https://github.com/drkjam/netaddr;False;https://github.com/drkjam/netaddr;;https://github.com/drkjam/netaddr;https://github.com/drkjam/netaddr;66%;False;0/7;Equal;True;8/1011;https://github.com/readthedocs/sphinx_rtd_theme;True;True;99.3%;Makefile (0.7%)
tensorflow-model-analysis;https://github.com/tensorflow/model-analysis;False;;https://github.com/tensorflow/model-analysis;https://github.com/tensorflow/model-analysis;https://github.com/tensorflow/model-analysis;66%;False;11/25;Substring;True;1/1465;False;True;True;62.2%;JavaScript (35.4%) - HTML (2.1%) - Other (0.3%)
kubernetes;https://github.com/kubernetes-client/python;False;https://github.com/kubernetes-client/python;https://github.com/kubernetes-client/python;https://github.com/kubernetes-client/python;https://github.com/kubernetes-client/python;100%;False;9/10;Different;True;1397/1446;False;False;True;99.9%;Other (0.1%)
openpyxl;https://github.com/openpyxl/openpyxl;True;;;;;0%;True;8/8;Different;False;1034/1034;False;False;False;0%;
tensorflow-data-validation;https://github.com/tensorflow/data-validation;False;;https://github.com/tensorflow/data-validation;https://github.com/tensorflow/data-validation;https://github.com/tensorflow/data-validation;66%;False;11/26;Substring;True;0/1463;False;True;True;63.4%;C++ (35.5%) - Other (1.1%)
fsspec;https://github.com/intake/filesystem_spec;False;https://github.com/intake/filesystem_spec;https://github.com/intake/filesystem_spec;https://github.com/intake/filesystem_spec;https://github.com/intake/filesystem_spec;100%;False;9/15;Different;True;2/1470;https://github.com/bitprophet/alabaster;False;False;100.0%;
pydata-google-auth;https://github.com/pydata/pydata-google-auth;False;https://github.com/pydata/pydata-google-auth;https://github.com/pydata/pydata-google-auth;https://github.com/pydata/pydata-google-auth;https://github.com/pydata/pydata-google-auth;100%;False;0/18;Equal;True;18/886;https://github.com/readthedocs/sphinx_rtd_theme;False;True;100.0%;
thrift;https://github.com/thrift/thrift;True;https://github.com/apache/thrift;;;https://github.com/apache/thrift;33%;True;0/6;Equal;False;761/1441;False;False;False;0%;C++ (33.3%) - Java (8.3%) - C (7.3%) - D (4.7%) - Go (4.7%) - Pascal (4.2%) - Other (37.5%)
mozrunner;https://github.com/mozrunner/mozrunner;True;;;;;0%;True;9/9;Different;False;62/62;False;False;False;0%;
keras;https://github.com/keras-team/keras;False;https://github.com/keras-team/keras;https://github.com/keras-team/keras;https://github.com/keras-team/keras;https://github.com/keras-team/keras;100%;False;0/5;Equal;True;199/269;False;False;False;97.7%;Starlark (2.2%) - Shell (0.1%)
ruamel-yaml-clib;https://github.com/ruamel-yaml-clib/ruamel-yaml-clib;True;;;;;0%;True;16/16;Different;False;625/625;False;False;False;0%;
plotly;https://github.com/plotly/plotly.py;False;https://github.com/plotly/plotly.py;https://github.com/plotly/plotly.py;https://github.com/plotly/orca;https://github.com/plotly/plotly.py;66%;False;3/9;Substring;True;20/1430;False;False;True;76.5%;JavaScript (22.7%) - PostScript (0.8%) - TypeScript (0.0%) - Shell (0.0%) - CSS (0.0%)
celery;https://github.com/celery/celery;False;https://github.com/celery/celery;https://github.com/celery/celery;https://github.com/celery/celery;https://github.com/celery/celery;100%;False;0/6;Equal;True;5/1458;False;True;True;98.2%;Shell (1.2%) - Other (0.6%)
snowflake-connector-python;https://github.com/snowflakedb/snowflake-connector-python;False;https://github.com/snowflakedb/snowflake-connector-python;https://github.com/snowflakedb/snowflake-connector-python;https://github.com/snowflakedb/snowflake-connector-python;https://github.com/snowflakedb/snowflake-connector-python;100%;False;0/26;Equal;True;1014/1448;False;False;True;92.9%;C++ (5.1%) - Shell (1.1%) - Other (0.9%)
gitdb;https://github.com/gitpython-developers/gitdb;False;https://github.com/gitpython-developers/gitdb;https://github.com/gitpython-developers/gitdb;https://github.com/gitpython-developers/gitdb;https://github.com/gitpython-developers/gitdb;100%;False;0/5;Equal;True;971/1011;False;False;True;99.0%;Other (1.0%)
ijson;https://github.com/icrar/ijson;False;https://github.com/icrar/ijson;https://github.com/icrar/ijson;https://github.com/icrar/ijson;https://github.com/icrar/ijson;100%;False;0/5;Equal;True;1303/1421;https://github.com/readthedocs/sphinx_rtd_theme;True;True;57.7%;C (38.7%) - C++ (3.4%) - Shell (0.2%)
billiard;https://github.com/celery/billiard;False;https://github.com/celery/billiard;https://github.com/celery/billiard;https://github.com/celery/billiard;https://github.com/celery/billiard;100%;False;0/8;Equal;True;1158/1469;False;False;True;84.7%;C (13.6%) - Other (1.7%)
apache-beam;https://github.com/apache-beam/apache-beam;True;;;;;0%;True;11/11;Different;False;257/257;False;False;False;0%;
jdcal;https://github.com/phn/jdcal;False;https://github.com/phn/jdcal;https://github.com/phn/jdcal;https://github.com/phn/jdcal;https://github.com/phn/jdcal;100%;False;0/5;Equal;True;14/1470;False;True;False;100.0%;
mysqlclient;https://github.com/pymysql/mysqlclient-python;False;https://github.com/pymysql/mysqlclient;https://github.com/pymysql/mysqlclient;https://github.com/pymysql/mysqlclient;https://github.com/pymysql/mysqlclient;100%;True;0/11;Equal;True;112/1459;https://github.com/readthedocs/sphinx_rtd_theme;True;False;65.3%;C (34.6%) - Makefile (0.1%)
sphinx;https://github.com/sphinx-doc/sphinx;False;https://github.com/sphinx-doc/sphinx;https://github.com/sphinx-doc/sphinx;https://github.com/sphinx-doc/sphinx;https://github.com/sphinx-doc/sphinx;100%;False;0/6;Equal;True;17/1463;False;True;True;88.3%;JavaScript (6.4%) - TeX (3.6%) - HTML (0.9%) - CSS (0.4%) - Common (Lisp%) - Other (0.1%)
sklearn;https://github.com/sklearn/sklearn;True;;;;;0%;True;7/7;Different;False;25/25;False;False;False;0%;
unidecode;https://github.com/avian2/unidecode;False;;https://github.com/miurahr/unihandecode;https://github.com/avian2/unidecode;https://github.com/avian2/unidecode;33%;False;0/9;Equal;False;112/1478;False;False;False;99.9%;Perl (0.1%)
google-cloud-pubsub;https://github.com/googleapis/python-pubsub;False;https://github.com/googleapis/python-pubsub;https://github.com/googleapis/python-pubsub;https://github.com/googleapis/python-pubsub;https://github.com/googleapis/python-pubsub;100%;False;11/19;Different;True;81/1460;https://github.com/googleapis/google-auth-library-python;https://github.com/googleapis/google-cloud-python;True;97.9%;Shell (1.9%) - Dockerfile (0.2%)
mozlog;https://github.com/mozlog/mozlog;True;;;;;0%;True;6/6;Different;False;62/62;False;False;False;0%;
virtualenv-clone;https://github.com/edwardgeorge/virtualenv-clone;False;https://github.com/edwardgeorge/virtualenv-clone;https://github.com/edwardgeorge/virtualenv-clone;https://github.com/edwardgeorge/virtualenv-clone;https://github.com/edwardgeorge/virtualenv-clone;100%;False;0/16;Equal;True;0/1415;False;True;False;100.0%;
gcsfs;https://github.com/dask/gcsfs;False;https://github.com/dask/gcsfs;https://github.com/dask/gcsfs;https://github.com/dask/gcsfs;https://github.com/dask/gcsfs;100%;False;0/5;Equal;True;5/88;https://github.com/readthedocs/sphinx_rtd_theme;True;False;100.0%;
et-xmlfile;https://github.com/et-xmlfile/et-xmlfile;True;;;;;0%;True;10/10;Different;False;846/846;False;False;False;0%;
mypy-extensions;https://github.com/python/mypy_extensions;False;https://github.com/python/mypy_extensions;https://github.com/python/mypy_extensions;https://github.com/python/mypy_extensions;https://github.com/python/mypy_extensions;100%;False;1/15;Different;True;19/150;False;False;False;100.0%;
lockfile;https://github.com/lockfile/lockfile;True;;;;;0%;True;8/8;Different;False;1469/1469;False;False;False;0%;
djangorestframework;https://github.com/encode/django-rest-framework;False;;https://github.com/encode/django-rest-framework;https://github.com/encode/django-rest-framework;https://github.com/encode/django-rest-framework;66%;False;2/21;Different;True;0/1455;False;True;True;90.9%;HTML (5.5%) - CSS (2.5%) - JavaScript (1.1%)
tox;https://github.com/tox-dev/tox;False;https://github.com/tox-dev/tox;https://github.com/tox-dev/tox;https://github.com/tox-dev/tox;https://github.com/tox-dev/tox;100%;False;0/3;Equal;True;0/1449;True;https://github.com/psf/black;True;100.0%;
lightgbm;https://github.com/microsoft/lightgbm;False;https://github.com/microsoft/lightgbm;https://github.com/microsoft/lightgbm;https://github.com/microsoft/lightgbm;https://github.com/microsoft/lightgbm;100%;False;0/8;Equal;True;1184/1471;https://github.com/readthedocs/sphinx_rtd_theme;True;True;21.5%;C++ (55.3%) - R (13.3%) - C (4.5%) - Cuda (1.6%) - Shell (1.3%) - Other (2.5%)
argcomplete;https://github.com/kislyuk/argcomplete;False;https://github.com/kislyuk/argcomplete;https://github.com/kislyuk/argcomplete;https://github.com/kislyuk/argcomplete;https://github.com/kislyuk/argcomplete;100%;False;0/11;Equal;True;94/1464;False;True;True;97.2%;Makefile (2.5%) - Shell (0.3%)
shapely;https://github.com/toblerity/shapely;False;https://github.com/toblerity/shapely;https://github.com/toblerity/shapely;https://github.com/toblerity/shapely;https://github.com/toblerity/shapely;100%;False;0/7;Equal;True;13/1455;False;True;False;99.1%;Other (0.9%)
oscrypto;https://github.com/wbond/oscrypto;False;https://github.com/wbond/oscrypto;https://github.com/wbond/oscrypto;https://github.com/wbond/oscrypto;https://github.com/wbond/oscrypto;100%;False;0/8;Equal;True;0/1406;False;True;True;100.0%;
opt-einsum;https://github.com/dgasmith/opt_einsum;False;https://github.com/dgasmith/opt_einsum;https://github.com/dgasmith/opt_einsum;https://github.com/dgasmith/opt_einsum;https://github.com/dgasmith/opt_einsum;100%;False;1/10;Different;True;35/1454;True;True;True;98.9%;Other (1.1%)
arrow;https://github.com/arrow-py/arrow;False;https://github.com/arrow-py/arrow;https://github.com/arrow-py/arrow;https://github.com/arrow-py/arrow;https://github.com/arrow-py/arrow;100%;False;0/5;Equal;True;84/1468;True;True;True;99.8%;Makefile (0.2%)
pyodbc;https://github.com/mkleehammer/pyodbc;False;https://github.com/mkleehammer/pyodbc;https://github.com/mkleehammer/pyodbc;https://github.com/mkleehammer/pyodbc;https://github.com/mkleehammer/pyodbc;100%;False;0/6;Equal;True;0/574;False;True;True;62.5%;C++ (31.9%) - C (3.4%) - Batchfile (1.2%) - Other (1.0%)
statsmodels;https://github.com/statsmodels/statsmodels;False;https://github.com/statsmodels/statsmodels;https://github.com/statsmodels/statsmodels;https://github.com/statsmodels/statsmodels;https://github.com/statsmodels/statsmodels;100%;False;0/11;Equal;True;2/1451;False;True;True;93.8%;AGS (Script%) - HTML (1.0%) - R (0.7%) - MATLAB (0.7%) - Stata (0.4%) - Other (0.3%)
azure-mgmt-resource;https://github.com/azure/azure-sdk-for-python;False;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;100%;False;13/20;Different;True;1172/1479;False;False;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%)
databricks-cli;https://github.com/databricks/databricks-cli;False;https://github.com/databricks/databricks-cli;https://github.com/databricks/databricks-cli;https://github.com/databricks/databricks-cli;https://github.com/databricks/databricks-cli;100%;False;0/14;Equal;True;29/1467;False;True;False;100.0%;
vine;https://github.com/celery/vine;False;https://github.com/celery/vine;https://github.com/celery/vine;https://github.com/celery/vine;https://github.com/celery/vine;100%;False;0/4;Equal;True;277/439;False;True;True;90.2%;Makefile (9.8%)
pipenv;https://github.com/pypa/pipenv;False;https://github.com/pypa/pipenv;https://github.com/pypa/pipenv;https://github.com/pypa/pipenv;https://github.com/pypa/pipenv;100%;False;0/6;Equal;True;0/1452;False;False;True;97.6%;Roff (2.3%) - Makefile (0.1%) - PowerShell (0.0%) - Shell (0.0%) - HTML (0.0%)
ecdsa;https://github.com/warner/python-ecdsa;False;https://github.com/warner/python-ecdsa;https://github.com/warner/python-ecdsa;https://github.com/warner/python-ecdsa;https://github.com/warner/python-ecdsa;100%;False;7/12;Substring;True;504/1469;False;True;True;100.0%;
black;https://github.com/psf/black;False;https://github.com/psf/black;https://github.com/psf/black;https://github.com/psf/black;https://github.com/psf/black;100%;False;0/5;Equal;True;77/1459;https://github.com/readthedocs/sphinx_rtd_theme;True;True;99.9%;Other (0.1%)
docker-pycreds;https://github.com/shin-/dockerpy-creds;False;https://github.com/shin-/dockerpy-creds;https://github.com/shin-/dockerpy-creds;https://github.com/shin-/dockerpy-creds;https://github.com/shin-/dockerpy-creds;100%;False;2/14;Different;True;264/800;False;False;False;91.0%;Dockerfile (7.1%) - Shell (1.9%)
fasteners;https://github.com/harlowja/fasteners;False;https://github.com/harlowja/fasteners;https://github.com/harlowja/fasteners;https://github.com/harlowja/fasteners;https://github.com/harlowja/fasteners;100%;False;0/9;Equal;True;0/1440;False;False;True;100.0%;
alabaster;https://github.com/bitprophet/alabaster;False;https://github.com/bitprophet/alabaster;;https://github.com/bitprophet/alabaster;https://github.com/bitprophet/alabaster;66%;False;0/9;Equal;False;19/624;True;False;False;45.8%;HTML (53.9%) - CSS (0.3%)
imagesize;https://github.com/shibukawa/imagesize_py;False;https://github.com/shibukawa/imagesize_py;https://github.com/shibukawa/imagesize_py;https://github.com/shibukawa/imagesize_py;https://github.com/shibukawa/imagesize_py;100%;False;3/12;Substring;True;1323/1431;False;False;False;100.0%;
azure-mgmt-storage;https://github.com/azure/azure-sdk-for-python;False;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;100%;False;13/20;Different;True;1174/1479;False;False;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%)
python-jose;https://github.com/mpdavis/python-jose;False;https://github.com/mpdavis/python-jose;https://github.com/mpdavis/python-jose;https://github.com/mpdavis/python-jose;https://github.com/mpdavis/python-jose;100%;False;0/11;Equal;True;21/1458;https://github.com/readthedocs/sphinx_rtd_theme;True;False;100.0%;
graphviz;https://github.com/xflr6/graphviz;False;https://github.com/xflr6/graphviz;https://github.com/xflr6/graphviz;https://github.com/xflr6/graphviz;https://github.com/xflr6/graphviz;100%;False;0/8;Equal;True;19/1456;True;True;True;100.0%;
dask;https://github.com/dask/dask;False;https://github.com/dask/dask;;https://github.com/dask/dask;https://github.com/dask/dask;66%;False;0/4;Equal;True;4/142;False;True;True;99.9%;Other (0.1%)
pytest-mock;https://github.com/ambv/black;False;https://github.com/pytest-dev/pytest-mock;https://github.com/psf/black;https://github.com/pytest-dev/pytest-mock;https://github.com/pytest-dev/pytest-mock;66%;True;0/11;Equal;True;29/1436;False;True;True;100.0%;
backports-ssl-match-hostname;https://github.com/backports-ssl-match-hostname/backports-ssl-match-hostname;True;;;;;0%;True;28/28;Different;False;1499/1499;False;False;False;0%;
pyhamcrest;https://github.com/hamcrest/pyhamcrest;False;https://github.com/hamcrest/pyhamcrest;https://github.com/hamcrest/pyhamcrest;https://github.com/hamcrest/pyhamcrest;https://github.com/hamcrest/pyhamcrest;100%;False;0/10;Equal;True;29/1465;https://github.com/readthedocs/sphinx_rtd_theme;True;True;98.5%;Other (1.5%)
pytest-forked;https://github.com/pytest-dev/pytest-forked;False;https://github.com/pytest-dev/pytest-forked;https://github.com/pytest-dev/pytest-forked;https://github.com/pytest-dev/pytest-forked;https://github.com/pytest-dev/pytest-forked;100%;False;0/13;Equal;True;1174/1174;False;False;False;100.0%;
backports-weakref;https://github.com/pjdelport/backports.weakref;False;https://github.com/pjdelport/backports.weakref;https://github.com/pjdelport/backports.weakref;https://github.com/pjdelport/backports.weakref;https://github.com/pjdelport/backports.weakref;100%;False;1/17;Different;True;248/248;False;True;True;100.0%;
imageio;https://github.com/imageio/imageio;False;https://github.com/imageio/imageio;https://github.com/imageio/imageio;https://github.com/imageio/imageio;https://github.com/imageio/imageio;100%;False;0/7;Equal;True;1012/1445;https://github.com/readthedocs/sphinx_rtd_theme;False;True;99.4%;PowerShell (0.6%)
scikit-image;https://github.com/scikit-image/scikit-image;False;https://github.com/scikit-image/scikit-image;https://github.com/scikit-image/scikit-image;https://github.com/scikit-image/scikit-image;https://github.com/scikit-image/scikit-image;100%;False;0/12;Equal;True;0/1454;False;False;False;92.3%;C (6.2%) - C++ (1.2%) - Other (0.3%)
hdfs;https://github.com/mtth/hdfs;False;https://github.com/mtth/hdfs;https://github.com/conda-forge/python-hdfs-feedstock;https://github.com/mtth/hdfs;https://github.com/mtth/hdfs;66%;False;0/4;Equal;False;1/1439;True;True;True;98.5%;Shell (1.5%)
tenacity;https://github.com/jd/tenacity;False;https://github.com/jd/tenacity;https://github.com/jd/tenacity;https://github.com/jd/tenacity;https://github.com/jd/tenacity;100%;False;0/8;Equal;True;1313/1429;False;False;True;100.0%;
iso8601;https://github.com/iso8601/iso8601;True;https://github.com/micktwomey/pyiso8601;https://github.com/micktwomey/pyiso8601;https://github.com/micktwomey/pyiso8601;https://github.com/micktwomey/pyiso8601;100%;True;2/9;Substring;True;8/1446;False;False;False;100.0%;
setuptools-scm;https://github.com/pypa/setuptools_scm;False;https://github.com/pypa/setuptools_scm;;https://github.com/pypa/setuptools_scm;https://github.com/pypa/setuptools_scm;66%;False;1/14;Different;True;1/1462;https://github.com/bitprophet/alabaster;True;False;99.4%;Shell (0.6%)
flask-cors;https://github.com/corydolphin/flask-cors;False;https://github.com/corydolphin/flask-cors;https://github.com/corydolphin/flask-cors;https://github.com/corydolphin/flask-cors;https://github.com/corydolphin/flask-cors;100%;False;0/10;Equal;True;22/1464;False;True;True;100.0%;
inflection;https://github.com/jpvanhal/inflection;False;https://github.com/jpvanhal/inflection;https://github.com/jpvanhal/inflection;https://github.com/jpvanhal/inflection;https://github.com/jpvanhal/inflection;100%;False;0/10;Equal;True;11/280;https://github.com/readthedocs/sphinx_rtd_theme;True;False;100.0%;
python-dotenv;https://github.com/theskumar/python-dotenv;False;https://github.com/theskumar/python-dotenv;https://github.com/theskumar/python-dotenv;https://github.com/theskumar/python-dotenv;https://github.com/theskumar/python-dotenv;100%;False;0/13;Equal;True;1161/1460;False;True;True;98.8%;Makefile (1.2%)
discord-py;https://github.com/rapptz/discord.py;False;https://github.com/rapptz/discord.py;https://github.com/rapptz/discord.py;https://github.com/rapptz/discord.py;https://github.com/rapptz/discord.py;100%;False;1/10;Different;True;17/1441;True;False;True;100.0%;
twisted;https://github.com/twisted/twisted;False;https://github.com/twisted/twisted;https://github.com/twisted/twisted;https://github.com/twisted/twisted;https://github.com/twisted/twisted;100%;False;0/7;Equal;True;31/1467;False;True;True;99.7%;Other (0.3%)
hvac;https://github.com/hvac/hvac;False;https://github.com/hvac/hvac;https://github.com/hvac/hvac;https://github.com/hvac/hvac;https://github.com/hvac/hvac;100%;False;0/4;Equal;True;0/547;https://github.com/readthedocs/sphinx_rtd_theme;True;True;99.5%;Other (0.5%)
flask-sqlalchemy;https://github.com/pallets/flask-sqlalchemy;False;https://github.com/pallets/flask-sqlalchemy;https://github.com/pallets/flask-sqlalchemy;https://github.com/pallets/flask-sqlalchemy;https://github.com/pallets/flask-sqlalchemy;100%;False;0/16;Equal;True;453/1443;False;False;False;100.0%;
aliyun-python-sdk-core;https://github.com/aliyun/aliyun-openapi-python-sdk;False;https://github.com/aliyun/aliyun-openapi-python-sdk;https://github.com/aliyun/aliyun-openapi-python-sdk;https://github.com/aliyun/aliyun-openapi-python-sdk;https://github.com/aliyun/aliyun-openapi-python-sdk;100%;False;13/25;Different;True;1232/1460;False;False;True;100.0%;
unicodecsv;https://github.com/jdunck/python-unicodecsv;False;https://github.com/jdunck/python-unicodecsv;https://github.com/jdunck/python-unicodecsv;https://github.com/jdunck/python-unicodecsv;https://github.com/jdunck/python-unicodecsv;100%;False;7/17;Substring;True;34/1004;False;False;False;100.0%;
fastavro;https://github.com/fastavro/fastavro;False;https://github.com/fastavro/fastavro;https://github.com/fastavro/fastavro;https://github.com/fastavro/fastavro;https://github.com/fastavro/fastavro;100%;False;0/8;Equal;True;0/1447;https://github.com/readthedocs/sphinx_rtd_theme;True;False;98.7%;Other (1.3%)
incremental;https://github.com/twisted/incremental;False;https://github.com/twisted/incremental;https://github.com/twisted/incremental;https://github.com/twisted/incremental;https://github.com/twisted/incremental;100%;False;0/11;Equal;True;211/1462;False;False;False;98.4%;Shell (1.6%)
secretstorage;https://github.com/mitya57/secretstorage;False;https://github.com/mitya57/secretstorage;https://github.com/mitya57/secretstorage;https://github.com/mitya57/secretstorage;https://github.com/mitya57/secretstorage;100%;False;0/13;Equal;True;0/1454;True;True;False;100.0%;
google-cloud-datastore;https://github.com/googleapis/python-datastore;False;https://github.com/googleapis/python-datastore;https://github.com/googleapis/python-datastore;https://github.com/googleapis/python-datastore;https://github.com/googleapis/python-datastore;100%;False;11/22;Different;True;79/1449;False;https://github.com/googleapis/google-cloud-python;True;96.3%;Shell (3.3%) - Dockerfile (0.4%)
aliyun-python-sdk-ecs;https://github.com/aliyun-python-sdk-ecs/aliyun-python-sdk-ecs;True;;;;;0%;True;21/21;Different;False;276/276;False;False;False;0%;
execnet;https://github.com/python/black;False;;https://github.com/python/black;https://github.com/python/black;https://github.com/python/black;66%;False;6/7;Different;False;1069/1448;https://github.com/pytest-dev/pytest-xdist;True;https://pypi.org/project/black;99.9%;Other (0.1%)
pywavelets;https://github.com/pywavelets/pywt;False;https://github.com/pywavelets/pywt;https://github.com/pywavelets/pywt;https://github.com/pywavelets/pywt;https://github.com/pywavelets/pywt;100%;False;6/10;Different;True;903/1434;False;False;False;64.8%;Objective-C (22.9%) - C (11.0%) - C++ (1.1%) - Other (0.2%)
faker;https://github.com/joke2k/faker;False;https://github.com/joke2k/faker;https://github.com/joke2k/faker;https://github.com/joke2k/faker;https://github.com/joke2k/faker;100%;False;0/5;Equal;True;1/1463;https://github.com/readthedocs/sphinx_rtd_theme;True;True;100.0%;
aliyunsdkcore;https://github.com/duangy/aliyunsdkcore;False;https://github.com/duangy/aliyunsdkcore;https://github.com/duangy/aliyunsdkcore;https://github.com/duangy/aliyunsdkcore;https://github.com/duangy/aliyunsdkcore;100%;False;0/13;Equal;True;1239/1444;False;False;False;100.0%;
aniso8601;https://github.com/aniso8601/aniso8601;True;;;;;0%;True;9/9;Different;False;1446/1446;False;False;False;0%;
google-cloud-bigtable;https://github.com/googleapis/python-bigtable;False;https://github.com/googleapis/python-bigtable;https://github.com/googleapis/python-bigtable;https://github.com/googleapis/python-bigtable;https://github.com/googleapis/python-bigtable;100%;False;11/21;Different;True;75/1443;https://github.com/readthedocs/sphinx_rtd_theme;https://github.com/googleapis/google-cloud-python;True;98.4%;Shell (1.5%) - Dockerfile (0.1%)
apipkg;https://github.com/pytest-dev/apipkg;False;https://github.com/pytest-dev/apipkg;https://github.com/pytest-dev/apipkg;https://github.com/pytest-dev/apipkg;https://github.com/pytest-dev/apipkg;100%;False;0/6;Equal;True;5/1462;False;False;False;100.0%;
raven;https://github.com/getsentry/raven-python;False;https://github.com/getsentry/raven-python;https://github.com/getsentry/raven-python;https://github.com/getsentry/raven-python;https://github.com/getsentry/raven-python;100%;False;7/12;Substring;True;1240/1450;https://github.com/grahamdumpleton/wsgiorg;False;True;99.3%;Other (0.7%)
seaborn;https://github.com/mwaskom/seaborn;False;https://github.com/mwaskom/seaborn;;https://github.com/mwaskom/seaborn;https://github.com/mwaskom/seaborn;66%;False;0/7;Equal;True;1062/1466;False;False;True;100.0%;
azure-mgmt-containerregistry;https://github.com/azure/azure-sdk-for-python;False;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;100%;False;19/28;Different;True;1161/1479;False;False;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%)
constantly;https://github.com/twisted/constantly;False;https://github.com/twisted/constantly;https://github.com/twisted/constantly;https://github.com/twisted/constantly;https://github.com/twisted/constantly;100%;False;0/10;Equal;True;193/506;False;False;False;99.2%;Shell (0.8%)
texttable;https://github.com/foutaise/texttable;False;https://github.com/foutaise/texttable;https://github.com/fgallaire/cjkwrap;https://github.com/foutaise/texttable;https://github.com/foutaise/texttable;66%;False;0/9;Equal;True;24/1460;False;False;False;100.0%;
automat;https://github.com/glyph/automat;False;https://github.com/glyph/automat;https://github.com/glyph/automat;https://github.com/glyph/automat;https://github.com/glyph/automat;100%;False;0/7;Equal;True;21/1472;https://github.com/readthedocs/sphinx_rtd_theme;True;False;100.0%;
bottle;https://github.com/bottle/bottle;True;https://github.com/bottlepy/bottle;;;https://github.com/bottlepy/bottle;33%;True;0/6;Equal;False;1132/1466;False;False;True;98.6%;Other (1.4%)
hyperlink;https://github.com/python-hyper/hyperlink;False;https://github.com/python-hyper/hyperlink;https://github.com/python-hyper/hyperlink;https://github.com/python-hyper/hyperlink;https://github.com/python-hyper/hyperlink;100%;False;0/9;Equal;True;924/1112;https://github.com/readthedocs/sphinx_rtd_theme;False;True;100.0%;
azure-mgmt-keyvault;https://github.com/azure/azure-sdk-for-python;False;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;100%;False;14/20;Different;True;1188/1479;False;False;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%)
