Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position
azure-mgmt-notificationhubs;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;16/27;Different;1153/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
azure-mgmt-subscription;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;12/23;Different;1159/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
azure-mgmt-managementpartner;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;19/28;Different;1087/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
tensorboard-plugin-wit;https://github.com/pair-code/what-if-tool;;;;https://github.com/pair-code/what-if-tool;;;;19/22;Different;1123/1462;False;0.6%;HTML (88.9%) - Jupyter (Notebook%) - TypeScript (0.2%) - JavaScript (0.2%) - Starlark (0.1%) - Other (0.1%);FP(?)
azure-kusto-data;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;;;5/18;Different;1087/1454;True;99.9%;Batchfile (0.1%);TP
parameterized;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;;;0/13;Equal;104/1443;True;100.0%;;TP
azure-mgmt-commerce;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1150/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
azure-mgmt-powerbiembedded;;;;;;;;;;;;;;;
azure-mgmt-hanaonazure;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;15/22;Different;1453/1453;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
strict-rfc3339;;;;;;;;;;;;;;;
azure-mgmt-machinelearningcompute;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;24/33;Different;1413/1413;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
heapdict;;;https://github.com/danielstutzbach/heapdict;;;;;;;;;;;;
flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/coleifer/peewee;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;0/11;Equal;1461/1461;False;63.4%;JavaScript (22.4%) - HTML (13.6%) - Other (0.6%);
tensorflow-gpu;https://github.com/tensorflow/tensorflow;;;;;https://github.com/tensorflow/tensorflow;;;4/14;Substring;533/533;https://pypi.org/project/tensorflow;26.0%;C++ (61.4%) - MLIR (3.0%) - Starlark (2.9%) - HTML (2.8%) - Go (1.2%) - Other (2.7%);
repoze-lru;;;;;;;;;;;;;;;
flask-migrate;https://github.com/miguelgrinberg/flask-migrate;https://github.com/miguelgrinberg/flask-migrate;https://github.com/miguelgrinberg/flask-migrate;https://github.com/miguelgrinberg/flask-migrate;;https://github.com/miguelgrinberg/flask-migrate;;;0/13;Equal;68/68;False;92.8%;Mako (5.3%) - Shell (1.9%);
antlr4-python3-runtime;;;;;;;;;;;;;;;
astunparse;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;;https://github.com/simonpercivall/astunparse;0/10;Equal;1438/1438;True;98.1%;Makefile (1.9%);TP
ratelimit;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;;;0/9;Equal;1451/1451;False;100.0%;;
convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;;0/11;Equal;1442/1442;False;99.6%;Makefile (0.4%);
fiona;https://github.com/toblerity/fiona;https://github.com/toblerity/fiona;;https://github.com/toblerity/fiona-rfc;https://github.com/toblerity/fiona;https://github.com/toblerity/fiona;;https://github.com/toblerity/fiona;0/5;Equal;798/1467;False;97.2%;PowerShell (1.3%) - Other (1.5%);
marshmallow-enum;;;;;;;;;;;;;;;
zict;;;;;;;;https://github.com/dask/zict;;;;;;;
azure-cli-core;https://github.com/azure/azure-cli;https://github.com/azure/azure-cli;;;https://github.com/azure/azure-cli;https://github.com/azure/azure-cli;;;5/14;Substring;1174/1457;https://pypi.org/project/azure-cli;94.2%;Roff (5.4%) - Shell (0.2%) - Batchfile (0.1%) - Rich (Text%) - Dockerfile (0.0%);
yapf;https://github.com/google/yapf;;;https://github.com/google/yapf;;;;https://github.com/google/yapf;0/4;Equal;77/1457;True;99.2%;Other (0.8%);TP
slacker;https://github.com/os/slacker;https://github.com/os/slacker;https://github.com/os/slacker;https://github.com/os/slacker;;https://github.com/os/slacker;;https://github.com/os/slacker;0/7;Equal;404/1413;True;100.0%;;TP
thrift-sasl;https://github.com/cloudera/thrift_sasl;https://github.com/cloudera/thrift_sasl;;;https://github.com/cloudera/thrift_sasl;https://github.com/cloudera/thrift_sasl;;;1/11;Different;126/216;False;100.0%;;
python-consul;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/clearcodehq/ianitor;https://github.com/cablehead/python-consul;0/13;Equal;20/1438;False;100.0%;;TP(?)
flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;;0/13;Equal;764/1230;True;99.7%;Other (0.3%);TP
poetry;https://github.com/python-poetry/poetry;;;https://github.com/python-poetry/poetry;https://github.com/python-poetry/poetry;https://github.com/python-poetry/poetry;;https://github.com/python-poetry/poetry;0/6;Equal;4/1468;False;83.0%;HTML (16.9%) - Other (0.1%);TP(?)
google-cloud-vision;https://github.com/googleapis/python-vision;https://github.com/googleapis/python-vision;;;https://github.com/googleapis/python-vision;https://github.com/googleapis/python-vision;;https://github.com/googleapis/google-cloud-python;11/19;Different;80/1457;True;98.7%;Shell (1.2%) - Dockerfile (0.1%);TP
python-mimeparse;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;;https://github.com/dbtsai/python-mimeparse;0/16;Equal;26/1330;False;100.0%;;TP(?)
stringcase;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;;https://github.com/okunishinishi/python-stringcase;7/17;Substring;27/1469;True;98.1%;Shell (1.9%);TP
josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;;0/6;Equal;0/122;False;97.1%;Shell (2.9%);TP(?)
html2text;https://github.com/alir3z4/html2text;https://github.com/alir3z4/html2text;https://github.com/alir3z4/html2text;https://github.com/alir3z4/html2text;;https://github.com/alir3z4/html2text;;https://github.com/alir3z4/html2text;0/9;Equal;1334/1430;True;62.8%;HTML (37.2%);TP
binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;0/11;Equal;31/1462;True;63.9%;JavaScript (20.9%) - PowerShell (12.0%) - Batchfile (2.7%) - Other (0.5%);TP
flask-babel;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;;;0/11;Equal;0/243;True;100.0%;;TP
zope-component;https://github.com/zopefoundation/zope.component;https://github.com/zopefoundation/zope.component;;;https://github.com/zopefoundation/zope.component;https://github.com/zopefoundation/zope.component;https://github.com/zopefoundation/zope.component;https://github.com/zopefoundation/zope.component;1/14;Different;1027/1429;True;100.0%;;TP
shap;https://github.com/slundberg/shap;https://github.com/slundberg/shap;https://github.com/slundberg/shap;https://github.com/slundberg/shap;https://github.com/slundberg/shap;https://github.com/slundberg/shap;;;0/4;Equal;1184/1463;False;1.8%;Jupyter (Notebook%) - C++ (0.2%) - JavaScript (0.1%) - Cuda (0.0%) - PowerShell (0.0%);
acme;https://github.com/certbot/certbot;https://github.com/certbot/certbot;https://github.com/ietf-wg-acme/acme;;https://github.com/certbot/certbot;https://github.com/certbot/certbot;;;7/7;Different;1495/1495;False;87.9%;Shell (9.9%) - Batchfile (0.8%) - Makefile (0.7%) - NSIS (0.3%) - Augeas (0.2%) - Other (0.2%);
msal;https://github.com/azuread/microsoft-authentication-library-for-python;https://github.com/azuread/microsoft-authentication-library-for-python;;;https://github.com/azuread/microsoft-authentication-library-for-python;https://github.com/azuread/microsoft-authentication-library-for-python;https://github.com/azuread/microsoft-authentication-library-for-python;https://github.com/azuread/microsoft-authentication-library-for-python;39/43;Different;3/1449;False;100.0%;;
deprecation;https://github.com/briancurtin/deprecation;;;https://github.com/briancurtin/deprecation;https://github.com/briancurtin/deprecation;https://github.com/briancurtin/deprecation;;https://github.com/briancurtin/deprecation;0/11;Equal;9/1450;False;100.0%;;TP(?)
cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;0/4;Equal;4/1437;False;100.0%;;TP(?)
cookiecutter;https://github.com/cookiecutter/cookiecutter;https://github.com/cookiecutter/cookiecutter;;;https://github.com/cookiecutter/cookiecutter;https://github.com/cookiecutter/cookiecutter;https://github.com/cookiecutter/cookiecutter;https://github.com/cookiecutter/cookiecutter;0/12;Equal;43/1452;True;99.0%;Other (1.0%);TP
requests-futures;https://github.com/ross/requests-futures;https://github.com/ross/requests-futures;https://github.com/ross/requests-futures;https://github.com/ross/requests-futures;https://github.com/ross/requests-futures;https://github.com/ross/requests-futures;;https://github.com/ross/requests-futures;0/16;Equal;2/1466;False;100.0%;;TP(?)
blobfile;https://github.com/christopher-hesse/blobfile;https://github.com/christopher-hesse/blobfile;https://github.com/christopher-hesse/blobfile;https://github.com/christopher-hesse/blobfile;https://github.com/christopher-hesse/blobfile;https://github.com/christopher-hesse/blobfile;;;0/8;Equal;2/1465;False;99.6%;Dockerfile (0.4%);TP(?)
pastel;https://github.com/sdispater/pastel;https://github.com/sdispater/pastel;https://github.com/sdispater/pastel;https://github.com/sdispater/pastel;https://github.com/sdispater/pastel;https://github.com/sdispater/pastel;;;0/6;Equal;37/661;False;100.0%;;TP(?)
poyo;https://github.com/hackebrot/poyo;https://github.com/hackebrot/poyo;https://github.com/hackebrot/poyo;https://github.com/hackebrot/poyo;https://github.com/hackebrot/poyo;https://github.com/hackebrot/poyo;https://github.com/cookiecutter/cookiecutter;;0/4;Equal;1/1445;False;97.5%;Makefile (2.5%);TP(?)
fakeredis;https://github.com/jamesls/fakeredis;https://github.com/jamesls/fakeredis;https://github.com/jamesls/fakeredis;https://github.com/jamesls/fakeredis;https://github.com/jamesls/fakeredis;https://github.com/jamesls/fakeredis;https://github.com/andymccurdy/redis-py;https://github.com/jamesls/fakeredis;0/9;Equal;4/1459;False;100.0%;;TP(?)
python-jenkins;;;;;;;;;;;;;;;
filemagic;https://github.com/aliles/filemagic;;https://github.com/aliles/filemagic;https://github.com/aliles/filemagic;https://github.com/homebrew/legacy-homebrew;;;;0/9;Equal;1040/1456;False;100.0%;;
pylev;https://github.com/toastdriven/pylev;https://github.com/toastdriven/pylev;https://github.com/toastdriven/pylev;https://github.com/toastdriven/pylev;https://github.com/toastdriven/pylev;https://github.com/toastdriven/pylev;;;0/5;Equal;116/1201;False;84.6%;Shell (15.4%);TP(?)
mysql-connector;;;;;;;;;;;;;;;
brotli;https://github.com/google/brotli;https://github.com/google/brotli;;https://github.com/google/brotli;https://github.com/google/brotli;https://github.com/google/brotli;;;0/6;Equal;1470/1470;False;3.4%;C (50.2%) - C# (19.8%) - Java (14.5%) - JavaScript (5.7%) - C++ (3.0%) - Other (3.4%);
torchvision;https://github.com/pytorch/vision;https://github.com/pytorch/vision;;;https://github.com/pytorch/vision;https://github.com/pytorch/vision;;;5/11;Substring;415/1409;False;72.3%;C++ (17.6%) - Cuda (3.9%) - Batchfile (2.7%) - Shell (1.9%) - Java (1.0%) - Other (0.6%);TP(?)
setuptools-git;https://github.com/msabramo/setuptools-git;https://github.com/msabramo/setuptools-git;https://github.com/msabramo/setuptools-git;https://github.com/msabramo/setuptools-git;https://github.com/msabramo/setuptools-git;https://github.com/msabramo/setuptools-git;;;0/14;Equal;1353/1452;False;100.0%;;
jinja2-time;https://github.com/hackebrot/jinja2-time;https://github.com/hackebrot/jinja2-time;https://github.com/hackebrot/jinja2-time;https://github.com/hackebrot/jinja2-time;https://github.com/hackebrot/jinja2-time;https://github.com/hackebrot/jinja2-time;https://github.com/arrow-py/arrow;https://github.com/hackebrot/jinja2-time;0/11;Equal;21/1446;True;92.9%;Makefile (7.1%);TP
bandit;https://github.com/pycqa/bandit;;https://github.com/pycqa/bandit;https://github.com/pycqa/bandit;https://github.com/pycqa/bandit;;https://github.com/pycqa/bandit;https://github.com/pycqa/bandit;0/6;Equal;3/1442;True;100.0%;;TP
sentencepiece;https://github.com/google/sentencepiece;https://github.com/google/sentencepiece;https://github.com/google/sentencepiece;https://github.com/google/sentencepiece;https://github.com/google/sentencepiece;https://github.com/google/sentencepiece;;;0/13;Equal;1209/1473;True;0.5%;C++ (98.2%) - Jupyter (Notebook%) - SWIG (0.3%) - CMake (0.2%) - Perl (0.1%) - Other (0.1%);TP
fbprophet;https://github.com/facebook/prophet;;;;https://github.com/facebook/prophet;;;;2/9;Substring;609/1476;True;62.5%;R (34.6%) - Stan (2.8%) - Other (0.1%);TP
