Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position
flake8-commas;https://github.com/pycqa/flake8-commas;https://github.com/pycqa/flake8-commas;https://github.com/pycqa/flake8-commas;;https://github.com/ar4s/flake8_tuple;https://github.com/pycqa/flake8-commas;;;0/13;Equal;766/1410;False;100.0%;;
opencensus-ext-azure;https://github.com/census-instrumentation/opencensus-python;;https://github.com/census-instrumentation/opencensus-python;https://github.com/census-instrumentation/opencensus-python;https://github.com/census-instrumentation/opencensus-python;https://github.com/census-instrumentation/opencensus-python;;;8/20;Different;1164/1460;https://pypi.org/project/opencensus;99.6%;Other (0.4%);
pytest-pythonpath;https://github.com/bigsassy/pytest-pythonpath;https://github.com/bigsassy/pytest-pythonpath;https://github.com/bigsassy/pytest-pythonpath;https://github.com/bigsassy/pytest-pythonpath;https://github.com/bigsassy/pytest-pythonpath;https://github.com/bigsassy/pytest-pythonpath;;;0/17;Equal;20/879;False;100.0%;;TP(?)
fasttext;https://github.com/facebookresearch/fasttext;https://github.com/facebookresearch/fasttext;;;https://github.com/facebookresearch/fasttext;https://github.com/facebookresearch/fasttext;;;0/8;Equal;1086/1436;False;6.4%;HTML (68.5%) - C++ (10.5%) - JavaScript (10.2%) - CSS (2.0%) - Shell (2.0%) - Other (0.4%);
pdbpp;https://github.com/pdbpp/pdbpp;https://github.com/pdbpp/pdbpp;https://github.com/pdbpp/pdbpp;;https://github.com/pdbpp/pdbpp;https://github.com/pdbpp/pdbpp;;;0/5;Equal;116/1454;False;99.9%;Shell (0.1%);TP(?)
rq-scheduler;https://github.com/rq/rq-scheduler;https://github.com/rq/rq-scheduler;https://github.com/rq/rq-scheduler;https://github.com/rq/rq-scheduler;https://github.com/rq/rq-scheduler;https://github.com/rq/rq-scheduler;;https://github.com/rq/rq-scheduler;0/12;Equal;5/1450;False;100.0%;;TP(?)
swagger-ui-bundle;https://github.com/dtkav/swagger_ui_bundle;https://github.com/dtkav/swagger_ui_bundle;;;https://github.com/dtkav/swagger_ui_bundle;https://github.com/dtkav/swagger_ui_bundle;;;2/17;Different;4/1456;False;100.0%;;
oslo-concurrency;;;;;;;;;;;;;;;
django-waffle;https://github.com/django-waffle/django-waffle;https://github.com/django-waffle/django-waffle;https://github.com/django-waffle/django-waffle;;https://github.com/django-waffle/django-waffle;https://github.com/django-waffle/django-waffle;https://github.com/django-waffle/django-waffle;https://github.com/django-waffle/django-waffle;0/13;Equal;6/343;True;97.9%;Other (2.1%);TP
tfrecord-lite;https://github.com/jongwook/tfrecord_lite;https://github.com/jongwook/tfrecord_lite;;;https://github.com/jongwook/tfrecord_lite;https://github.com/jongwook/tfrecord_lite;;;1/13;Different;1047/1047;False;4.1%;C++ (63.0%) - C (32.9%);
cookiejar;https://github.com/fcurella/cookiejar;https://github.com/fcurella/cookiejar;https://github.com/fcurella/cookiejar;https://github.com/fcurella/cookiejar;https://github.com/fcurella/cookiejar;https://github.com/fcurella/cookiejar;;;0/9;Equal;13/1439;False;99.7%;Makefile (0.3%);TP(?)
iptools;https://github.com/bd808/python-iptools;https://github.com/bd808/python-iptools;https://github.com/bd808/python-iptools;https://github.com/bd808/python-iptools;https://github.com/bd808/python-iptools;https://github.com/bd808/python-iptools;;;7/14;Substring;1291/1475;False;100.0%;;
mando;;;https://github.com/rubik/mando;;;;;https://github.com/rubik/mando;;;;;;;
google-cloud-profiler;https://github.com/googlecloudplatform/cloud-profiler-python;https://github.com/googlecloudplatform/cloud-profiler-python;;;https://github.com/googlecloudplatform/cloud-profiler-python;https://github.com/googlecloudplatform/cloud-profiler-python;;;14/21;Different;2/1458;False;60.2%;C++ (27.2%) - Go (9.5%) - Shell (1.9%) - C (1.2%);
openshift;https://github.com/openshift/openshift-restclient-python;https://github.com/openshift/openshift-restclient-python;https://github.com/openshift/openshift-restclient-python;https://github.com/openshift/openshift-restclient-python;https://github.com/openshift/openshift-restclient-python;https://github.com/openshift/openshift-restclient-python;;;18/27;Substring;1386/1442;False;95.6%;Gherkin (3.4%) - Other (1.0%);
pyreadline;https://github.com/pyreadline/pyreadline;;https://github.com/pyreadline/pyreadline;https://github.com/pyreadline/pyreadline;https://github.com/pyreadline/pyreadline;;;;0/10;Equal;318/1175;False;99.9%;Batchfile (0.1%);TP(?)
python-string-utils;https://github.com/daveoncode/python-string-utils;https://github.com/daveoncode/python-string-utils;https://github.com/daveoncode/python-string-utils;https://github.com/daveoncode/python-string-utils;https://github.com/daveoncode/python-string-utils;https://github.com/daveoncode/python-string-utils;https://github.com/daveoncode/python-string-utils;;0/19;Equal;1457/1457;False;100.0%;;
uuid;;;;;;;;;;;;;;;
integrationhelper;https://github.com/ludeeus/integrationhelper;https://github.com/ludeeus/integrationhelper;https://github.com/ludeeus/integrationhelper;https://github.com/ludeeus/integrationhelper;https://github.com/ludeeus/integrationhelper;https://github.com/ludeeus/integrationhelper;;;0/17;Equal;119/119;False;95.4%;Dockerfile (2.8%) - HCL (1.8%);
django-treebeard;https://github.com/django-treebeard/django-treebeard;https://github.com/django-treebeard/django-treebeard;https://github.com/django-treebeard/django-treebeard;https://github.com/django-treebeard/django-treebeard;;https://github.com/django-treebeard/django-treebeard;https://github.com/django-treebeard/django-treebeard;https://github.com/django-treebeard/django-treebeard;0/16;Equal;904/904;True;93.0%;JavaScript (5.4%) - HTML (1.1%) - CSS (0.5%);TP
nose2;https://github.com/nose-devs/nose2;https://github.com/nose-devs/nose2;https://github.com/nose-devs/nose2;https://github.com/nose-devs/nose2;https://github.com/nose-devs/nose2;https://github.com/nose-devs/nose2;https://github.com/nose-devs/nose2;https://github.com/nose-devs/nose2;0/5;Equal;1447/1447;True;99.9%;Makefile (0.1%);TP
django-redis-cache;https://github.com/sebleier/django-redis-cache;https://github.com/sebleier/django-redis-cache;https://github.com/sebleier/django-redis-cache;https://github.com/sebleier/django-redis-cache;;https://github.com/sebleier/django-redis-cache;;;0/18;Equal;0/0;True;99.1%;Other (0.9%);TP
serverlessrepo;https://github.com/awslabs/aws-serverlessrepo-python;https://github.com/awslabs/aws-serverlessrepo-python;https://github.com/awslabs/aws-serverlessrepo-python;https://github.com/awslabs/aws-serverlessrepo-python;https://github.com/awslabs/aws-serverlessrepo-python;https://github.com/awslabs/aws-serverlessrepo-python;;;11/25;Substring;1467/1467;False;98.7%;Makefile (1.3%);
logging;;;;;;;;;;;;;;;
mkdocs-material;https://github.com/squidfunk/mkdocs-material;;https://github.com/squidfunk/mkdocs-material;https://github.com/squidfunk/mkdocs-material;https://github.com/sponsorware/docs;;https://github.com/salesforce/policy_sentry;https://github.com/squidfunk/mkdocs-material;0/15;Equal;1436/1436;True;0%;TypeScript (39.7%) - HTML (30.8%) - SCSS (25.9%) - JavaScript (3.0%) - Other (0.6%);FP
recordclass;;;;;;;;;;;;;;;
jsonnet;;;;;;;;;;;;;;;
azure-keyvault-secrets;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;15/22;Different;1449/1449;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
flake8-builtins;https://github.com/gforcada/flake8-builtins;https://github.com/gforcada/flake8-builtins;https://github.com/gforcada/flake8-builtins;https://github.com/gforcada/flake8-builtins;https://github.com/gforcada/flake8-builtins;https://github.com/gforcada/flake8-builtins;;https://github.com/gforcada/flake8-builtins;0/15;Equal;1448/1448;False;100.0%;;
flake8-isort;https://github.com/gforcada/flake8-isort;https://github.com/gforcada/flake8-isort;https://github.com/gforcada/flake8-isort;https://github.com/gforcada/flake8-isort;https://github.com/gforcada/flake8-isort;https://github.com/gforcada/flake8-isort;;https://github.com/gforcada/flake8-isort;0/12;Equal;1437/1437;False;100.0%;;
aiogithubapi;https://github.com/ludeeus/aiogithubapi;https://github.com/ludeeus/aiogithubapi;https://github.com/ludeeus/aiogithubapi;https://github.com/ludeeus/aiogithubapi;https://github.com/ludeeus/aiogithubapi;https://github.com/ludeeus/aiogithubapi;;;0/12;Equal;1409/1409;True;99.8%;Makefile (0.2%);TP
rasterio;https://github.com/mapbox/rasterio;https://github.com/mapbox/rasterio;https://github.com/mapbox/rasterio;https://github.com/mapbox/rasterio;https://github.com/mapbox/rasterio;https://github.com/mapbox/rasterio;https://github.com/mapbox/rasterio;;0/8;Equal;18/1463;False;99.6%;Other (0.4%);TP(?)
nest-asyncio;https://github.com/erdewit/nest_asyncio;https://github.com/erdewit/nest_asyncio;;;https://github.com/erdewit/nest_asyncio;https://github.com/erdewit/nest_asyncio;;https://github.com/erdewit/nest_asyncio;1/12;Different;6/936;True;98.9%;Shell (1.1%);TP
proglog;https://github.com/edinburgh-genome-foundry/proglog;;;;https://github.com/edinburgh-genome-foundry/proglog;;;;0/7;Equal;1208/1479;False;100.0%;;
python-gilt;https://github.com/retr0h/gilt;https://github.com/retr0h/gilt;;;https://github.com/retr0h/gilt;https://github.com/retr0h/gilt;;;7/11;Substring;447/447;True;100.0%;;TP
threadloop;https://github.com/unhashable/threadloop;https://github.com/unhashable/threadloop;https://github.com/unhashable/threadloop;https://github.com/unhashable/threadloop;https://github.com/unhashable/threadloop;https://github.com/unhashable/threadloop;;https://github.com/unhashable/threadloop;0/10;Equal;10/349;True;96.7%;Makefile (3.3%);TP
yattag;https://github.com/leforestier/yattag;;https://github.com/leforestier/yattag;https://github.com/leforestier/yattag;https://github.com/leforestier/yattag;;;https://github.com/leforestier/yattag;0/6;Equal;3/1448;False;100.0%;;TP(?)
suds;;;;;;;;;;;;;;;
hupper;https://github.com/pylons/hupper;https://github.com/pylons/hupper;https://github.com/pylons/hupper;https://github.com/pylons/hupper;https://github.com/pylons/hupper;https://github.com/pylons/hupper;;https://github.com/pylons/hupper;0/6;Equal;230/1433;True;100.0%;;TP
logbook;;;;;;;;;;;;;;;
tsfresh;https://github.com/blue-yonder/tsfresh;https://github.com/blue-yonder/tsfresh;https://github.com/blue-yonder/tsfresh;https://github.com/blue-yonder/tsfresh;https://github.com/blue-yonder/tsfresh;https://github.com/blue-yonder/tsfresh;https://github.com/blue-yonder/tsfresh;https://github.com/blue-yonder/tsfresh;0/7;Equal;1/1469;False;23.0%;Jupyter (Notebook%);
vatnumber;;;;;;;;;;;;;;;
hacs-frontend;https://github.com/hacs/frontend;https://github.com/hacs/frontend;;;https://github.com/hacs/frontend;https://github.com/hacs/frontend;;;5/13;Substring;117/117;False;0%;TypeScript (95.5%) - JavaScript (3.4%) - Other (1.1%);FP
praw;https://github.com/praw-dev/praw;https://github.com/praw-dev/praw;;https://github.com/praw-dev/praw;https://github.com/praw-dev/praw;https://github.com/praw-dev/praw;https://github.com/praw-dev/praw;https://github.com/praw-dev/praw;0/4;Equal;78/1458;True;100.0%;;TP
py3nvml;https://github.com/fbcotter/py3nvml;https://github.com/fbcotter/py3nvml;https://github.com/fbcotter/py3nvml;https://github.com/fbcotter/py3nvml;https://github.com/fbcotter/py3nvml;https://github.com/fbcotter/py3nvml;https://github.com/fbcotter/py3nvml;;0/7;Equal;17/1473;False;100.0%;;TP(?)
mercantile;https://github.com/mapbox/mercantile;https://github.com/mapbox/mercantile;https://github.com/mapbox/mercantile;https://github.com/mapbox/mercantile;https://github.com/mapbox/mercantile;https://github.com/mapbox/mercantile;https://github.com/mapbox/mercantile;https://github.com/mapbox/mercantile;0/10;Equal;21/1466;False;100.0%;;TP(?)
brewer2mpl;https://github.com/jiffyclub/palettable;;;https://github.com/jiffyclub/palettable;;https://github.com/jiffyclub/palettable;;;9/10;Different;1196/1439;https://pypi.org/project/palettable;100.0%;;
colour;https://github.com/vaab/colour;https://github.com/vaab/colour;https://github.com/vaab/colour;https://github.com/vaab/colour;https://github.com/vaab/colour;https://github.com/vaab/colour;;https://github.com/vaab/gitchangelog;0/6;Equal;24/1452;True;86.4%;Shell (13.6%);TP
pytest-flake8;https://github.com/tholo/pytest-flake8;https://github.com/tholo/pytest-flake8;https://github.com/tholo/pytest-flake8;https://github.com/tholo/pytest-flake8;https://github.com/tholo/pytest-flake8;https://github.com/tholo/pytest-flake8;;https://github.com/tholo/pytest-flake8;0/13;Equal;113/1441;True;100.0%;;TP
jupyter-nbextensions-configurator;https://github.com/jupyter-contrib/jupyter_nbextensions_configurator;https://github.com/jupyter-contrib/jupyter_nbextensions_configurator;;;https://github.com/jupyter-contrib/jupyter_nbextensions_configurator;https://github.com/jupyter-contrib/jupyter_nbextensions_configurator;;;2/33;Different;1116/1456;True;35.7%;JavaScript (56.5%) - CSS (4.3%) - HTML (2.7%) - Other (0.8%);TP
pyfakefs;https://github.com/jmcgeheeiv/pyfakefs;;;https://github.com/jmcgeheeiv/pyfakefs;https://github.com/jmcgeheeiv/pyfakefs;;;;0/8;Equal;0/1462;True;99.8%;Other (0.2%);TP
pylint-celery;https://github.com/pycqa/pylint-celery;https://github.com/pycqa/pylint-celery;https://github.com/pycqa/pylint-celery;https://github.com/pycqa/pylint-celery;https://github.com/pycqa/pylint-celery;https://github.com/pycqa/pylint-celery;;;0/13;Equal;587/593;False;100.0%;;
ipy;https://github.com/autocracy/python-ipy;https://github.com/autocracy/python-ipy;https://github.com/autocracy/python-ipy;https://github.com/autocracy/python-ipy;https://github.com/autocracy/python-ipy;https://github.com/autocracy/python-ipy;;;7/10;Substring;8/1438;False;99.5%;Makefile (0.5%);TP(?)
vobject;https://github.com/eventable/vobject;;https://github.com/eventable/vobject;https://github.com/eventable/vobject;;https://github.com/eventable/vobject;;;0/7;Equal;1168/1474;True;100.0%;;TP
transaction;https://github.com/zopefoundation/transaction;https://github.com/zopefoundation/transaction;https://github.com/zopefoundation/transaction;https://github.com/zopefoundation/transaction;https://github.com/zopefoundation/transaction;https://github.com/zopefoundation/transaction;;;0/11;Equal;1244/1445;True;100.0%;;TP
github3-py;;;;;https://github.com/psf/requests;;https://github.com/sigmavirus24/github3.py;;;;;;;;
authy;https://github.com/twilio/authy-python;https://github.com/twilio/authy-python;https://github.com/twilio/authy-python;;https://github.com/twilio/authy-python;https://github.com/twilio/authy-python;;https://github.com/twilio/authy-python;7/12;Substring;1/1454;True;91.2%;Shell (7.6%) - Makefile (1.2%);TP
maxminddb-geolite2;https://github.com/rr2do2/maxminddb-geolite2;https://github.com/rr2do2/maxminddb-geolite2;https://github.com/rr2do2/maxminddb-geolite2;https://github.com/rr2do2/maxminddb-geolite2;https://github.com/rr2do2/maxminddb-geolite2;https://github.com/rr2do2/maxminddb-geolite2;;;0/18;Equal;0/0;False;89.8%;Shell (10.2%);TP(?)
flasgger;https://github.com/flasgger/flasgger;https://github.com/flasgger/flasgger;;;;https://github.com/flasgger/flasgger;https://github.com/julian/jsonschema;;0/8;Equal;1473/1473;True;75.0%;HTML (24.0%) - Other (1.0%);TP
bingads;https://github.com/bingads/bingads-python-sdk;https://github.com/bingads/bingads-python-sdk;;;https://github.com/bingads/bingads-python-sdk;https://github.com/bingads/bingads-python-sdk;;;11/18;Substring;1463/1463;True;100.0%;;TP
lime;https://github.com/marcotcr/lime;https://github.com/marcotcr/lime;https://github.com/marcotcr/lime;https://github.com/marcotcr/lime;https://github.com/marcotcr/lime;https://github.com/marcotcr/lime;;;0/4;Equal;0/0;False;11.8%;JavaScript (88.2%);
dodgy;https://github.com/landscapeio/dodgy;https://github.com/landscapeio/dodgy;https://github.com/landscapeio/dodgy;https://github.com/landscapeio/dodgy;https://github.com/landscapeio/dodgy;https://github.com/landscapeio/dodgy;;;0/5;Equal;0/0;False;100.0%;;TP(?)
python-pptx;https://github.com/scanny/python-pptx;https://github.com/scanny/python-pptx;https://github.com/scanny/python-pptx;https://github.com/scanny/python-pptx;https://github.com/scanny/python-pptx;https://github.com/scanny/python-pptx;;https://github.com/scanny/python-pptx;0/11;Equal;1470/1470;False;92.4%;Gherkin (5.4%) - PLpgSQL (2.1%) - Makefile (0.1%);
azure-storage-file-datalake;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;16/27;Different;1464/1464;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
numpydoc;;;https://github.com/numpy/numpydoc;;;;https://github.com/numpy/numpydoc;https://github.com/numpy/numpydoc;;;;;;;
pypd;https://github.com/pagerduty/pagerduty-api-python-client;https://github.com/pagerduty/pagerduty-api-python-client;;;https://github.com/pagerduty/pagerduty-api-python-client;https://github.com/pagerduty/pagerduty-api-python-client;;;24/27;Different;1454/1461;False;100.0%;;
molecule;https://github.com/ansible-community/molecule;https://github.com/ansible-community/molecule;https://github.com/ansible-community/molecule;https://github.com/ansible-community/molecule;https://github.com/ansible-community/molecule;https://github.com/ansible-community/molecule;https://github.com/ansible-community/molecule;https://github.com/ansible-community/molecule;0/8;Equal;34/1450;True;99.6%;Other (0.4%);TP
stomp-py;https://github.com/jasonrbriggs/stomp.py;https://github.com/jasonrbriggs/stomp.py;;;https://github.com/jasonrbriggs/stomp.py;https://github.com/jasonrbriggs/stomp.py;;https://github.com/jasonrbriggs/stomp.py;1/8;Different;19/1460;True;97.7%;Makefile (1.2%) - Dockerfile (1.1%);TP
aiohttp-cors;https://github.com/aio-libs/aiohttp-cors;https://github.com/aio-libs/aiohttp-cors;https://github.com/aio-libs/aiohttp-cors;https://github.com/aio-libs/aiohttp-cors;https://github.com/aio-libs/aiohttp-cors;https://github.com/aio-libs/aiohttp-cors;;;0/12;Equal;6/1466;False;87.1%;HTML (9.9%) - PowerShell (2.9%) - Makefile (0.1%);TP(?)
pytest-cache;;;;;;;;;;;;;;;
progressbar;;;https://github.com/niltonvolpato/python-progressbar;;;;;;;;;;;;
pydub;;;;;;;;;;;;;;;
ur-rtde;https://github.com/universalrobots/universal_robots_ros_driver;;;;https://github.com/universalrobots/universal_robots_externalcontrol_urcap;;;;21/27;Different;1180/1483;False;5.1%;C++ (79.8%) - CMake (12.9%) - Dockerfile (2.0%) - Shell (0.2%);FP(?)
python-redis-lock;https://github.com/ionelmc/python-redis-lock;https://github.com/ionelmc/python-redis-lock;;;https://github.com/ionelmc/python-redis-lock;https://github.com/ionelmc/python-redis-lock;https://github.com/ionelmc/python-redis-lock;;0/17;Equal;82/1453;True;100.0%;;TP
chart-studio;https://github.com/plotly/ruby-api;;;;https://github.com/plotly/plotly.py;https://github.com/plotly/plotly.py;;;10/12;Different;1225/1438;False;0%;Ruby (100.0%);FP
affine;https://github.com/sgillies/affine;https://github.com/sgillies/affine;https://github.com/sgillies/affine;https://github.com/sgillies/affine;https://github.com/sgillies/affine;https://github.com/sgillies/affine;;https://github.com/sgillies/affine;0/6;Equal;168/1456;False;100.0%;;TP(?)
crc16;https://github.com/gtrafimenkov/pycrc16;;;https://github.com/gtrafimenkov/pycrc16;https://github.com/gtrafimenkov/pycrc16;;;;2/7;Substring;324/1454;False;82.5%;C (17.5%);TP(?)
h2o-pysparkling-2-4;https://github.com/h2oai/sparkling-water;https://github.com/h2oai/sparkling-water;;;https://github.com/h2oai/sparkling-water;https://github.com/h2oai/sparkling-water;;;11/19;Different;1135/1452;False;15.9%;Scala (65.0%) - TeX (6.2%) - Groovy (5.4%) - R (2.1%) - HCL (2.0%) - Other (3.4%);FP(?)
asana;https://github.com/asana/python-asana;https://github.com/asana/python-asana;;https://github.com/asana/python-asana;https://github.com/asana/python-asana;https://github.com/asana/python-asana;;;7/12;Substring;1466/1466;True;99.4%;Other (0.6%);TP
mss;https://github.com/bobotig/python-mss;https://github.com/bobotig/python-mss;https://github.com/bobotig/python-mss;https://github.com/bobotig/python-mss;https://github.com/bobotig/python-mss;https://github.com/bobotig/python-mss;https://github.com/bobotig/python-mss;https://github.com/bobotig/python-mss;7/10;Substring;10/1021;False;100.0%;;TP(?)
beaker;https://github.com/bbangert/beaker;;https://github.com/bbangert/beaker;https://github.com/bbangert/beaker;https://github.com/bbangert/beaker;;https://github.com/bbangert/beaker;;0/6;Equal;47/1460;False;99.2%;Makefile (0.8%);TP(?)
ec2-metadata;https://github.com/adamchainz/ec2-metadata;https://github.com/adamchainz/ec2-metadata;https://github.com/adamchainz/ec2-metadata;https://github.com/adamchainz/ec2-metadata;https://github.com/adamchainz/ec2-metadata;https://github.com/adamchainz/ec2-metadata;;https://github.com/adamchainz/ec2-metadata;0/12;Equal;27/1450;True;100.0%;;TP
neotime;https://github.com/technige/neotime;;https://github.com/technige/neotime;;;;https://github.com/technige/neotime;;0/7;Equal;592/682;False;96.8%;Shell (3.2%);
prospector;https://github.com/pycqa/prospector;;https://github.com/pycqa/prospector;;https://github.com/landscapeio/requirements-detector;;https://github.com/pycqa/prospector;https://github.com/pycqa/prospector;0/10;Equal;22/1456;True;99.5%;Dockerfile (0.5%);TP
python-nvd3;https://github.com/areski/python-nvd3;https://github.com/areski/python-nvd3;https://github.com/areski/python-nvd3;https://github.com/areski/python-nvd3;https://github.com/areski/python-nvd3;https://github.com/areski/python-nvd3;;;0/11;Equal;1499/1499;True;83.8%;HTML (15.2%) - Other (1.0%);TP
jupyter-latex-envs;https://github.com/jfbercher/jupyter_latex_envs;https://github.com/jfbercher/jupyter_latex_envs;;;https://github.com/jfbercher/jupyter_latex_envs;https://github.com/jfbercher/jupyter_latex_envs;;;2/18;Different;1499/1499;False;3.2%;HTML (54.9%) - Jupyter (Notebook%) - JavaScript (12.1%) - TeX (7.1%) - Smarty (2.0%) - Other (0.5%);FP(?)
grpc-google-logging-v2;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;15/22;Different;149/149;False;0%;Starlark (99.4%) - Other (0.6%);FP
ansible-tower-cli;https://github.com/ansible/tower-cli;https://github.com/ansible/tower-cli;;;https://github.com/ansible/tower-cli;https://github.com/ansible/tower-cli;https://github.com/ansible/awx;;8/17;Substring;1440/1440;True;99.5%;Other (0.5%);TP
xhtml2pdf;https://github.com/xhtml2pdf/xhtml2pdf;https://github.com/xhtml2pdf/xhtml2pdf;https://github.com/xhtml2pdf/xhtml2pdf;https://github.com/xhtml2pdf/xhtml2pdf;https://github.com/xhtml2pdf/xhtml2pdf;https://github.com/xhtml2pdf/xhtml2pdf;https://github.com/xhtml2pdf/xhtml2pdf;https://github.com/xhtml2pdf/xhtml2pdf;0/9;Equal;1457/1457;True;51.7%;HTML (45.9%) - CSS (2.2%) - Other (0.2%);TP
vulture;https://github.com/jendrikseipp/vulture;https://github.com/jendrikseipp/vulture;https://github.com/jendrikseipp/vulture;https://github.com/jendrikseipp/vulture;https://github.com/jendrikseipp/vulture;https://github.com/jendrikseipp/vulture;;;0/7;Equal;1462/1462;False;99.2%;Shell (0.8%);
gspread-dataframe;https://github.com/robin900/gspread-dataframe;https://github.com/robin900/gspread-dataframe;https://github.com/robin900/gspread-dataframe;https://github.com/robin900/gspread-dataframe;https://github.com/robin900/gspread-dataframe;https://github.com/robin900/gspread-dataframe;https://github.com/robin900/gspread-formatting;;0/17;Equal;3/1463;True;100.0%;;TP
leather;https://github.com/wireservice/leather;;;https://github.com/wireservice/leather;https://github.com/wireservice/leather;;https://github.com/wireservice/leather;https://github.com/wireservice/leather;0/7;Equal;5/471;True;99.9%;Shell (0.1%);TP
agate;https://github.com/wireservice/agate;;https://github.com/wireservice/agate;https://github.com/wireservice/agate;https://github.com/wireservice/agate;;;https://github.com/wireservice/agate;0/5;Equal;0/393;True;78.2%;Jupyter (Notebook%);TP
superlance;https://github.com/supervisor/superlance;https://github.com/supervisor/superlance;https://github.com/supervisor/superlance;https://github.com/supervisor/superlance;https://github.com/supervisor/superlance;https://github.com/supervisor/superlance;;;0/10;Equal;1283/1440;False;100.0%;;
pyspark-stubs;https://github.com/zero323/pyspark-stubs;https://github.com/zero323/pyspark-stubs;https://github.com/zero323/pyspark-stubs;https://github.com/zero323/pyspark-stubs;https://github.com/zero323/pyspark-stubs;https://github.com/zero323/pyspark-stubs;https://github.com/davidhalter/jedi;https://github.com/zero323/pyspark-stubs;0/13;Equal;956/1453;True;100.0%;;TP
grpc-google-pubsub-v1;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;13/21;Different;1334/1460;False;0%;Starlark (99.4%) - Other (0.6%);FP
pytest-pylint;https://github.com/carsongee/pytest-pylint;https://github.com/carsongee/pytest-pylint;https://github.com/carsongee/pytest-pylint;https://github.com/carsongee/pytest-pylint;https://github.com/carsongee/pytest-pylint;https://github.com/carsongee/pytest-pylint;;https://github.com/carsongee/pytest-pylint;0/13;Equal;27/1429;True;100.0%;;TP
functools;;;;;;;;;;;;;;;
sphinxcontrib-httpdomain;https://github.com/sphinx-contrib/httpdomain;https://github.com/sphinx-contrib/httpdomain;;;https://github.com/sphinx-contrib/httpdomain;https://github.com/sphinx-contrib/httpdomain;https://github.com/sphinx-contrib/httpdomain;https://github.com/sphinx-contrib/httpdomain;14/24;Substring;24/225;True;87.6%;Makefile (6.6%) - Batchfile (5.8%);TP
publicsuffix;;;;;;;;;;;;;;;
base64io;https://github.com/aws/base64io-python;https://github.com/aws/base64io-python;https://github.com/aws/base64io-python;https://github.com/aws/base64io-python;https://github.com/aws/base64io-python;https://github.com/aws/base64io-python;;https://github.com/psf/black;7/15;Substring;164/1458;True;100.0%;;TP
nox;https://github.com/theacodes/nox;https://github.com/theacodes/nox;https://github.com/theacodes/nox;https://github.com/theacodes/nox;https://github.com/theacodes/nox;https://github.com/theacodes/nox;https://github.com/tox-dev/tox;;0/3;Equal;41/294;False;99.6%;HTML (0.4%);TP(?)
aws-encryption-sdk-cli;https://github.com/aws/aws-encryption-sdk-cli;;https://github.com/aws/aws-encryption-sdk-cli;https://github.com/aws/aws-encryption-sdk-cli;https://github.com/psf/black;;https://github.com/aws/aws-encryption-sdk-cli;https://github.com/aws/aws-encryption-sdk-cli;0/22;Equal;40/1418;True;100.0%;;TP
feather-format;https://github.com/wesm/feather;https://github.com/wesm/feather;;;https://github.com/wesm/feather;https://github.com/wesm/feather;;;7/14;Substring;1127/1460;False;19.5%;JavaScript (66.8%) - R (9.7%) - Jupyter (Notebook%) - Other (0.4%);
pydotplus;https://github.com/carlos-jenkins/pydotplus;;https://github.com/carlos-jenkins/pydotplus;https://github.com/carlos-jenkins/pydotplus;https://github.com/carlos-jenkins/pydotplus;;;https://github.com/carlos-jenkins/pydotplus;0/9;Equal;56/891;True;93.9%;Makefile (6.1%);TP
python-rapidjson;https://github.com/python-rapidjson/python-rapidjson;https://github.com/python-rapidjson/python-rapidjson;https://github.com/python-rapidjson/python-rapidjson;https://github.com/python-rapidjson/python-rapidjson;https://github.com/python-rapidjson/python-rapidjson;https://github.com/python-rapidjson/python-rapidjson;;https://github.com/python-rapidjson/python-rapidjson;0/16;Equal;88/1447;False;36.1%;C++ (62.7%) - Other (1.2%);
elasticsearch-curator;https://github.com/elastic/curator;https://github.com/elastic/curator;;;https://github.com/elastic/curator;https://github.com/elastic/curator;https://github.com/elastic/curator;https://github.com/elastic/curator;14/21;Substring;1436/1436;True;98.7%;Other (1.3%);TP
gax-google-logging-v2;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;14/21;Different;1154/1460;False;0%;Starlark (99.4%) - Other (0.6%);FP
