Duplicated package name;Old GitHub URL
aws-cdk-aws-lambda;https://github.com/aws/aws-cdk
aws-cdk-aws-s3-assets;https://github.com/aws/aws-cdk
dbt-redshift;https://github.com/fishtown-analytics/dbt
dbt-snowflake;https://github.com/fishtown-analytics/dbt
dbt-bigquery;https://github.com/fishtown-analytics/dbt
aws-cdk-aws-sns;https://github.com/aws/aws-cdk
td-client;https://github.com/treasure-data/pytd
allure-behave;https://github.com/allure-framework/allure-python
twitter-common-confluence;https://github.com/twitter/commons
proto-google-cloud-spanner-v1;https://github.com/googleapis/googleapis
gapic-google-cloud-spanner-v1;https://github.com/googleapis/googleapis
gapic-google-cloud-spanner-admin-instance-v1;https://github.com/googleapis/googleapis
gapic-google-cloud-spanner-admin-database-v1;https://github.com/googleapis/googleapis
proto-google-cloud-spanner-admin-instance-v1;https://github.com/googleapis/googleapis
proto-google-cloud-spanner-admin-database-v1;https://github.com/googleapis/googleapis
aws-cdk-aws-cloudformation;https://github.com/aws/aws-cdk
aws-cdk-aws-route53;https://github.com/aws/aws-cdk
aws-cdk-aws-certificatemanager;https://github.com/aws/aws-cdk
aws-cdk-aws-elasticloadbalancingv2;https://github.com/aws/aws-cdk
ocspresponder;https://github.com/wbond/ocspbuilder
geventhttpclient;https://github.com/gwik/geventhttpclient
hypercorn;https://github.com/python-hyper/h11
boto3-type-annotations-with-docs;https://github.com/alliefitter/boto3_type_annotations
aws-cdk-aws-apigateway;https://github.com/aws/aws-cdk
twitter-common-contextutil;https://github.com/twitter/commons
aws-cdk-aws-autoscaling-common;https://github.com/aws/aws-cdk
twitter-common-util;https://github.com/twitter/commons
twitter-common-process;https://github.com/twitter/commons
twitter-common-string;https://github.com/twitter/commons
pyobjc-framework-cocoa;https://github.com/ronaldoussoren/pyobjc
aws-cdk-aws-sns-subscriptions;https://github.com/aws/aws-cdk
aws-cdk-aws-applicationautoscaling;https://github.com/aws/aws-cdk
newspaper3k;https://github.com/kennethreitz/requests
aws-cdk-aws-elasticloadbalancing;https://github.com/aws/aws-cdk
aws-cdk-aws-cloudfront;https://github.com/aws/aws-cdk
pygeoif;https://github.com/toblerity/shapely
djrill;https://github.com/anymail/django-anymail
aws-cdk-aws-secretsmanager;https://github.com/aws/aws-cdk
aws-cdk-aws-autoscaling;https://github.com/aws/aws-cdk
colcon-python-setup-py;https://github.com/colcon/colcon-core
colcon-cmake;https://github.com/colcon/colcon-core
aws-cdk-aws-route53-targets;https://github.com/aws/aws-cdk
colcon-ros;https://github.com/colcon/colcon-core
aws-cdk-aws-ecr;https://github.com/aws/aws-cdk
colcon-recursive-crawl;https://github.com/colcon/colcon-core
colcon-library-path;https://github.com/colcon/colcon-core
aws-cdk-aws-ecr-assets;https://github.com/aws/aws-cdk
aws-cdk-aws-ecs;https://github.com/aws/aws-cdk
ldclient-py;https://github.com/launchdarkly/python-server-sdk
colcon-pkg-config;https://github.com/colcon/colcon-core
aws-cdk-aws-servicediscovery;https://github.com/aws/aws-cdk
aws-cdk-aws-autoscaling-hooktargets;https://github.com/aws/aws-cdk
colcon-mixin;https://github.com/colcon/colcon-core
aws-cdk-aws-stepfunctions;https://github.com/aws/aws-cdk
quart;https://github.com/pallets/flask
python2-pythondialog;https://github.com/erikrose/blessings
colcon-package-information;https://github.com/colcon/colcon-core
colcon-defaults;https://github.com/colcon/colcon-core
colcon-output;https://github.com/colcon/colcon-core
colcon-metadata;https://github.com/colcon/colcon-core
colcon-package-selection;https://github.com/colcon/colcon-core
elasticsearch2;https://github.com/elastic/elasticsearch-py
colcon-parallel-executor;https://github.com/colcon/colcon-core
colcon-powershell;https://github.com/colcon/colcon-core
azure-cli-profile;https://github.com/azure/azure-cli
devpi-client;https://github.com/devpi/devpi
ibm-watson;https://github.com/watson-developer-cloud/python-sdk
pyobjc-framework-quartz;https://github.com/ronaldoussoren/pyobjc
colcon-notification;https://github.com/colcon/colcon-core
colcon-bash;https://github.com/colcon/colcon-core
tf-sentencepiece;https://github.com/google/sentencepiece
colcon-common-extensions;https://github.com/colcon/colcon-core
colcon-devtools;https://github.com/colcon/colcon-core
aws-cdk-aws-sam;https://github.com/aws/aws-cdk
loky;https://github.com/giampaolo/psutil
colcon-lcov-result;https://github.com/colcon/colcon-core
aws-cdk-aws-codecommit;https://github.com/aws/aws-cdk
colcon-cd;https://github.com/colcon/colcon-core
skimage;https://github.com/scikit-image/scikit-image
aws-cdk-aws-codebuild;https://github.com/aws/aws-cdk
localstack;https://github.com/localstack/localstack
aws-cdk-aws-codepipeline;https://github.com/aws/aws-cdk
jaxlib;https://github.com/google/jax
aws-cdk-aws-events-targets;https://github.com/aws/aws-cdk
flake8-tuple;https://github.com/ar4s/flake8_tuple
colcon-zsh;https://github.com/colcon/colcon-core
zxcvbn-python;https://github.com/dwolfhub/zxcvbn-python
pyobjc-framework-fsevents;https://github.com/ronaldoussoren/pyobjc
pyobjc-framework-systemconfiguration;https://github.com/ronaldoussoren/pyobjc
pyobjc-framework-cfnetwork;https://github.com/ronaldoussoren/pyobjc
pyobjc-framework-webkit;https://github.com/ronaldoussoren/pyobjc
colcon-argcomplete;https://github.com/colcon/colcon-core
pyobjc-framework-launchservices;https://github.com/ronaldoussoren/pyobjc
pyobjc-framework-exceptionhandling;https://github.com/ronaldoussoren/pyobjc
pykube-ng;https://github.com/kelproject/pykube
