Package name;OSSGadget PyPI URL;OSSGadget GitHub URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL
gdal;;;;https://github.com/osgeo/gdal;;;;;
hass-nabucasa;https://github.com/nabucasa/hass-nabucasa;;;;https://github.com/nabucasa/hass-nabucasa;;https://github.com/nabucasa/hass-nabucasa;;
dbt-bigquery;https://github.com/fishtown-analytics/dbt;;https://github.com/fishtown-analytics/dbt;;;https://github.com/fishtown-analytics/dbt;https://github.com/fishtown-analytics/dbt;;
av;https://github.com/pyav-org/pyav;https://github.com/av/av;https://github.com/pyav-org/pyav;;https://github.com/conda-forge/av-feedstock;https://github.com/pyav-org/pyav;https://github.com/pyav-org/pyav;;https://github.com/pyav-org/pyav
tooz;;;;;;;;;
conllu;https://github.com/emilstenstrom/conllu;;https://github.com/emilstenstrom/conllu;https://github.com/emilstenstrom/conllu;https://github.com/emilstenstrom/conllu;;https://github.com/emilstenstrom/conllu;;https://github.com/emilstenstrom/conllu
positional;;;;;;;;;https://github.com/morganfainberg/positional
edx-django-utils;https://github.com/edx/edx-django-utils;;https://github.com/edx/edx-django-utils;https://github.com/edx/edx-django-utils;https://github.com/edx/edx-django-utils;https://github.com/edx/edx-django-utils;https://github.com/edx/edx-django-utils;;https://github.com/edx/edx-django-utils
aws-cdk-aws-sns;https://github.com/aws/aws-cdk;;https://github.com/aws/aws-cdk;;;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;
flask-swagger-ui;https://github.com/sveint/flask-swagger-ui;;https://github.com/sveint/flask-swagger-ui;https://github.com/sveint/flask-swagger-ui;https://github.com/sveint/flask-swagger-ui;https://github.com/swagger-api/swagger-ui;https://github.com/sveint/flask-swagger-ui;;
cloudml-hypertune;https://github.com/googlecloudplatform/cloudml-hypertune;;https://github.com/googlecloudplatform/cloudml-hypertune;https://github.com/googlecloudplatform/cloudml-hypertune;https://github.com/googlecloudplatform/cloudml-hypertune;https://github.com/googlecloudplatform/cloudml-hypertune;https://github.com/googlecloudplatform/cloudml-hypertune;;
robotframework-faker;https://github.com/guykisel/robotframework-faker;;https://github.com/guykisel/robotframework-faker;https://github.com/guykisel/robotframework-faker;https://github.com/guykisel/robotframework-faker;https://github.com/guykisel/robotframework-faker;https://github.com/guykisel/robotframework-faker;;
django-extra-fields;https://github.com/hipo/drf-extra-fields;;https://github.com/hipo/drf-extra-fields;;;https://github.com/hipo/drf-extra-fields;https://github.com/hipo/drf-extra-fields;;https://github.com/hipo/drf-extra-fields
zerorpc;https://github.com/0rpc/zerorpc-python;;https://github.com/0rpc/zerorpc-python;https://github.com/0rpc/zerorpc-python;https://github.com/0rpc/zerorpc-python;https://github.com/0rpc/zerorpc-python;https://github.com/0rpc/zerorpc-python;;https://github.com/0rpc/zerorpc-python
sphinx-argparse;https://github.com/alex-rudakov/sphinx-argparse;;https://github.com/alex-rudakov/sphinx-argparse;;https://github.com/alex-rudakov/sphinx-argparse;https://github.com/alex-rudakov/sphinx-argparse;https://github.com/alex-rudakov/sphinx-argparse;;
plyvel;https://github.com/wbolster/plyvel;;https://github.com/wbolster/plyvel;https://github.com/wbolster/plyvel;https://github.com/wbolster/plyvel;https://github.com/wbolster/plyvel;https://github.com/wbolster/plyvel;https://github.com/wbolster/plyvel;https://github.com/wbolster/plyvel
tendo;https://github.com/pycontribs/tendo;;https://github.com/pycontribs/tendo;https://github.com/pycontribs/tendo;https://github.com/pycontribs/tendo;https://github.com/pycontribs/tendo;https://github.com/pycontribs/tendo;https://github.com/pycontribs/tendo;
pykcs11;https://github.com/ludovicrousseau/pykcs11;;https://github.com/ludovicrousseau/pykcs11;;;https://github.com/ludovicrousseau/pykcs11;https://github.com/ludovicrousseau/pykcs11;;
flatdict;https://github.com/gmr/flatdict;;https://github.com/gmr/flatdict;https://github.com/gmr/flatdict;https://github.com/gmr/flatdict;https://github.com/gmr/flatdict;https://github.com/gmr/flatdict;https://github.com/gmr/flatdict;https://github.com/gmr/flatdict
djangocms-admin-style;https://github.com/django-cms/djangocms-admin-style;;https://github.com/django-cms/djangocms-admin-style;;https://github.com/django-cms/djangocms-admin-style;https://github.com/django-cms/djangocms-admin-style;https://github.com/django-cms/djangocms-admin-style;;https://github.com/django-cms/djangocms-admin-style
cbapi;https://github.com/carbonblack/cbapi-python;;https://github.com/carbonblack/cbapi-python;https://github.com/carbonblack/cbapi-python;https://github.com/carbonblack/cbapi-python;https://github.com/carbonblack/cbapi-python;https://github.com/carbonblack/cbapi-python;;
bpython;;https://github.com/bpython/bpython;;;;;;;
smartsheet-python-sdk;https://github.com/smartsheet-platform/smartsheet-python-sdk;;;https://github.com/smartsheet-platform/smartsheet-python-sdk;https://github.com/smartsheet-platform/smartsheet-python-sdk;https://github.com/smartsheet-platform/smartsheet-python-sdk;;;
edx-drf-extensions;https://github.com/edx/edx-drf-extensions;;https://github.com/edx/edx-drf-extensions;https://github.com/edx/edx-drf-extensions;https://github.com/edx/edx-drf-extensions;https://github.com/edx/edx-drf-extensions;https://github.com/edx/edx-drf-extensions;;
pydes;;;;;;;;;
docxtpl;https://github.com/elapouya/python-docx-template;;https://github.com/elapouya/python-docx-template;;;https://github.com/elapouya/python-docx-template;https://github.com/elapouya/python-docx-template;;
ovsdbapp;;;;;;;;;
python-hosts;https://github.com/jonhadfield/python-hosts;;https://github.com/jonhadfield/python-hosts;https://github.com/jonhadfield/python-hosts;https://github.com/jonhadfield/python-hosts;https://github.com/jonhadfield/python-hosts;https://github.com/jonhadfield/python-hosts;;
jax;https://github.com/google/jax;;https://github.com/google/jax;;https://github.com/google/jax;https://github.com/google/jax;https://github.com/google/jax;;
flask-shell-ipython;https://github.com/ei-grad/flask-shell-ipython;;https://github.com/ei-grad/flask-shell-ipython;https://github.com/ei-grad/flask-shell-ipython;https://github.com/ei-grad/flask-shell-ipython;https://github.com/ei-grad/flask-shell-ipython;https://github.com/ei-grad/flask-shell-ipython;;
mercurial;;;;;;;;;
tailer;https://github.com/six8/pytailer;;https://github.com/six8/pytailer;;https://github.com/six8/pytailer;https://github.com/six8/pytailer;https://github.com/six8/pytailer;;https://github.com/six8/pytailer
holoviews;https://github.com/holoviz/holoviews;;;;;;;;https://github.com/holoviz/holoviews
inotify;https://github.com/dsoprea/pyinotify;;https://github.com/dsoprea/pyinotify;;;https://github.com/dsoprea/pyinotify;https://github.com/dsoprea/pyinotify;;https://github.com/dsoprea/pyinotify
firebirdsql;https://github.com/nakagami/pyfirebirdsql;;https://github.com/nakagami/pyfirebirdsql;https://github.com/nakagami/pyfirebirdsql;https://github.com/nakagami/pyfirebirdsql;;https://github.com/nakagami/pyfirebirdsql;https://github.com/nakagami/pyfirebirdsql;https://github.com/nakagami/pyfirebirdsql
lupa;https://github.com/scoder/lupa;;https://github.com/scoder/lupa;https://github.com/scoder/lupa;https://github.com/scoder/lupa;https://github.com/scoder/lupa;https://github.com/scoder/lupa;;
python-social-auth;https://github.com/omab/python-social-auth;;https://github.com/omab/python-social-auth;;;https://github.com/omab/python-social-auth;https://github.com/omab/python-social-auth;;
taskflow;;https://github.com/taskflow/taskflow;;;;;;;
esprima;https://github.com/kronuz/esprima-python;;https://github.com/kronuz/esprima-python;;;https://github.com/kronuz/esprima-python;https://github.com/kronuz/esprima-python;;
optimizely-sdk;https://github.com/optimizely/python-sdk;;https://github.com/optimizely/python-sdk;;;https://github.com/optimizely/python-sdk;https://github.com/optimizely/python-sdk;https://github.com/optimizely/python-sdk;https://github.com/optimizely/python-sdk
poster;;;;;;;;;
suod;https://github.com/yzhao062/suod;;https://github.com/yzhao062/suod;https://github.com/yzhao062/suod;https://github.com/yzhao062/suod;https://github.com/yzhao062/suod;https://github.com/yzhao062/suod;https://github.com/yzhao062/suod;https://github.com/yzhao062/suod
requests-aws-sign;https://github.com/jmenga/requests-aws-sign;;https://github.com/jmenga/requests-aws-sign;https://github.com/jmenga/requests-aws-sign;https://github.com/jmenga/requests-aws-sign;https://github.com/jmenga/requests-aws-sign;https://github.com/jmenga/requests-aws-sign;;
django-test-without-migrations;https://github.com/henriquebastos/django-test-without-migrations;;https://github.com/henriquebastos/django-test-without-migrations;https://github.com/henriquebastos/django-test-without-migrations;https://github.com/henriquebastos/django-test-without-migrations;;https://github.com/henriquebastos/django-test-without-migrations;;https://github.com/henriquebastos/django-test-without-migrations
mohawk;https://github.com/kumar303/mohawk;;https://github.com/kumar303/mohawk;https://github.com/kumar303/mohawk;https://github.com/kumar303/mohawk;https://github.com/kumar303/mohawk;https://github.com/kumar303/mohawk;;
doit;https://github.com/pydoit/doit;https://github.com/doit/doit;;https://github.com/pydoit/doit;https://github.com/pydoit/doit;;https://github.com/pydoit/doit;;
py-zipkin;https://github.com/yelp/py_zipkin;;https://github.com/yelp/py_zipkin;;;https://github.com/yelp/py_zipkin;https://github.com/yelp/py_zipkin;;https://github.com/yelp/py_zipkin
bert-tensorflow;https://github.com/google-research/bert;;https://github.com/google-research/bert;;;https://github.com/google-research/bert;https://github.com/google-research/bert;;
client;;https://github.com/client/client;;;;;;;
svn;https://github.com/dsoprea/pysvn;;https://github.com/dsoprea/pysvn;;;https://github.com/dsoprea/pysvn;https://github.com/dsoprea/pysvn;;https://github.com/dsoprea/pysvn
extract-msg;https://github.com/teammsgextractor/msg-extractor;;https://github.com/teammsgextractor/msg-extractor;;;https://github.com/teammsgextractor/msg-extractor;https://github.com/teammsgextractor/msg-extractor;;
win-unicode-console;https://github.com/drekin/win-unicode-console;;https://github.com/drekin/win-unicode-console;https://github.com/drekin/win-unicode-console;https://github.com/drekin/win-unicode-console;https://github.com/drekin/win-unicode-console;https://github.com/drekin/win-unicode-console;;
iso-639;https://github.com/noumar/iso639;;https://github.com/noumar/iso639;;;https://github.com/noumar/iso639;https://github.com/noumar/iso639;;https://github.com/noumar/iso639
pytest-json-report;https://github.com/numirias/pytest-json-report;;https://github.com/numirias/pytest-json-report;https://github.com/numirias/pytest-json-report;https://github.com/numirias/pytest-json-report;https://github.com/numirias/pytest-json-report;https://github.com/numirias/pytest-json-report;https://github.com/tox-dev/tox;https://github.com/numirias/pytest-json-report
netstorageapi;;;;;;;;;https://github.com/akamai/netstoragekit-python
django-dynamic-fixture;https://github.com/paulocheque/django-dynamic-fixture;;https://github.com/paulocheque/django-dynamic-fixture;https://github.com/paulocheque/django-dynamic-fixture;https://github.com/paulocheque/django-dynamic-fixture;https://github.com/paulocheque/django-dynamic-fixture;https://github.com/paulocheque/django-dynamic-fixture;;
pyexasol;https://github.com/badoo/pyexasol;;https://github.com/badoo/pyexasol;https://github.com/badoo/pyexasol;https://github.com/badoo/pyexasol;https://github.com/badoo/pyexasol;https://github.com/badoo/pyexasol;;
pyang;https://github.com/mbj4668/pyang;;https://github.com/mbj4668/pyang;https://github.com/mbj4668/pyang;https://github.com/mbj4668/pyang;https://github.com/mbj4668/pyang;https://github.com/mbj4668/pyang;;
impacket;https://github.com/secureauthcorp/impacket;;;https://github.com/secureauthcorp/impacket;https://github.com/secureauthcorp/impacket;https://github.com/secureauthcorp/impacket;;;
methodtools;https://github.com/youknowone/methodtools;;https://github.com/youknowone/methodtools;https://github.com/youknowone/methodtools;https://github.com/youknowone/methodtools;https://github.com/youknowone/methodtools;https://github.com/youknowone/methodtools;;
td-client;https://github.com/treasure-data/td-client-python;;;;https://github.com/treasure-data/td-client-python;https://github.com/treasure-data/pytd;;;https://github.com/treasure-data/td-client-python
guessit;https://github.com/guessit-io/guessit;;;;https://github.com/guessit-io/guessit;https://github.com/relekang/python-semantic-release;;;https://github.com/guessit-io/guessit
m3-cdecimal;;;;;;;;;
allure-behave;https://github.com/allure-framework/allure-python;;https://github.com/allure-framework/allure-python;;;https://github.com/allure-framework/allure-python;https://github.com/allure-framework/allure-python;;
torchfile;https://github.com/bshillingford/python-torchfile;;https://github.com/bshillingford/python-torchfile;https://github.com/bshillingford/python-torchfile;https://github.com/bshillingford/python-torchfile;https://github.com/bshillingford/python-torchfile;https://github.com/bshillingford/python-torchfile;;
sanic-plugins-framework;https://github.com/ashleysommer/sanicpluginsframework;;https://github.com/ashleysommer/sanicpluginsframework;;;https://github.com/ashleysommer/sanicpluginsframework;https://github.com/ashleysommer/sanicpluginsframework;;https://github.com/ashleysommer/sanicpluginsframework
pyclustering;https://github.com/annoviko/pyclustering;;;https://github.com/annoviko/pyclustering;https://github.com/annoviko/pyclustering;https://github.com/annoviko/pyclustering;https://github.com/annoviko/pyclustering;;
colorful;https://github.com/timofurrer/colorful;;https://github.com/timofurrer/colorful;https://github.com/timofurrer/colorful;;https://github.com/timofurrer/colorful;https://github.com/timofurrer/colorful;;https://github.com/timofurrer/colorful
crochet;https://github.com/itamarst/crochet;;https://github.com/itamarst/crochet;https://github.com/itamarst/crochet;https://github.com/itamarst/crochet;https://github.com/itamarst/crochet;https://github.com/itamarst/crochet;;https://github.com/itamarst/crochet
pytest-helpers-namespace;https://github.com/saltstack/pytest-helpers-namespace;;https://github.com/saltstack/pytest-helpers-namespace;https://github.com/saltstack/pytest-helpers-namespace;https://github.com/saltstack/pytest-helpers-namespace;https://github.com/pytest-dev/pytest;https://github.com/saltstack/pytest-helpers-namespace;;https://github.com/saltstack/pytest-helpers-namespace
yacs;https://github.com/rbgirshick/yacs;https://github.com/yacs/yacs;https://github.com/rbgirshick/yacs;https://github.com/rbgirshick/yacs;https://github.com/rbgirshick/yacs;https://github.com/rbgirshick/yacs;https://github.com/rbgirshick/yacs;;
dist-keras;https://github.com/cerndb/dist-keras;;https://github.com/cerndb/dist-keras;https://github.com/cerndb/dist-keras;https://github.com/cerndb/dist-keras;https://github.com/cerndb/dist-keras;https://github.com/cerndb/dist-keras;;
azureml-explain-model;;;;;;;;;
chameleon;https://github.com/malthe/chameleon;;;;https://github.com/malthe/chameleon;https://github.com/malthe/chameleon;https://github.com/malthe/chameleon;https://github.com/malthe/chameleon;
xunitparser;;;;;;;;;
visdom;https://github.com/fossasia/visdom;;https://github.com/fossasia/visdom;https://github.com/fossasia/visdom;https://github.com/fossasia/visdom;https://github.com/fossasia/visdom;https://github.com/fossasia/visdom;;
castellan;;;;;;;;;
selenium-wire;https://github.com/wkeeling/selenium-wire;;https://github.com/wkeeling/selenium-wire;https://github.com/wkeeling/selenium-wire;https://github.com/wkeeling/selenium-wire;https://github.com/wkeeling/selenium-wire;https://github.com/wkeeling/selenium-wire;;https://github.com/wkeeling/selenium-wire
hpsklearn;https://github.com/hyperopt/hyperopt-sklearn;;;;;;https://github.com/hyperopt/hyperopt-sklearn;;
xblock;https://github.com/edx/xblock;;https://github.com/edx/xblock;https://github.com/edx/xblock-sdk;;https://github.com/edx/xblock;https://github.com/edx/xblock;;
bagit;https://github.com/libraryofcongress/bagit-python;;;https://github.com/libraryofcongress/bagit-python;;;;https://github.com/tox-dev/tox;https://github.com/libraryofcongress/bagit-python
hachoir;https://github.com/vstinner/hachoir;;;https://github.com/vstinner/hachoir;https://github.com/vstinner/hachoir;https://github.com/vstinner/hachoir;;https://github.com/vstinner/hachoir;
simplekv;https://github.com/mbr/simplekv;;https://github.com/mbr/simplekv;;;https://github.com/mbr/simplekv;https://github.com/mbr/simplekv;https://github.com/mbr/flask-kvsession;https://github.com/mbr/simplekv
twitter-common-confluence;https://github.com/twitter-archive/commons;;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;
ffmpeg;https://github.com/jiashaokun/ffmpeg;https://github.com/ffmpeg/ffmpeg;https://github.com/jiashaokun/ffmpeg;https://github.com/jiashaokun/ffmpeg;https://github.com/jiashaokun/ffmpeg;https://github.com/jiashaokun/ffmpeg;https://github.com/jiashaokun/ffmpeg;;
face-recognition;https://github.com/ageitgey/face_recognition;;https://github.com/ageitgey/face_recognition;;;https://github.com/ageitgey/face_recognition;https://github.com/ageitgey/face_recognition;https://github.com/ageitgey/face_recognition;https://github.com/ageitgey/face_recognition
flake8-pep3101;https://github.com/gforcada/flake8-pep3101;;https://github.com/gforcada/flake8-pep3101;https://github.com/gforcada/flake8-pep3101;https://github.com/gforcada/flake8-pep3101;https://github.com/gforcada/flake8-pep3101;https://github.com/gforcada/flake8-pep3101;;https://github.com/gforcada/flake8-pep3101
proto-google-cloud-spanner-v1;https://github.com/googleapis/googleapis;;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;
gapic-google-cloud-spanner-v1;https://github.com/googleapis/googleapis;;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;
gapic-google-cloud-spanner-admin-instance-v1;https://github.com/googleapis/googleapis;;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;
gapic-google-cloud-spanner-admin-database-v1;https://github.com/googleapis/googleapis;;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;
proto-google-cloud-spanner-admin-instance-v1;https://github.com/googleapis/googleapis;;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;
proto-google-cloud-spanner-admin-database-v1;https://github.com/googleapis/googleapis;;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;
libtmux;https://github.com/tmux-python/libtmux;;https://github.com/tmux-python/libtmux;https://github.com/tmux-python/libtmux;https://github.com/tmux-python/libtmux;https://github.com/tmux-python/libtmux;https://github.com/tmux-python/libtmux;;https://github.com/tmux-python/libtmux
pyxero;https://github.com/freakboy3742/pyxero;;https://github.com/freakboy3742/pyxero;https://github.com/freakboy3742/pyxero;;https://github.com/freakboy3742/pyxero;https://github.com/freakboy3742/pyxero;;https://github.com/freakboy3742/pyxero
logentries;;;;;;;;;
os-traits;;;;;;;;;
singer-python;;;;;;;;;
uncertainties;https://github.com/lebigot/uncertainties;;;https://github.com/lebigot/uncertainties;https://github.com/lebigot/uncertainties;https://github.com/lebigot/uncertainties;https://github.com/lebigot/uncertainties;https://github.com/lebigot/uncertainties;
neutron-lib;;;;;;;;;
polygon-geohasher;https://github.com/bonsanto/polygon-geohasher;;https://github.com/bonsanto/polygon-geohasher;https://github.com/bonsanto/polygon-geohasher;https://github.com/bonsanto/polygon-geohasher;https://github.com/bonsanto/polygon-geohasher;https://github.com/bonsanto/polygon-geohasher;;
questionary;https://github.com/tmbo/questionary;;https://github.com/tmbo/questionary;https://github.com/tmbo/questionary;https://github.com/tmbo/questionary;https://github.com/tmbo/questionary;https://github.com/tmbo/questionary;https://github.com/tmbo/questionary;https://github.com/rasahq/rasa
grpcio-opentracing;;;;;;;;;
pychromecast;https://github.com/home-assistant-libs/pychromecast;;https://github.com/home-assistant-libs/pychromecast;;https://github.com/home-assistant-libs/pychromecast;https://github.com/home-assistant-libs/pychromecast;https://github.com/home-assistant-libs/pychromecast;;
untokenize;https://github.com/myint/untokenize;;https://github.com/myint/untokenize;https://github.com/myint/untokenize;https://github.com/myint/untokenize;https://github.com/myint/untokenize;https://github.com/myint/untokenize;;https://github.com/myint/untokenize
os-vif;;;;;;;;;
djangorestframework-stubs;https://github.com/typeddjango/djangorestframework-stubs;;https://github.com/typeddjango/djangorestframework-stubs;https://github.com/typeddjango/djangorestframework-stubs;https://github.com/typeddjango/djangorestframework-stubs;https://github.com/typeddjango/djangorestframework-stubs;https://github.com/typeddjango/djangorestframework-stubs;;
ipwhois;https://github.com/secynic/ipwhois;;https://github.com/secynic/ipwhois;https://github.com/secynic/ipwhois;https://github.com/secynic/ipwhois;https://github.com/secynic/ipwhois;https://github.com/secynic/ipwhois;https://github.com/secynic/ipwhois;https://github.com/secynic/ipwhois
python-keycloak;https://github.com/marcospereirampj/python-keycloak;;https://github.com/marcospereirampj/python-keycloak;https://github.com/marcospereirampj/python-keycloak;https://github.com/marcospereirampj/python-keycloak;https://github.com/marcospereirampj/python-keycloak;https://github.com/marcospereirampj/python-keycloak;https://github.com/marcospereirampj/python-keycloak;
xstatic-patternfly;;;;;;;;;
xstatic-datatables;;;;;;;;;
xstatic-patternfly-bootstrap-treeview;;;;;;;;;
schema-salad;https://github.com/common-workflow-language/schema_salad;;https://github.com/common-workflow-language/schema_salad;;;https://github.com/common-workflow-language/schema_salad;https://github.com/common-workflow-language/schema_salad;;
prance;https://github.com/jfinkhaeuser/prance;https://github.com/prance/prance;https://github.com/jfinkhaeuser/prance;https://github.com/jfinkhaeuser/prance;https://github.com/jfinkhaeuser/prance;https://github.com/jfinkhaeuser/prance;https://github.com/jfinkhaeuser/prance;;https://github.com/jfinkhaeuser/prance
np-utils;;;;;;;;;
sounddevice;https://github.com/spatialaudio/python-sounddevice;;;https://github.com/spatialaudio/python-sounddevice;https://github.com/spatialaudio/python-sounddevice;;;https://github.com/spatialaudio/python-sounddevice;
dataproperty;https://github.com/thombashi/dataproperty;;https://github.com/thombashi/dataproperty;;;https://github.com/thombashi/dataproperty;https://github.com/thombashi/dataproperty;;https://github.com/thombashi/dataproperty
django-suit;https://github.com/darklow/django-suit;;;;https://github.com/darklow/django-suit;https://github.com/darklow/django-suit-examples;;;https://github.com/darklow/django-suit
pep257;https://github.com/pycqa/pydocstyle;;https://github.com/pycqa/pydocstyle;;;https://github.com/pycqa/pydocstyle;https://github.com/pycqa/pydocstyle;;https://github.com/pycqa/pydocstyle
flake8-black;https://github.com/peterjc/flake8-black;;https://github.com/peterjc/flake8-black;;;https://github.com/peterjc/flake8-black;https://github.com/peterjc/flake8-black;https://github.com/toml-lang/toml;https://github.com/peterjc/flake8-black
pytest-flask-sqlalchemy;https://github.com/jeancochrane/pytest-flask-sqlalchemy;;https://github.com/jeancochrane/pytest-flask-sqlalchemy;https://github.com/jeancochrane/pytest-flask-sqlalchemy;https://github.com/jeancochrane/pytest-flask-sqlalchemy;https://github.com/jeancochrane/pytest-flask-sqlalchemy;https://github.com/jeancochrane/pytest-flask-sqlalchemy;;https://github.com/jeancochrane/pytest-flask-sqlalchemy
pynvim;https://github.com/neovim/pynvim;;https://github.com/neovim/pynvim;https://github.com/neovim/pynvim;;https://github.com/neovim/pynvim;https://github.com/neovim/pynvim;;
pytype;https://github.com/google/pytype;;https://github.com/google/pytype;https://github.com/google/pytype;https://github.com/google/pytype;https://github.com/google/pytype;https://github.com/google/pytype;;https://github.com/google/pytype
kaitaistruct;;;;;;;;;
azureml;https://github.com/azure-samples/azure-machinelearning-clientlibrary-python;;https://github.com/azure-samples/azure-machinelearning-clientlibrary-python;;;https://github.com/azure-samples/azure-machinelearning-clientlibrary-python;https://github.com/azure-samples/azure-machinelearning-clientlibrary-python;;
strip-hints;https://github.com/abarker/strip-hints;;https://github.com/abarker/strip-hints;https://github.com/abarker/strip-hints;https://github.com/abarker/strip-hints;https://github.com/abarker/strip-hints;https://github.com/abarker/strip-hints;;
pygerrit2;https://github.com/dpursehouse/pygerrit2;;https://github.com/dpursehouse/pygerrit2;https://github.com/dpursehouse/pygerrit2;https://github.com/dpursehouse/pygerrit2;https://github.com/dpursehouse/pygerrit2;https://github.com/dpursehouse/pygerrit2;;
shodan;https://github.com/achillean/shodan-python;;;https://github.com/achillean/shodan-python;;;https://github.com/achillean/shodan-python;;https://github.com/achillean/shodan-python
ropgadget;https://github.com/jonathansalwan/ropgadget;;https://github.com/jonathansalwan/ropgadget;;;https://github.com/jonathansalwan/ropgadget;https://github.com/jonathansalwan/ropgadget;;
nbstripout;https://github.com/kynan/nbstripout;;https://github.com/kynan/nbstripout;https://github.com/kynan/nbstripout;https://github.com/kynan/nbstripout;https://github.com/kynan/nbstripout;https://github.com/kynan/nbstripout;;https://github.com/kynan/nbstripout
dai-sgqlc-3-5;https://github.com/graphql/graphiql;;;;;https://github.com/graphql/graphiql;;https://github.com/pypa/pipenv;
passwordmeter;https://github.com/cadithealth/passwordmeter;;https://github.com/cadithealth/passwordmeter;https://github.com/cadithealth/passwordmeter;;https://github.com/cadithealth/passwordmeter;https://github.com/cadithealth/passwordmeter;;
django-safedelete;https://github.com/makinacorpus/django-safedelete;;https://github.com/makinacorpus/django-safedelete;https://github.com/makinacorpus/django-safedelete;https://github.com/makinacorpus/django-safedelete;https://github.com/makinacorpus/django-safedelete;https://github.com/makinacorpus/django-safedelete;;https://github.com/makinacorpus/django-safedelete
htpasswd;https://github.com/thesharp/htpasswd;;https://github.com/thesharp/htpasswd;https://github.com/thesharp/htpasswd;https://github.com/thesharp/htpasswd;https://github.com/thesharp/htpasswd;https://github.com/thesharp/htpasswd;;
celery-redbeat;https://github.com/sibson/redbeat;;https://github.com/sibson/redbeat;;;https://github.com/sibson/redbeat;https://github.com/sibson/redbeat;;https://github.com/sibson/redbeat
pytelegrambotapi;https://github.com/eternnoir/pytelegrambotapi;;https://github.com/eternnoir/pytelegrambotapi;;;https://github.com/eternnoir/pytelegrambotapi;https://github.com/eternnoir/pytelegrambotapi;;https://github.com/eternnoir/pytelegrambotapi
fitbit;https://github.com/orcasgit/python-fitbit;;https://github.com/orcasgit/python-fitbit;https://github.com/orcasgit/python-fitbit;https://github.com/orcasgit/python-fitbit;https://github.com/orcasgit/python-fitbit;https://github.com/orcasgit/python-fitbit;;https://github.com/orcasgit/python-fitbit
cwltool;https://github.com/common-workflow-language/cwltool;;https://github.com/common-workflow-language/cwltool;https://github.com/common-workflow-language/cwltool;https://github.com/common-workflow-language/cwltool;https://github.com/common-workflow-language/cwltool;https://github.com/common-workflow-language/cwltool;;https://github.com/common-workflow-language/cwltool
pysal;https://github.com/pysal/pysal;https://github.com/pysal/pysal;;;;https://github.com/psf/black;;;https://github.com/pysal/pysal
logmatic-python;https://github.com/logmatic/logmatic-python;;https://github.com/logmatic/logmatic-python;https://github.com/logmatic/logmatic-python;https://github.com/logmatic/logmatic-python;https://github.com/logmatic/logmatic-python;https://github.com/logmatic/logmatic-python;;
cbor;;;;;;;;;
sip;;;;;;;;;
collectfast;https://github.com/antonagestam/collectfast;;https://github.com/antonagestam/collectfast;https://github.com/antonagestam/collectfast;https://github.com/antonagestam/collectfast;;https://github.com/antonagestam/collectfast;;https://github.com/antonagestam/collectfast
django-sendgrid-v5;https://github.com/sklarsa/django-sendgrid-v5;;https://github.com/sklarsa/django-sendgrid-v5;https://github.com/sklarsa/django-sendgrid-v5;https://github.com/sklarsa/django-sendgrid-v5;https://github.com/sklarsa/django-sendgrid-v5;https://github.com/sklarsa/django-sendgrid-v5;;https://github.com/sklarsa/django-sendgrid-v5
tensorflow-cpu;https://github.com/tensorflow/tensorflow;;;;;;https://github.com/tensorflow/tensorflow;;
aws-cdk-aws-cloudformation;https://github.com/aws/aws-cdk;;https://github.com/aws/aws-cdk;;;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;
sgmllib3k;;;;;;;;;
logger;;https://github.com/logger/logger;;;;;;;
flask-restx;https://github.com/python-restx/flask-restx;;https://github.com/python-restx/flask-restx;https://github.com/python-restx/flask-restx;https://github.com/python-restx/flask-restx;https://github.com/python-restx/flask-restx;https://github.com/python-restx/flask-restx;https://github.com/python-restx/flask-restx;https://github.com/python-restx/flask-restx
aws-cdk-aws-route53;https://github.com/aws/aws-cdk;;https://github.com/aws/aws-cdk;;;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;
pyct;https://github.com/pyviz-dev/pyct;;https://github.com/pyviz-dev/pyct;https://github.com/pyviz-dev/pyct;https://github.com/pyviz-dev/pyct;https://github.com/pyviz-dev/pyct;https://github.com/pyviz-dev/pyct;;
django-watchman;https://github.com/mwarkentin/django-watchman;;https://github.com/mwarkentin/django-watchman;https://github.com/mwarkentin/django-watchman;https://github.com/mwarkentin/django-watchman;https://github.com/mwarkentin/django-watchman;https://github.com/mwarkentin/django-watchman;;https://github.com/mwarkentin/django-watchman
