package_name;github_url;pypi_downloads;dep_repos;dep_pkgs
linecache2;https://github.com/testing-cabal/linecache2;8745968;;
line-profiler;https://github.com/pyutils/line_profiler;983110;;
livereload;https://github.com/lepture/python-livereload;4143173;6003;84
llvmlite;https://github.com/numba/llvmlite;13452590;26340;129
lmdb;https://github.com/jnwatson/py-lmdb;1766480;2668;107
lmfit;https://github.com/lmfit/lmfit-py;390062;865;179
lml;https://github.com/python-lml/lml;1059065;;
localstack;https://github.com/localstack/localstack;300200;118;1
localstack-client;https://github.com/localstack/localstack-python-client;614975;135;5
localstack-ext;https://github.com/localstack/localstack;300200;118;1
locket;https://github.com/mwilliamson/locket.py;4298303;;
locust;https://github.com/locustio/locust;2510574;1057;19
locustio;https://github.com/locustio/locust;2510574;1057;19
logdna;https://github.com/logdna/python;299980;60;3
logmatic-python;https://github.com/logmatic/logmatic-python;469268;;
logstash-formatter;https://github.com/ulule/python-logstash-formatter;945043;;
log-symbols;https://github.com/manrajgrover/py-log-symbols;782068;;
loguru;https://github.com/delgan/loguru;2422656;5145;709
logzero;https://github.com/metachris/logzero;621755;1526;228
logzio-python-handler;https://github.com/logzio/logzio-python-handler;970706;25;6
loky;https://github.com/joblib/loky;310898;;
lomond;https://github.com/wildfoundry/dataplicity-lomond;427730;;
lorem;https://github.com/sfischer13/python-lorem;331440;;
lru-dict;https://github.com/amitdev/lru-dict;2200433;2192;85
luigi;https://github.com/spotify/luigi;2616915;1286;72
luminol;https://github.com/linkedin/luminol;2228294;35;3
lunarcalendar;https://github.com/wolfhong/lunarcalendar;2041143;;
lunardate;https://github.com/lidaobing/python-lunardate;8636228;;
lunr;https://github.com/yeraydiazdiaz/lunr.py;797644;;
lupa;https://github.com/scoder/lupa;495412;205;16
lxml;https://github.com/lxml/lxml;110460726;155626;5894
lyricwikia;https://github.com/enricobacis/lyricwikia;288703;;
lz4;https://github.com/python-lz4/python-lz4;10740170;1979;176
lzstring;https://github.com/gkovacs/lz-string-python;387285;;
m2crypto;https://github.com/m2crypto/m2crypto;1239841;;
m2r;https://github.com/miyakogi/m2r;926604;2239;302
m3u8;https://github.com/globocom/m3u8;2533538;449;38
macholib;https://github.com/ronaldoussoren/macholib;2984244;;
magicattr;https://github.com/frmdstryr/magicattr;513931;;
magicinvoke;https://github.com/haydenflinner/magicinvoke;372286;;
mahotas;https://github.com/luispedro/mahotas;626499;560;27
mailchimp3;https://github.com/vingtcinq/python-mailchimp;934136;505;12
mail-parser;https://github.com/spamscope/mail-parser;302088;154;11
mako;https://github.com/sqlalchemy/mako;49103410;;
mando;https://github.com/rubik/mando;1676976;;
manhole;https://github.com/ionelmc/python-manhole;464804;;
mapbox-vector-tile;https://github.com/tilezen/mapbox-vector-tile;344094;80;8
marisa-trie;https://github.com/pytries/marisa-trie;926029;644;38
markdown;https://github.com/python-markdown/markdown;79296520;121981;1828
markdown2;https://github.com/trentm/python-markdown2;2016842;8683;190
markuppy;https://github.com/tylerbakke/markuppy;1476164;3009;14
markupsafe;https://github.com/pallets/markupsafe;332028359;534706;1177
marshmallow;https://github.com/marshmallow-code/marshmallow;34084194;24864;884
marshmallow-arrow;https://github.com/youversion/marshmallow_arrow;393126;;
marshmallow-dataclass;https://github.com/lovasoa/marshmallow_dataclass;525589;;
marshmallow-jsonapi;https://github.com/marshmallow-code/marshmallow-jsonapi;310614;;
marshmallow-jsonschema;https://github.com/fuhrysteve/marshmallow-jsonschema;595741;;
marshmallow-objects;https://github.com/sv-tools/marshmallow-objects;581585;;
marshmallow-oneofschema;https://github.com/marshmallow-code/marshmallow-oneofschema;868958;243;21
marshmallow-polyfield;https://github.com/bachmann1234/marshmallow-polyfield;442111;237;6
marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;7463386;11775;93
mathematics-dataset;https://github.com/deepmind/mathematics_dataset;2622819;;
matplotlib;https://github.com/matplotlib/matplotlib;102834900;328456;13337
matplotlib-venn;https://github.com/konstantint/matplotlib-venn;514225;1140;38
mattermostwrapper;https://github.com/btotharye/mattermostwrapper;291528;;
maturin;https://github.com/pyo3/maturin;1169086;123;3
maxminddb;https://github.com/maxmind/maxmind-db-reader-python;16290287;2683;31
maxminddb-geolite2;https://github.com/rr2do2/maxminddb-geolite2;1576412;;
mbstrdecoder;https://github.com/thombashi/mbstrdecoder;573836;242;11
mccabe;https://github.com/pycqa/mccabe;101545581;180991;421
measurement;https://github.com/coddingtonbear/python-measurement;408661;570;9
mecab-python3;https://github.com/samurait/mecab-python3;1167980;1286;57
mechanicalsoup;https://github.com/mechanicalsoup/mechanicalsoup;383579;;
mechanize;https://github.com/python-mechanize/mechanize;2761670;3877;117
meinheld;https://github.com/mopemope/meinheld;322455;;
meld3;https://github.com/supervisor/meld3;4145321;1910;14
memcnn;https://github.com/silvandeleemput/memcnn;896468;;
memoized-property;https://github.com/estebistec/python-memoized-property;4630811;;
memory-profiler;https://github.com/pythonprofilers/memory_profiler;2155469;;
mercantile;https://github.com/mapbox/mercantile;1589998;640;50
mesh-tensorflow;https://github.com/tensorflow/mesh;304954;498;6
meson;https://github.com/mesonbuild/meson;827332;;
metaphone;https://github.com/oubiwann/metaphone;366667;;
methodtools;https://github.com/youknowone/methodtools;487525;;
microsoftgraph-python;https://github.com/gearplug/microsoftgraph-python;376737;8;0
milksnake;https://github.com/getsentry/milksnake;4606884;115;20
mimerender;https://github.com/martinblech/mimerender;453205;;
minio;https://github.com/minio/minio-py;1822919;1244;122
mirakuru;https://github.com/clearcodehq/mirakuru;600190;;
missingno;https://github.com/residentmario/missingno;1271772;3109;46
mistune;https://github.com/lepture/mistune;63194284;98325;336
mitmproxy;https://github.com/mitmproxy/mitmproxy;608404;1195;50
mixbox;https://github.com/cyboxproject/mixbox;567307;;
mixer;https://github.com/klen/mixer;518389;;
mixpanel;https://github.com/mixpanel/mixpanel-python;2237416;294;18
mizani;https://github.com/has2k1/mizani;1198276;;
mkdocs;https://github.com/mkdocs/mkdocs;2789005;10677;491
mkdocs-material;https://github.com/squidfunk/mkdocs-material;1636379;5565;226
mkdocs-material-extensions;https://github.com/facelessuser/mkdocs-material-extensions;368772;1072;17
mkdocs-minify-plugin;https://github.com/byrnereese/mkdocs-minify-plugin;903025;;
mleap;https://github.com/combust/mleap;3899653;129;8
mlflow;https://github.com/mlflow/mlflow;18165416;;
ml-metadata;https://github.com/google/ml-metadata;5948997;81;7
mlxtend;https://github.com/rasbt/mlxtend;1119862;2678;57
mmh3;https://github.com/hajimes/mmh3;7934479;;
mnemonic;https://github.com/trezor/python-mnemonic;291855;820;91
mock;https://github.com/testing-cabal/mock;101942511;;
mockito;https://github.com/kaste/mockito-python;981227;;
mockredispy;https://github.com/locationlabs/mockredis;855118;;
mode;https://github.com/ask/mode;413812;;
model-bakery;https://github.com/model-bakers/model_bakery;515365;;
model-mommy;https://github.com/berinhard/model_mommy;1794452;;
moderngl;https://github.com/moderngl/moderngl;742543;161;29
modernize;https://github.com/pycqa/modernize;383793;;
mohawk;https://github.com/kumar303/mohawk;492002;;
mojimoji;https://github.com/studio-ousia/mojimoji;362549;197;9
molecule;https://github.com/ansible-community/molecule;1552995;;
moment;https://github.com/zachwill/moment;366733;467;16
mongoengine;https://github.com/mongoengine/mongoengine;4496382;12377;293
mongomock;https://github.com/mongomock/mongomock;2600699;;
monotonic;https://github.com/atdt/monotonic;37082781;;
more-itertools;https://github.com/more-itertools/more-itertools;172880256;98193;758
more-properties;https://github.com/madman-bob/python-more-properties;387606;;
moto;https://github.com/spulec/moto;10473698;3402;231
motor;https://github.com/mongodb/motor;1769888;3805;178
mouseinfo;https://github.com/asweigart/mouseinfo;775482;;
moviepy;https://github.com/zulko/moviepy;2102417;6355;166
mozdownload;https://github.com/mozilla/mozdownload;272077;119;5
mozilla-django-oidc;https://github.com/mozilla/mozilla-django-oidc;324852;216;9
mpi4py;https://github.com/mpi4py/mpi4py;3330525;;
mpld3;https://github.com/mpld3/mpld3;1387589;10;1
mpmath;https://github.com/fredrik-johansson/mpmath;5672566;;
mrjob;https://github.com/yelp/mrjob;2295971;698;2
msal;https://github.com/azuread/microsoft-authentication-library-for-python;6891885;1133;41
msal-extensions;https://github.com/azuread/microsoft-authentication-extensions-for-python;5644522;;
msgpack;https://github.com/msgpack/msgpack-python;45176561;37048;646
msgpack-numpy;https://github.com/lebedov/msgpack-numpy;1868929;3592;64
msrest;https://github.com/azure/msrest-for-python;88665420;3890;280
msrestazure;https://github.com/azure/msrestazure-for-python;41223003;;
mss;https://github.com/bobotig/python-mss;1524702;;
mujoco-py;https://github.com/openai/mujoco-py;4513454;1535;22
multiaddr;https://github.com/multiformats/py-multiaddr;744106;;
multidict;https://github.com/aio-libs/multidict;68455264;;
multi-key-dict;https://github.com/formiaczek/multi_key_dict;6415221;;
multipledispatch;https://github.com/mrocklin/multipledispatch;6501008;18822;113
multiprocess;https://github.com/uqfoundation/multiprocess;10425944;3013;145
multitasking;https://github.com/ranaroussi/multitasking;380320;;
munch;https://github.com/infinidat/munch;12940961;;
murmurhash;https://github.com/explosion/murmurhash;10542915;;
murmurhash3;https://github.com/veegee/mmh3;274013;;
mutagen;https://github.com/quodlibet/mutagen;1856565;4008;261
mws;https://github.com/python-amazon-mws/python-amazon-mws;364475;79;3
mxnet;https://github.com/apache/incubator-mxnet;2391349;1824;67
mypy;https://github.com/python/mypy;31542985;28411;1928
mypy-extensions;https://github.com/python/mypy_extensions;26525728;;
mypy-protobuf;https://github.com/dropbox/mypy-protobuf;1328846;170;30
mysql;https://github.com/valhallasw/virtual-mysql-pypi-package;767939;3834;36
mysqlclient;https://github.com/pymysql/mysqlclient;27927106;;
mysql-python;https://github.com/farcepest/mysqldb1;6502197;;
naked;https://github.com/chrissimpkins/naked;3134580;;
nameko;https://github.com/nameko/nameko;337160;778;76
nameparser;https://github.com/derek73/python-nameparser;2122679;;
names;https://github.com/treyhunner/names;787275;;
nanotime;https://github.com/jbenet/nanotime;377632;;
natsort;https://github.com/sethmmorton/natsort;4770836;4668;322
natto-py;https://github.com/buruzaemon/natto-py;338953;;
nbclient;https://github.com/jupyter/nbclient;820496;;
nbconvert;https://github.com/jupyter/nbconvert;60979669;94299;533
nbdime;https://github.com/jupyter/nbdime;352522;35;9
nbsphinx;https://github.com/spatialaudio/nbsphinx;1249223;;
nbstripout;https://github.com/kynan/nbstripout;470814;1035;45
nbval;https://github.com/computationalmodelling/nbval;358787;820;143
ncclient;https://github.com/ncclient/ncclient;1168238;1557;36
ndg-httpsclient;https://github.com/cedadev/ndg_httpsclient;17927337;;
ndjson;https://github.com/rhgrant10/ndjson;293844;;
neo4j;https://github.com/neo4j/neo4j-python-driver;783005;;
neo4j-driver;https://github.com/neo4j/neo4j-python-driver;783005;;
neobolt;https://github.com/neo4j-drivers/neobolt;1465689;;
neotime;https://github.com/technige/neotime;1521333;;
nest-asyncio;https://github.com/erdewit/nest_asyncio;1615137;;
netaddr;https://github.com/netaddr/netaddr;30289981;10942;467
netcdf4;https://github.com/unidata/netcdf4-python;2355889;4267;557
netdisco;https://github.com/home-assistant/netdisco;555630;;
netifaces;https://github.com/al45tair/netifaces;15102940;;
netmiko;https://github.com/ktbyers/netmiko;1049984;1354;65
netstorageapi;https://github.com/akamai/netstoragekit-python;488091;6;0
networkx;https://github.com/networkx/networkx;53161740;66774;2746
newlinejson;https://github.com/geowurster/newlinejson;1475442;;
newrelic;https://github.com/newrelic/newrelic-python-agent;10572530;;
newrelic-telemetry-sdk;https://github.com/newrelic/newrelic-telemetry-sdk-python;603595;;
newspaper3k;https://github.com/codelucas/newspaper;407228;2391;50
ngram;https://github.com/gpoulter/python-ngram;824727;;
nibabel;https://github.com/nipy/nibabel;972633;3568;349
niet;https://github.com/openuado/niet;451492;;
nimbusml;https://github.com/microsoft/nimbusml;1070610;;
ninja;https://github.com/scikit-build/ninja-python-distributions;2429629;;
nltk;https://github.com/nltk/nltk;38602266;91567;1362
nmslib;https://github.com/nmslib/nmslib;267866;316;29
nodeenv;https://github.com/ekalinin/nodeenv;12018509;8202;58
node-semver;https://github.com/podhmo/python-semver;2061965;368;11
nose;https://github.com/nose-devs/nose;33067233;100405;4762
nose2;https://github.com/nose-devs/nose2;1658006;3348;209
nose-detecthttp;https://github.com/venmo/nose-detecthttp;321634;;
nose-exclude;https://github.com/kgrandis/nose-exclude;2880493;;
nosehtml;https://github.com/galaxyproject/nosehtml;283052;;
nose-parallel;https://github.com/dlanger/nose-parallel;556417;;
nose-parameterized;https://github.com/wolever/parameterized;7372551;3325;169
nose-progressive;https://github.com/erikrose/nose-progressive;654785;;
nose-timer;https://github.com/mahmoudimus/nose-timer;3109473;986;59
nosexcover;https://github.com/cmheisel/nose-xcover;1073577;;
notebook;https://github.com/jupyter/notebook;60149050;95567;621
nox;https://github.com/theacodes/nox;1482820;393;94
nplusone;https://github.com/jmcarp/nplusone;302960;281;1
nteract-scrapbook;https://github.com/nteract/scrapbook;684355;16;1
ntlm-auth;https://github.com/jborean93/ntlm-auth;5338629;;
ntplib;https://github.com/cf-natali/ntplib;1753786;;
num2words;https://github.com/savoirfairelinux/num2words;2169403;2861;65
numba;https://github.com/numba/numba;12868927;32493;1323
numdifftools;https://github.com/pbrod/numdifftools;306395;;
numexpr;https://github.com/pydata/numexpr;9158072;;
numpy;https://github.com/numpy/numpy;437086672;622138;32616
numpydoc;https://github.com/numpy/numpydoc;1563350;23654;687
numpy-stl;https://github.com/wolph/numpy-stl;4779350;;
nylas;https://github.com/nylas/nylas-python;314261;;
o365;https://github.com/o365/python-o365;460370;136;3
oauth2;https://github.com/joestump/python-oauth2;2274781;;
oauth2client;https://github.com/googleapis/oauth2client;57665382;36998;693
oauth2-client;https://github.com/antechrestos/oauth2client;380157;;
oauthlib;https://github.com/oauthlib/oauthlib;216490470;130625;500
objectpath;https://github.com/adriank/objectpath;4528487;286;30
objgraph;https://github.com/mgedmin/objgraph;1310970;758;51
oci;https://github.com/oracle/oci-python-sdk;898231;224;14
oci-cli;https://github.com/oracle/oci-cli;384681;26;2
ocspbuilder;https://github.com/wbond/ocspbuilder;448939;;
odfpy;https://github.com/eea/odfpy;3541987;8119;40
odo;https://github.com/blaze/odo;618315;7639;19
office365-rest-python-client;https://github.com/vgrem/office365-rest-python-client;290526;60;6
ofxparse;https://github.com/jseutter/ofxparse;1011012;1718;12
oic;https://github.com/openidc/pyoidc;308291;211;23
olefile;https://github.com/decalage2/olefile;5609533;52709;114
omegaconf;https://github.com/omry/omegaconf;706055;656;45
onnx;https://github.com/onnx/onnx;2932567;2569;153
onnxconverter-common;https://github.com/microsoft/onnxconverter-common;1187480;150;18
onnxmltools;https://github.com/onnx/onnxmltools;1118763;205;11
onnxruntime;https://github.com/microsoft/onnxruntime;1316963;1041;93
open3d-python;https://github.com/intel-isl/open3d;532486;;
openapi-codec;https://github.com/core-api/python-openapi-codec;3394199;;
openapi-core;https://github.com/p1c2u/openapi-core;527217;;
openapi-spec-validator;https://github.com/p1c2u/openapi-spec-validator;3445242;;
opencensus;https://github.com/census-instrumentation/opencensus-python;4272523;844;53
opencensus-context;https://github.com/census-instrumentation/opencensus-python;4272523;844;53
opencensus-ext-azure;https://github.com/census-instrumentation/opencensus-python;4272523;844;53
opencensus-ext-logging;https://github.com/census-instrumentation/opencensus-python;4272523;844;53
opencensus-ext-stackdriver;https://github.com/census-instrumentation/opencensus-python;4272523;844;53
opencv-contrib-python;https://github.com/opencv/opencv-python;32106047;;
opencv-contrib-python-headless;https://github.com/opencv/opencv-python;32106047;;
opencv-python;https://github.com/opencv/opencv-python;32106047;;
opencv-python-headless;https://github.com/opencv/opencv-python;32106047;;
openml;https://github.com/openml/openml-python;393670;103;28
openshift;https://github.com/openshift/openshift-restclient-python;1666630;1555;18
openslide-python;https://github.com/openslide/openslide-python;281823;290;27
opentracing;https://github.com/opentracing/opentracing-python;8436885;1213;105
opentracing-instrumentation;https://github.com/uber-common/opentracing-python-instrumentation;808490;;
opsgenie-sdk;https://github.com/opsgenie/opsgenie-python-sdk;273268;31;2
opt-einsum;https://github.com/dgasmith/opt_einsum;25530119;;
optimizely-sdk;https://github.com/optimizely/python-sdk;494641;22;1
optuna;https://github.com/optuna/optuna;589713;983;91
optunity;https://github.com/claesenm/optunity;319906;54;4
orderedmultidict;https://github.com/gruns/orderedmultidict;3186097;;
orderedset;https://github.com/simonpercivall/orderedset;3246028;;
ordered-set;https://github.com/luminosoinsight/ordered-set;8923769;;
orionsdk;https://github.com/solarwinds/orionsdk-python;312090;28;0
orjson;https://github.com/ijl/orjson;2311866;1444;177
ortools;https://github.com/google/or-tools;1281600;;
oscrypto;https://github.com/wbond/oscrypto;25642714;525;34
osmium;https://github.com/osmcode/pyosmium;381468;453;6
osmnx;https://github.com/gboeing/osmnx;268173;613;28
osqp;https://github.com/oxfordcontrol/osqp-python;1191665;1198;12
oss2;https://github.com/aliyun/aliyun-oss-python-sdk;796571;1228;106
os-testr;https://github.com/openstack/os-testr;582081;;
os-xenapi;https://github.com/openstack-archive/os-xenapi;374508;;
outcome;https://github.com/python-trio/outcome;406053;;
overrides;https://github.com/mkorpela/overrides;1003823;1172;45
ovs;https://github.com/openvswitch/ovs;701783;;
oyaml;https://github.com/wimglenn/oyaml;2438783;672;106
packaging;https://github.com/pypa/packaging;184987665;182775;1646
pafy;https://github.com/mps-youtube/pafy;323051;2029;57
palettable;https://github.com/jiffyclub/palettable;1758538;1690;67
pamela;https://github.com/minrk/pamela;1024253;;
pamqp;https://github.com/gmr/pamqp;929819;;
pandas;https://github.com/pandas-dev/pandas;233578393;;
pandas-datareader;https://github.com/pydata/pandas-datareader;1152335;8271;90
pandas-gbq;https://github.com/pydata/pandas-gbq;30979943;1931;57
pandas-profiling;https://github.com/pandas-profiling/pandas-profiling;1390586;3340;70
pandasql;https://github.com/yhat/pandasql;1339979;650;25
pandas-usaddress;https://github.com/lyonk71/pandas-usaddress;437512;;
pandavro;https://github.com/ynqa/pandavro;752365;42;5
pandoc;https://github.com/boisgera/pandoc;869751;;
pandocfilters;https://github.com/jgm/pandocfilters;59098565;86341;146
pantsbuild-pants;https://github.com/pantsbuild/pants;443493;;
papermill;https://github.com/nteract/papermill;1771574;1070;85
param;https://github.com/holoviz/param;722237;1392;35
parameterized;https://github.com/wolever/parameterized;7372551;3325;169
paramiko;https://github.com/paramiko/paramiko;79766805;38036;1438
paramiko-expect;https://github.com/fgimian/paramiko-expect;582695;63;1
paretochart;https://github.com/tisimst/paretochart;793417;;
parquet;https://github.com/jcrobak/parquet-python;459679;67;3
parse;https://github.com/r1chardj0n3s/parse;8848490;7068;249
parsedatetime;https://github.com/bear/parsedatetime;9201727;2776;145
parsel;https://github.com/scrapy/parsel;6041750;14336;94
parse-type;https://github.com/jenisys/parse_type;5405194;;
parsimonious;https://github.com/erikrose/parsimonious;2196893;11992;100
parso;https://github.com/davidhalter/parso;55621043;114428;244
partd;https://github.com/dask/partd;4647053;;
passwordmeter;https://github.com/cadithealth/passwordmeter;470290;;
paste;https://github.com/cdent/paste;3629021;3670;294
pastedeploy;https://github.com/pylons/pastedeploy;3378991;4472;179
pastel;https://github.com/sdispater/pastel;6847015;638;16
pastescript;https://github.com/cdent/pastescript;829915;;
patch;https://github.com/techtonik/python-patch;911547;;
patch-ng;https://github.com/conan-io/python-patch-ng;1278239;;
path;https://github.com/jaraco/path;2595554;;
pathlib2;https://github.com/mcmtroffaes/pathlib2;69304239;;
pathlib-mate;https://github.com/machu-gwu/pathlib_mate-project;2202256;;
pathmatch;https://github.com/demurgos/py-pathmatch;536072;;
pathos;https://github.com/uqfoundation/pathos;8912368;;
path-py;https://github.com/jaraco/path;2595554;;
pathspec;https://github.com/cpburnz/python-path-specification;35429570;;
pathtools;https://github.com/gorakhargosh/pathtools;13868548;17855;78
pathvalidate;https://github.com/thombashi/pathvalidate;685540;533;67
patool;https://github.com/wummel/patool;755673;;
patsy;https://github.com/pydata/patsy;18860703;;
paver;https://github.com/paver/paver;651737;;
paypalrestsdk;https://github.com/paypal/paypal-python-sdk;517080;;
pbkdf2;https://github.com/dlitz/python-pbkdf2;635190;2532;70
pdbpp;https://github.com/pdbpp/pdbpp;1696351;1830;120
pdf2image;https://github.com/belval/pdf2image;1978365;1976;72
pdfkit;https://github.com/jazzcore/python-pdfkit;2841561;3744;82
pdfminer;https://github.com/euske/pdfminer;3408873;1934;182
pdfminer3k;https://github.com/canserhat77/pdfminer3k;435097;660;19
pdfminer-six;https://github.com/pdfminer/pdfminer.six;3617948;;
pdfrw;https://github.com/pmaupin/pdfrw;3021873;1561;51
pdftotext;https://github.com/jalan/pdftotext;348589;441;23
pdoc3;https://github.com/pdoc3/pdoc;277844;669;68
pdpbox;https://github.com/saucecat/pdpbox;354006;339;9
peakutils;https://github.com/lucashn/peakutils;1050084;;
pecan;https://github.com/pecan/pecan;573236;;
peewee;https://github.com/coleifer/peewee;3569803;11913;464
pefile;https://github.com/erocarrera/pefile;3339681;10741;112
pem;https://github.com/hynek/pem;1038536;;
pendulum;https://github.com/sdispater/pendulum;18352273;;
pep257;https://github.com/pycqa/pydocstyle;9167510;14510;563
pep517;https://github.com/pypa/pep517;1712452;;
pep562;https://github.com/facelessuser/pep562;686510;;
pep8;https://github.com/pycqa/pycodestyle;90742886;125743;803
pep8-naming;https://github.com/pycqa/pep8-naming;4411989;5666;271
peppercorn;https://github.com/pylons/peppercorn;735079;;
percy;https://github.com/percy/python-percy-client;354323;;
persistent;https://github.com/zopefoundation/persistent;759556;;
petastorm;https://github.com/uber/petastorm;415681;24;5
petname;https://github.com/dustinkirkland/python-petname;679334;217;14
pex;https://github.com/pantsbuild/pex;1240817;;
pexpect;https://github.com/pexpect/pexpect;104718502;123760;683
pg8000;https://github.com/tlocke/pg8000;6175352;1494;72
pgc-interface;https://github.com/universaldevicesinc/pgc-python-interface;444680;;
pgeocode;https://github.com/symerio/pgeocode;408949;148;1
pgpy;https://github.com/securityinnovation/pgpy;324806;;
phik;https://github.com/kaveio/phik;1100827;;
phoenixdb;https://github.com/apache/phoenix-queryserver;8963158;35;0
phonenumbers;https://github.com/daviddrysdale/python-phonenumbers;9984951;;
phonenumberslite;https://github.com/daviddrysdale/python-phonenumbers;9984951;;
phpserialize;https://github.com/mitsuhiko/phpserialize;433735;;
pickleshare;https://github.com/pickleshare/pickleshare;87323659;140423;241
pid;https://github.com/trbs/pid;346920;432;36
piexif;https://github.com/hmatoba/piexif;860402;1296;67
pika;https://github.com/pika/pika;11835524;11122;634
pilkit;https://github.com/matthewwithanm/pilkit;692382;;
pillow;https://github.com/python-pillow/pillow;130548120;416907;6751
pillow-simd;https://github.com/uploadcare/pillow-simd;3405018;352;25
pingparsing;https://github.com/thombashi/pingparsing;287561;43;3
pint;https://github.com/hgrecco/pint;3742659;2727;343
pip;https://github.com/pypa/pip;654680592;44011;1182
pip-api;https://github.com/di/pip-api;591595;;
pipdeptree;https://github.com/naiquevin/pipdeptree;1955061;1519;59
pipenv;https://github.com/pypa/pipenv;24763259;17191;120
pipfile;https://github.com/pypa/pipfile;831904;;
pip-licenses;https://github.com/raimon49/pip-licenses;752948;;
pipreqs;https://github.com/bndr/pipreqs;566016;4436;68
pip-review;https://github.com/jgonggrijp/pip-review;328773;;
pip-shims;https://github.com/sarugaku/pip-shims;671963;;
pip-tools;https://github.com/jazzband/pip-tools;8568864;;
pkgconfig;https://github.com/matze/pkgconfig;4352377;;
plac;https://github.com/ialbert/plac;10213219;12204;98
placebo;https://github.com/garnaat/placebo;1202979;2152;10
plaidml;https://github.com/plaidml/plaidml;314578;;
plaid-python;https://github.com/plaid/plaid-python;652905;581;3
plaster;https://github.com/pylons/plaster;1267178;;
plaster-pastedeploy;https://github.com/pylons/plaster_pastedeploy;1292956;;
platformio;https://github.com/platformio/platformio-core;1895060;;
playsound;https://github.com/taylorsmarks/playsound;309143;2987;85
plette;https://github.com/sarugaku/plette;649181;;
plotly;https://github.com/plotly/plotly.py;29028634;46486;1024
plotly-express;https://github.com/plotly/plotly_express;417337;;
plotnine;https://github.com/has2k1/plotnine;1129676;1604;68
pluggy;https://github.com/pytest-dev/pluggy;152658669;;
pluginbase;https://github.com/mitsuhiko/pluginbase;2060884;670;37
plumbum;https://github.com/tomerfiliba/plumbum;5609560;;
plyfile;https://github.com/dranjan/python-plyfile;632883;601;33
plyvel;https://github.com/wbolster/plyvel;501203;917;76
pmdarima;https://github.com/alkaline-ml/pmdarima;2941120;787;33
pockets;https://github.com/robruana/pockets;699717;;
poetry;https://github.com/python-poetry/poetry;7108311;;
polling;https://github.com/justiniso/polling;789953;172;28
polyaxon-cli;https://github.com/polyaxon/polyaxon-cli;1946589;;
polyaxon-client;https://github.com/polyaxon/polyaxon-client;2030862;;
polyaxon-deploy;https://github.com/polyaxon/polyaxon-deploy;1946173;;
polyaxon-dockerizer;https://github.com/polyaxon/polyaxon-dockerizer;1943599;;
polyglot;https://github.com/abosamoor/polyglot;400332;;
polygon-geohasher;https://github.com/bonsanto/polygon-geohasher;477846;12;2
polyline;https://github.com/hicsail/polyline;1812575;;
pomegranate;https://github.com/jmschrei/pomegranate;345012;395;16
pooch;https://github.com/fatiando/pooch;352783;941;27
portalocker;https://github.com/wolph/portalocker;12146829;;
portend;https://github.com/jaraco/portend;5497806;;
port-for;https://github.com/kmike/port-for;2036620;;
portpicker;https://github.com/google/python_portpicker;559374;;
positional;https://github.com/morganfainberg/positional;503101;;
postal-address;https://github.com/scaleway/postal-address;443326;;
postgres;https://github.com/liberapay/postgres.py;419558;;
pox;https://github.com/uqfoundation/pox;8780658;;
poyo;https://github.com/hackebrot/poyo;6841071;5610;23
ppft;https://github.com/uqfoundation/ppft;8526699;;
pprintpp;https://github.com/wolever/pprintpp;983585;805;57
pptree;https://github.com/clemtoy/pptree;379869;29;9
prance;https://github.com/jfinkhaeuser/prance;474758;177;19
praw;https://github.com/praw-dev/praw;1593423;7896;112
prawcore;https://github.com/praw-dev/prawcore;1702387;;
pre-commit;https://github.com/pre-commit/pre-commit;11644686;;
predicthq;https://github.com/predicthq/sdk-py;2079730;;
premailer;https://github.com/peterbe/premailer;2544980;1651;81
preshed;https://github.com/explosion/preshed;10690555;;
presto-python-client;https://github.com/prestodb/presto-python-client;3861455;214;11
pretend;https://github.com/alex/pretend;290548;;
pretrainedmodels;https://github.com/cadene/pretrained-models.pytorch;383862;896;25
pretty-bad-protocol;https://github.com/isislovecruft/python-gnupg;1246216;37;8
prettytable;https://github.com/jazzband/prettytable;17805092;14143;958
prison;https://github.com/betodealmeida/python-rison;6027719;;
probableparsing;https://github.com/datamade/probableparsing;3090965;;
profanityfilter;https://github.com/areebbeigh/profanityfilter;565116;;
profilehooks;https://github.com/mgedmin/profilehooks;918719;277;26
proglog;https://github.com/edinburgh-genome-foundry/proglog;1614530;;
progress;https://github.com/verigak/progress;1280356;8187;250
progressbar;https://github.com/niltonvolpato/python-progressbar;1545972;3593;267
progressbar2;https://github.com/wolph/python-progressbar;8836526;7706;466
prokaryote;https://github.com/cellprofiler/prokaryote;576332;;
prometheus-async;https://github.com/hynek/prometheus-async;298904;9901;7
prometheus-client;https://github.com/prometheus/client_python;81722046;;
prometheus-flask-exporter;https://github.com/rycus86/prometheus_flask_exporter;11118117;;
promise;https://github.com/syrusakbary/promise;11684908;;
prompt-toolkit;https://github.com/prompt-toolkit/python-prompt-toolkit;106503418;136162;748
pronouncing;https://github.com/aparrish/pronouncingpy;1920670;;
property-manager;https://github.com/xolox/python-property-manager;882926;;
prospector;https://github.com/pycqa/prospector;1517423;1953;194
protobuf;https://github.com/protocolbuffers/protobuf;329723957;122412;1684
protobuf3-to-dict;https://github.com/kaporzhu/protobuf-to-dict;2212171;;
